COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³¹						
4-1	l a ⁴³						
18-1	m j j ŋ						
19-1	n j ³¹						
44-1	l u ʔ ³¹						
50-1	l j ŋ ³						
62-1	s ai k ⁵						
70-1	b a n ³						
75-1	m j ɔ ʔ ³						
97-1	tʃʰ a ŋ ³¹						
112-1	tʃʰ u ³¹						
122-1	m j u ʔ ³						
127-1	kʰ j ei						
132-1	j a ʔ ³						
133-1	n u ³¹						
135-1	n au ŋ						
142-1	d s j ³						
143-1	ŋ j ʔ ŋ						
149-1	j u ³¹						
152-1	ŋ j ³¹						
157-1	b u ³¹						
183-1	ʔ u ³¹						
184-1	n u ʔ ʔ						
185-1	tʃʰ a m						
189-1	m j u ʔ ³¹						
192-1	n j ³						
195-1	n j ³¹						
200-1	dʒ a n ³¹						
216-1	s ai ŋ ³¹						
218-1	l j ʔ ³						
225-1	s ai ŋ ⁴³						
235-1	kʰ j ei						
244-1	s w ei ³						
253-1	m j ⁴³						
270-1	m j ³						
278-1	m j u ŋ						
279-1	j u ³						
285-1	j j m ³						
308-1	d j a						
322-1	m j ⁴³						
325-1	kʰ au ³¹						
337-1	m j a ŋ						
341-1	d z ɔ						
347-1	s u ʔ ³¹						
362-1	j j ʔ						
391-1	j j p ⁵						
394-1	m ɔ ʔ ³¹						
397-1	tʃʰ ei ³¹						
443-1	n j j p ⁵						
460-1	s a t ³						
463-1	j j ʔ						
464-1	k u ŋ ³						
473-1	s u m ³						
476-1	kʰ j u ʔ						
481-1	tʃʰ a ³						
494-1	g j ⁵						
496-1	h j ɛ ŋ						
516-1	j j ³						
522-1	n u ʔ ³						
523-1	pʰ j u ³						
524-1	n j ³¹						
540-1	kʰ ɔ ⁵						
3-1	b j i ³						
6-1	g j ʔ						
7-1	dʒ u m ³						
20-1	n a p ³¹						
51-1	ŋ u n						
64-1	g u ŋ ³¹						
65-1	g u ʔ ⁵⁴						
66-1	d s u						
71-1	s ei ⁴³						
72-1	ʔ a ³¹						
76-1	w ɔ ³						
77-1	m j k ʔ						
78-1	m au ⁵						
82-1	d u ŋ ³						
87-1	ŋ ɔ ³¹						
93-1	l a m ³						
94-1	m j ei						
100-1	s j n p						
116-1	l u ³						
119-1	w a m						
124-1	b j u ³						
136-1	l j i						
137-1	kʰ j au ei						
144-1	s u t ʔ						
145-1	d u ŋ ³						
146-1	m j ʔ						
150-1	dʒ j ɔ ʔ						
154-1	m j ei						
165-1	dʒ j ŋ						
166-1	d j ɔ ³						
169-1	g j a ŋ ³						
170-1	b j ɔ ³						
171-1	j a ŋ ³						
174-1	l a m						
181-1	m j u ʔ ³¹						
193-1	b u ³¹						
205-1	n j t						
206-1	m j ʔ ³						
212-1	tʃʰ j ʔ ʔ						
214-1	l u m ³						
217-1	ʔ u ³						
224-1	n j j i ⁵						
228-1	b au ŋ						
238-1	j au ʔ						
241-1	s u ³¹						
246-1	g j s ³						
256-1	ʔ a						
257-1	d u ʔ						
272-1	m j ³¹						
273-1	ʔ a ʔ						
274-1	m a ŋ						
286-1	kʰ a m						
289-1	kʰ u ŋ ³						
294-1	ʔ u ⁵						
301-1	j j ʔ ³¹						
306-1	kʰ j ai p ⁵⁴						
307-1	ŋ ɛ p ⁵⁴						
321-1	s a ŋ						
331-1	m j j ³¹						
332-1	l j m ³						
335-1	g j ɔ ⁵						
336-1	n j m						
340-1	ŋ au ³¹						
342-1	m j au ʔ ³						
360-1	dʒ u p ³¹						
376-1	s j ⁵						
389-1	n j k ʔ						
395-1	n u ³¹						
401-1	s ei t						
404-1	d s u ŋ ³¹						
408-1	d ɔ ³						
409-1	l ɔ ³¹						
413-1	d u n n						
421-1	n j u t						
425-1	b j ei						
430-1	tʃʰ ei ⁵						
442-1	d u ³						
447-1	s u ŋ ⁵						
456-1	g ɔ ³¹						
458-1	s u ⁵						
469-1	kʰ au ⁵						
470-1	d a ³¹						
475-1	ŋ u ³						
477-1	n j ɛ t						
478-1	s j t ⁵						
480-1	g au ʔ						
485-1	m j u ³¹						
495-1	ŋ j ³						
499-1	m j a̰ ŋ						
500-1	n j w n						
501-1	s u ³¹						
506-1	dʒ a p ⁵⁴						
507-1	n u ʔ ³						
509-1	l j ŋ ³						
510-1	b j ai ŋ ⁵						
511-1	l j ʔ ³¹						
521-1	h au ³						
525-1	n j au ʔ ³						
538-1	tʃʰ j ei ³						
539-1	dʒ j ŋ ³¹						
544-1	g j j ʔ						
