COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a a a a									
1285-1	n w a									
1303-1	g ɔ m a									
2197-1	s a l a									
2828-1	i i a a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	n i									
1789-1	k a l a a g a									
3207-1	β ʊ l a									
3519-1	t ʊ m a									
3686-1	i a m a a									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	u u n i									
630-1	β ɛ ɛ l ɛ									
814-1	ŋ ɔ m m ɛ									
1216-1	g a β a									
1228-1	β w a									
1418-1	s i m a a									
1475-1	g w a									
2026-1	t w ɛ									
2775-1	β u m m a									
3397-1	β ɔ l a									
3826-1	s ɔ k a									
4003-1	i β β a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	s l g									
116-1	z i k a									
181-1	g ɔ ŋ g ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ g ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	u a									
1350-1	l j a									
1374-1	n a a n a									
1396-1	d ɔ β ʊ									
1430-1	i s ɔ									
1666-1	t a n ɔ									
1767-1	k ɔ k ɔ									
1906-1	i ŋ g i a a									
2177-1	ŋ g a a									
2286-1	l a									
2317-1	f ʊ β a									
2419-1	s ɛ k a									
2750-1	ɛ s i									
3018-1	i i l a									
3275-1	k a a a a									
3441-1	s a ŋ g a a									
3464-1	β ɔ n a									
3639-1	d ɛ t ɛ m a l									
3885-1	s u m ɔ									
3981-1	i m a a									
4192-1	β i m m a									
4260-1	s w a									
4350-1	l ɛ ɛ l ɔ									
43-1	d i m u									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	l l a a									
459-1	l ʊ m a									
508-1	β ɔ f ʊ									
528-1	β i l i									
575-1	t a									
871-1	t a m a									
2689-2		ɲ a m a								
893-2		a a a								
1303-2		ŋ o m a								
2197-2		s a l a								
2828-2		i i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a a g a								
3207-2		w u l a								
3519-2		t u m a								
3686-2		i i m a a								
4249-2		k u m i								
4451-2		v i s i								
448-2		u o n i								
630-2		v e e l e								
814-2		ŋ o m m e								
1216-2		k a v a								
1228-2		w w a								
1418-2		s i m a								
1475-2		g w a								
2026-2		t w e								
3826-2		s o k a								
4003-2		i v w a								
4373-2		l i m i								
4384-2		i n o								
84-2		u l o								
116-2		w i k a								
419-2		l o g a								
587-2		o ŋ g o								
660-2		l e l a								
848-2		k a l a								
1122-2		w i n a								
1159-2		u a								
1350-2		l j a								
1374-2		n a a n e								
1906-2		i ŋ g i a a								
2419-2		s e k a								
2750-2		e e i i								
3441-2		s e e g a								
3464-2		v o n a								
3639-2		t e t e m a								
3981-2		i m a a								
4192-2		w i m m a								
4350-2		l e e l o								
278-2		w a								
3971-2		k a m a								
55-2		a a a a								
43-2		d i m u								
93-2		k o n o								
459-2		l u m a								
2689-3			ɲ a m a							
893-3			a n a							
1285-3			n w a							
1303-3			k o m a							
2197-3			s a l a							
2828-3			i i a a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n e							
1789-3			x a l a a k							
3207-3			f u l a							
3519-3			tʰ u m a							
3686-3			i m b a							
4249-3			x u m i							
4451-3			β i s i							
448-3			u o n i							
630-3			β e e l e							
1216-3			k a β a							
1228-3			b w a							
1418-3			s i m a							
1475-3			k w a							
3397-3			β o l a							
4003-3			i β a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i n o							
181-3			k o ŋ k o							
419-3			l o k a							
587-3			o ŋ k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			n a a n a							
1396-3			s o f u							
1666-3			tʰ a n o							
1767-3			x o x o							
1906-3			i ŋ k i l a							
2177-3			ŋ k a a							
2286-3			l a							
2317-3			f u f a							
2750-3			e s i							
3275-3			x a a a							
3464-3			β o n a							
3639-3			tʰ e tʰ e m a							
3981-3			i m a							
4192-3			f i á m a							
4260-3			s w a							
4350-3			l e e l o							
278-3			β a							
745-3			tʰ a x o							
3971-3			x a m a							
93-3			x o n o							
200-3			β i							
374-3			a a l w a							
508-3			p o f u							
528-3			β i l i							
2689-4				ɲ a n a						
893-4				a n a						
1285-4				n w a						
3572-4				s ɔ n e						
1755-4				n e						
1789-4				k a l a a g						
3686-4				e b b a						
4451-4				b e s e						
1216-4				g a b a						
4003-4				e b a						
419-4				l ɔ g a						
1122-4				b e n a						
1430-4				e b ɔ						
1666-4				t a n ɔ ɔ						
1767-4				k ɔ k ɔ						
55-4				n a á a						
94-4				b ɔ k ɔ						
2717-4				g a ŋ g a						
2689-5					u a m					
893-5					n a					
1285-5					n w a					
1303-5					g o m a					
2197-5					s a l					
2828-5					i i n					
3572-5					s o n i					
1095-5					l i m					
3207-5					f u l					
3519-5					t u m					
3686-5					i a a a					
4249-5					k u m i					
448-5					n o n i					
630-5					β e e l e					
814-5					g o m m l					
1228-5					p w					
1418-5					s i m a					
2026-5					t w e					
2775-5					β u m m a					
3397-5					β o l					
3826-5					d o k					
4040-5					g e n i					
4373-5					l i m i					
4384-5					i n o					
