COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
4976				t e ⁴⁴				d ɛ ³³	
5588	l ɯ ²¹	l e ²¹							
4530	ʈʂ ɯ ³¹	ts ɯ ³¹	ts ɯ ³¹	ts ɯ ²¹	ɖ ɯ ³¹			dz ɯ ³¹	ts ɯ ³¹
1214	p e ²¹					pʰ i ²¹		p e ²¹	
3629		ts a ⁴²	ts a ⁴²	ts a ⁵⁵	tɕ a ⁵⁵		tsʰ a ⁴²		ts a ⁴²
5967	tʰ ɤ ⁵⁵	tʰ ɔ̃ ³⁵	t ɤ̃ ⁵⁵	tʰ ɔ̃ ⁵⁵		tʰ ɤ ⁵⁵	tʰ ɤ̃ ⁵⁵	tʰ ɯ ⁵⁵	tʰ ɤ ⁵⁵
2540	ʈʂʰ e ⁴⁴						tsʰ e ⁴⁴	tsʰ ɛ ⁴⁴	
2098					tɕ ɯ̃ ³¹	tɕ i ³³			ts ɿ ³³
2911		k ɛ ²¹	k ɛ ²¹	k ɛ ³¹					
1241	p e ⁴⁴					p e ⁴⁴		p e ⁴⁴	p e ⁴⁴
1743	p i ²¹						p i ³¹		
2669			k ɯ ⁴²	k ɯ ⁴²		tsʰ ɿ ²¹		tsʰ ɿ ³¹	
5057	z ɿ ³¹	z ɿ ³¹	s ɿ ²¹	ʐ ɯ ³³		s ɿ ³¹	z ɿ ³¹		z ɿ ³¹
4136	p i ²¹					p i ²¹	p i ³³	p i ²¹	p i ²¹
2563	ʈʂ ɯ ⁴²		ts ɯ ⁴²	ts ɯ̃ ⁴²	tʰ ɯ̃ ⁴²			tsʰ ai ³¹	
3213				k u ²¹	k ɤ ³¹				
487					qʰ ã ⁴²			kʰ ɤ ³¹	
3211	tʰ i ⁵⁵	tʰ e ³⁵	tʰ i ⁵⁵			tʰ i ⁵⁵	tʰ e ⁵⁵	tʰ i ⁵⁵	tʰ ɯ ⁵⁵
2680			m o ³¹	m ɔ ³¹					
6030				w ɛ̃ ⁴²	w ẽ ⁵⁵				
925	t ɯ ⁴²	t ɯ ⁴²	t ɯ ⁴²						t ɯ ⁴²
54	t ɔ ⁴⁴				t o ⁵⁵	t o ⁴⁴			t o ³³
3113	t ɯ ²¹	t ɯ ²¹	ts ɿ ³¹	t j ɯ ²¹		ts ɿ ²¹	t ɛ ²¹		t ɯ ²¹
840		tsʰ ɛ̃ ⁴⁴	tsʰ ɛ̃ ⁴⁴						
1039		s ɿ ⁵⁵	s ɿ ⁵⁵	s ɿ ⁵⁵		s ɤ ⁵⁵			s ɿ ⁵⁵
927				k a ⁵⁵	q a ⁵⁵				
6840	s ɿ ³⁵			s ɯ ⁵⁵		s ɯ ⁵⁵	s ɯ ⁵⁵		s ɿ ⁵⁵
5401	tʰ u ³³	tʰ u ³³	tʰ u ³³	tʰ u ³³					
6301	ɲ i ⁴⁴	j ĩ ⁴⁴	j ĩ ⁴⁴	j ĩ ⁴⁴		ɲ i ⁴⁴	n i ⁴⁴		ɲ i ⁴⁴
6366				j u ⁴⁴		j ɔ ³⁵		j ɔ ³³	
3356	p ɔ ³¹					p ɔ ²¹		p ɔ ³¹	p o ³¹
4027	ŋ ɤ ³³							ŋ w e ³³	
3630			v ɤ ⁵⁵		v ɤ ⁵⁵				
183					tɕ ã ³¹			tɕʰ i ³¹	
