COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ ɨ m																		
107-1	g a m ə lː a																		
112-1	d a b ə n a																		
331-1	n ɨ g u s																		
377-1	b ə kʼ lː r																		
381-1	ʔ a																		
417-1	r u j																		
451-1	s ə b a																		
454-1	ʔ a tʃʼ ɨ r																		
484-1	s ɨ ɨ s t																		
535-1	ʔ a s ɨ r																		
543-1	s ə s t																		
593-1	ʔ a m ɨ s																		
640-1	m a																		
1-1	d ə r ə r ə																		
65-1	tʼ ɨ b																		
212-1	ʔ ə n																		
244-1	ʔ a r b ə																		
248-1	m ɨ lː a																		
293-1	f ə r ə j																		
373-1	kʼ ɨ m a l																		
408-1	b ə rː a ə																		
414-1	d ɨ b a ʔ a																		
601-1	ʔ ə r o b																		
642-1	n ɨ f a s																		
60-1	n ə f ə s ə																		
115-1	ʔ ə r a																		
209-1	s ɨ m ɨ t																		
242-1	ʔ a m ɨ s t																		
415-1	j ɨ n a b																		
450-1	j ə r																		
490-1	tʼ ə r a																		
638-1	s ɨ r e																		
645-1	kʼ a l																		
160-1	t ə r ə ʔ																		
208-1	ʔ ɨ n kʼ u a																		
214-1	ʔ a b																		
378-1	ʔ a n g ə t																		
379-1	b ə ə ə																		
409-1	g a t ə r																		
598-1	k ɨ lː																		
646-1	ʔ a ə																		
210-1	r ə i a ə ə																		
215-1	ʔ a t ə b ə a																		
285-1	m ɨ tʼ a d																		
332-1	ʔ ɨ g ɨ r																		
380-1	ʔ a i ɨ a																		
412-1	s a h a n																		
64-1	d a b ə																		
67-1	w ɨ rː																		
251-1	f ə tʼ																		
294-1	m ɨ ɨ																		
597-1	ʔ ə m ə ə ə																		
7-1	ʔ a l g a																		
158-1	kʼ ə m ɨ s																		
372-1	ʔ ə n f ə r																		
374-1	b ə ə																		
375-1	s ə b																		
411-1	t ə r a s																		
541-1	kʼ ə tʃʼ ɨ n																		
6-1	b ə r r a b a																		
113-1	b u n a																		
330-1	kʼ ə lː d																		
448-1	kʼ ə d a m ə n b ə																		
449-1	ʔ a mː ə																		
491-1	d ɨ n g ə t																		
596-1	n ə g ə																		
4-1	g ɨ n ʔ ə																		
8-1	sː ə b ə ə																		
106-1	m ə s a																		
290-1	ʔ a g ə j ə																		
489-1	b ə ə r r b a																		
602-1	m ɨ n																		
2-1	ʔ ɨ lː ɨ																		
3-1	ʔ ɨ rː ə																		
213-1	ʔ a r a s																		
486-1	n ə t ə kʼ ə																		
647-1	tʃʼ ə a																		
10-1	tʼ ɨ tʼ u r																		
110-1	d a a																		
152-1	ʔ a r ə																		
211-1	m ɨ ʃ ə t																		
328-1	s ə ə b ə																		
333-1	m ɨ s ɨ r																		
334-1	ʔ a n b ə sː a																		
410-1	sː a r ɨ																		
540-1	ə b a																		
109-1	g u n tʃʼ ə																		
153-1	w ə w ə ʃː ɨ																		
250-1	ə tʃʼ ə																		
289-1	lː ɨ b																		
326-1	m ə o																		
594-1	g ɨ j																		
154-1	f ə ə s ə																		
245-1	sː ə ə r ə																		
247-1	ʔ ɨ n u r a r i t																		
286-1	tʃʼ ɨ g ə r																		
643-1	g ə																		
62-1	f ə ʃː a																		
288-1	r ɨ ʔ a tʃʼ																		
416-1	ə ʔ ɨ h																		
5-1	g ə b																		
61-2		d ə m																	
63-2		ʔ a tʼ ɨ m																	
107-2		g a m ə rː a																	
112-2		d a m ə n a																	
331-2		n ɨ g u s																	
377-2		b ə kʼ n e																	
381-2		ʔ a d																	
417-2		r u																	
451-2		s ə b a																	
454-2		ʔ a tʃʼ i r																	
484-2		s ɨ ɨ s t																	
535-2		ʔ a s ɨ r																	
543-2		sː ə sː t																	
593-2		ʔ a m u s																	
640-2		m a n																	
1-2		d ə ʔ ə r ə																	
65-2		tʼ ɨ b																	
163-2		s ə tʃʼ ə																	
212-2		ʔ ə n																	
244-2		ʔ a r m ə																	
