COGID	1	10	2	3	4	5	6	7	8	9
2689-1	l a m a									
893-1	n a a a									
1285-1	n a a									
1303-1	g ɔ ɔ a									
2197-1	s a l a									
2828-1	i i n z a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	n ɛ ɛ									
1789-1	k a l a									
3207-1	l ʊ l a									
3519-1	t ʊ m a									
3686-1	i i m a									
4249-1	k ʊ m a									
4451-1	k i i i									
448-1	n ʊ n i									
630-1	β ɛ ɛ ɛ									
814-1	g ɔ ɔ m									
1216-1	k a ɔ a									
1228-1	ɔ ɔ ɔ m b a									
1418-1	s i m a									
1475-1	k a a									
2026-1	t a									
2775-1	β ʊ m a									
3397-1	β ɔ l a									
3826-1	s ɔ g a									
4003-1	i i n z a									
4040-1	g ɛ g a									
4373-1	l i m i									
4384-1	i i ɔ n i									
84-1	s u g ʊ									
116-1	i i i									
181-1	g ɔ ɔ g a									
419-1	l ɔ g a									
587-1	ɔ ɔ g ɔ a									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	t i n a									
1159-1	l a									
1350-1	l a a a									
1374-1	n a a n a a									
1396-1	s ɔ ɔ m b a									
1430-1	i i ɔ n i									
1666-1	t a n a									
1767-1	k ɔ ɔ ɔ									
1906-1	i i g i									
2177-1	g a a									
2286-1	l a l a									
2317-1	ɔ ʊ l a									
2419-1	s ɛ g a									
2750-1	k i i									
3018-1	n i l a									
3275-1	k a a a									
3441-1	s a a a									
3464-1	β ɔ ɔ a									
3639-1	t ɛ t ɛ									
3885-1	s u m ɔ m a									
3981-1	i i m a									
4192-1	β i m a									
4260-1	s a a									
4350-1	l ɛ ɛ ɛ									
43-1	s i m a									
93-1	k ɔ ɔ ɔ d a									
200-1	k i i									
374-1	l a l a									
459-1	l ʊ l a									
508-1	p ɔ ɔ m b a									
528-1	k i l a									
575-1	t a a									
871-1	t a m a									
1137-1	s i i									
1339-1	t a									
1585-1	l a l a									
1712-1	n ʊ l a									
1872-1	p a									
2088-1	β i i a									
2166-1	ʊ ʊ l a									
2334-1	p i i									
2393-1	m a l									
