COGID	1	10	2	3	4	5	6	7	8	9
2689-1	l a a a									
893-1	a a a a									
1285-1	l a a									
1303-1	l ɔ ɔ a									
2197-1	s a a a									
2828-1	i i i a									
3572-1	s ɔ ɔ									
1095-1	l i l a									
1755-1	l a a									
1789-1	k a a a									
3207-1	l ʊ l a									
3519-1	k u m a									
3686-1	i i i a									
4249-1	k u β a									
4451-1	l i i i									
448-1	l ʊ l a									
630-1	l a l a									
814-1	l ɔ ɔ m b									
1216-1	k a a a									
1228-1	l a a									
1418-1	s i i i									
1475-1	k i a a									
2026-1	k i i a									
2775-1	l a a a									
3397-1	l ɔ ɔ a									
3826-1	ɔ ɔ ɔ a									
4003-1	i i i a									
4040-1	k u t a									
4373-1	l i i i									
4384-1	i i i									
84-1	s u l a									
116-1	i i i i									
181-1	k ɔ ɔ									
419-1	l ɔ ɔ a									
587-1	ɔ ɔ ɔ									
660-1	l a l a									
848-1	k u a a									
1083-1	l i l a									
1122-1	l i i i									
1159-1	l a a									
1350-1	l a a									
1374-1	l a a a									
1396-1	s ɔ ɔ									
1430-1	i i i									
1666-1	k a a a									
1767-1	k ɔ ɔ a									
1906-1	i i i i									
2177-1	l a a									
2286-1	l a a									
2317-1	l a l a									
2419-1	s ɔ t a									
2750-1	k u i a									
3018-1	l i l a									
3275-1	k a a a									
3441-1	s a a a									
3464-1	l ɔ ɔ a									
3639-1	k i i i									
3885-1	s u m a									
3981-1	i i a a									
4192-1	l i i i									
4260-1	s u a a									
4350-1	l a ɔ a									
43-1	s i i i									
93-1	k ɔ ɔ									
200-1	l i i									
374-1	l a a a									
459-1	l a a a									
508-1	l ɔ ɔ									
528-1	l i l i									
575-1	k a a									
871-1	k a a a									
1137-1	s i i i									
1339-1	k i i i									
1585-1	a a a a									
1712-1	l ʊ l a									
1872-1	p a a									
2088-1	l i i a									
2166-1	ʊ ʊ l a									
2334-1	l i i i									
2393-1	m a a a									
2537-1	l ɔ ɔ m a									
2665-1	i i i i									
2738-1	l a a a									
2872-1	k u ɔ a									
2893-1	s i i i									
2997-1	k a a a									
3075-1	k u l a									
3675-1	l a l a									
4028-1	l a									
4137-1	m i l a									
4238-1	i i ɔ i									
4316-1	k a a a									
4429-1	a a a a									
4440-1	l i i i									
4485-1	s u l a									
4574-1	l a a a									
4688-1	l a									
