COGID	dutch	english	french	german
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
2125	w ɪ k ə l ə			v ɪ k ə l n
2245	t ɔ ŋ	t ʌ ŋ		ts ʊ ŋ ə
624	s p ɪ n ə	s p ɪ n		ʃ p ɪ n ə n
1075	b l aː z ə	b l əʊ		b l aː z ə n
1855	œy t + h ɔ l ə	h ɔ l əʊ		au s + h ɶː l ə n
1726	v ɛ l t	f iː l d		f ɛ l t
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
427	w ɑu t			v a l t
908	w ɑ s ə	w ɔ ʃ		v a ʃ ə n
1265	p ɛ l ə	p iː l	p ə l e	
995	v l ɛ x t ə			f l ɛ x t ə n
1906	z w ɑ k			ʃ v a x
575	ɔ k s ə l		ɛ s ɛ l	a k s ə l + h ɶː l ə
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
1821	r ʉ x			r ʏ k ə n
648	b oː r ə	b ɔː r		b oː r ə n
1630	t ɪ n	t ɪ n		ts ɪ n
1509	s n ɔ t	s n ɔ t		
30	l ɛɪ m			l ai m
2202	r ɑ m	r æ m		
205	ɑ r m + b ɑ n t			a r m + b a n t
260	m uː			m yː d ə
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
108	m ɛɪ s j ə			m ɛː t x ə n
2051	h eː m ə l			h ɪ m ə l
2174	s x ɑu d ə r	ʃ əʊ l d ə r		ʃ ʊ l t ə r
337	k aː p	k eɪ p		
1989	h oː j	h eɪ		h ɔy
936	n aː v ə l	n eɪ v l̩		n aː b ə l
901	k l ɑu w	k l ɔː		k l au ə
305	p aː l			pf aː l
579	v ɪ n d ə	f aɪ n d		f ɪ n d ə n
1568	w ɛɪ n ə x			v eː n ɪ x
-78	p ɛɪ m + b oː m	p aɪ n		
1644	x iː t ə			ɡ iː s ə n
1434	b r ɛ ŋ ə	b r ɪ ŋ		b r ɪ ŋ ə n
51		b r ɪ k	b ʀ i k	
1204	v iː r + k ɑ n t			f iː r + ɛ k
1979	x r ɑ s	ɡ r ɑː s		ɡ r aː s
393	k ɑu w ə			k au ə n
122	d iː r			t iː r
790	b r ʉ x	b r ɪ dʒ		b r ʏ k ə
1212	r oː k			r au x
630	v ɑ ŋ ə			f a ŋ ə n
2242	m ɔ n t	m aʊ ð		m ʊ n t
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
850	t ɔ p	t ɔ p		
1472	m ɔ d ə r	m ʌ d		
303	w ɛ r k	w ɜː k		
232	k oː p ə			k au f ə n
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
2001		l iː f		l au p
1661	m ɛ l k	m ɪ l k		m ɪ l x
474	d ɪ k	θ ɪ k		d ɪ k
1343	k ɪ n t			k ɪ n t
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
249	oː ɣ + l ɪ t	aɪ + l ɪ d		au ɡ ə n + l iː t
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
655	b r oː t	b r ɛ d		b r oː t
2038	n ɪ x t			n ɪ x t ə
2271	v ɪ l t	f ɛ l t		f ɪ l ts
1062	z ɪ ŋ k ə	s ɪ ŋ k		z ɛ ŋ k ə n
276	l ɑ m	l ɑː m eɪ		l aː m
2108	p l uː ɣ ə	p l aʊ		pf l yː ɡ ə n
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
1968	h ɛ l f t	h ɑː f		h ɛ l f t ə
2094		ʃ ʌ v l̩		ʃ au f ə l
1836	k ɑ l m	k ɑː m		
1777	v ɔ l ɣ ə	f ɔ l əʊ		f ɔ l ɡ ə n
100	v r ɑu w			f r au
-1161	l ɛɪ n	l aɪ n		
1052	z ɛɪ			z iː
278	b l ɪ n t	b l aɪ n d		b l ɪ n t
566	k l ɪ m ə	k l aɪ m		
1548	aː d ə m ə			aː t m ə n
590	s ɔ k	s ɔ k		
-425	r ɔ ts	r ɔ k		
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
-350	p aː r	p ɛ ə r		p aː r
1447	b oː m			b au m
747	n eː t ə l	n ɛ t l̩		n ɛ s ə l
1918	d oː r + s n ɛɪ d ə			ʃ n ai d ə n
2156	v ə r + k ɑu t + h ɛɪ t	k əʊ l d		ɛ r + k ɛ l t + ʊ ŋ
1411	h ɛ b ə	h æ v		h aː b ə n
528	j øː k			j ʊ k ə n
1300	x ɛ r s t			ɡ ɛ r s t ə
-1785	x r aː n	ɡ r eɪ n		
2277	w ɔ l	w ʊ l		v ɔ l ə
169	r ɛɪ ɣ ə r			r ai ə r
949	s m ɪ t	b l æ k + s m ɪ θ		ʃ m iː t
1651	z ɑ l f			z a l b ə
2144	k œy k ə	tʃ ɪ k ɪ n		
694	s n ʉ r k ə	s n ɔː r		ʃ n a r x ə n
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
207	r ɛɪ p	r aɪ p		r ai f
1431	d r aː ɣ ə			t r aː ɡ ə n
2105		r eɪ k		r ɛ x ə n
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
1972	d eː l			t ai l
1789	b eː d ə l aː r			b ɛ t l ə r
258	d r ɔ ŋ k ə	d r ʌ ŋ k		b ə + t r ʊ ŋ k ə n
1196	n ɛ k		n y k	n a k ə n
476	z w ɛ m ə	s w ɪ m		ʃ v ɪ m ə n
1417	l ɛɪ d ə	l iː d		l ai t ə n
1921	s l aː n			ʃ l aː ɡ ə n
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
919	s t uː l			ʃ t uː l
588	v l ɑ k		p l a	f l a x
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
116	j ɔ ŋ ə			j ʊ ŋ ə
514	h ɛ ŋ s t			h ɛ ŋ s t
213	r ɛ x ts	r aɪ t		r ɛ x t
347	t w eː d ə			ts v ai t ə
885	d eː l ə			au s + t ai l ə n
1518	s p ɪ ts			ʃ p ɪ ts ə
615	v ɪ ŋ ə r	f ɪ ŋ ɡ ə r		f ɪ ŋ ə r
1321	k ɔ p	k ʌ p	k u p	
626	w eː v ə	w iː v		v eː b ə n
1839	w ɛ + ɣ aː n	ɡ əʊ + aʊ t		au s + ɡ eː ə n
1577	ɔ p + h ɑ ŋ ə	h æ ŋ		au f + h ɛ ŋ ə n
1051	v l iː ɣ ə	f l aɪ		f l iː ɡ ə n
104	m ɑ n ə + l ə k			m ɛ n + l ɪ x
1666	v l ɑ k t ə			f l ɛ x ə
1861	s x eː d ə l			ʃ ɛː d ə l
517	p aː r t			pf eː r t
576	z uː k ə	s iː k		z uː x ə n
1254	h aː r t			h eː r t
3	h ɔ f			h oː f
311	l ɛɪ k			l ai x + n aː m
713	s ɑ p	s æ p		z a f t
838		s t eɪ	ʀ ɛ s t e	
1952	d øː r	d ɔː r		t oː r
1903	w ɔ n t	w aʊ n d		v ʊ n d ə
782	w ɛ x			v ɛ k
2159	k r ɔ p			k r ɔ pf
-1033	b aː j	b eɪ		
451	h ɔ ŋ ə r s + n oː t			h ʊ ŋ ə r s + n oː t
736	v r ɑu w			f r au
672	d eː k ə			d ɛ k ə
947	l eː v ə r	l ɪ v ə r		l eː b ə r
1885	x r ɑ f	ɡ r ɑː v		ɡ r aː p
776	v ə r + d eː l ə			t ai l ə n
1479	oː p ə n ə	əʊ p ə n		œ f n ə n
1546	s p yː ɣ ə	s p ɪ t		ʃ p ʊ k ə n
1066	j ɛɪ	j uː		
1408	n eː m ə			n eː m ə n
1181	m ʉ ts			m ʏ ts ə
916	t r ɔ x	t r ɔ f		t r oː k
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
608	v uː t	f ʊ t		f uː s
164	x iː r			ɡ ai ə r
-2	t ɛ n t	t ɛ n t		
1948	s l ɔ t			ʃ l ɔ s
858	œy t + r ɛ k ə	s t r ɛ tʃ		ʃ t r ɛ k ə n
323	l eː v ə	ə + l aɪ v		l eː b ə n
1478	b oː d ə m			b oː d ə n
300		f əʊ l d		f a l t ə n
383	eː t ə	iː t		ɛ s ə n
2114	s p aː d ə	s p eɪ d		ʃ p aː t ə n
-1153	r ɔ n t	r aʊ n d		r ʊ n t
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
2275	b eː l t + h ɑu w ə r			b ɪ l t + h au ə r
1193	b r eː t			b r ai t
330	z w ɑ ŋ ə r			ʃ v a ŋ ə r
1719	h ɛ k			ɡ ə + h eː ɡ ə
642	b ɑu w ə			b au ə n
1185	s x uː n + m aː k ə r	ʃ uː + m eɪ k ə r		ʃ uː s t ə r
-346		r iː f		r ɪ f
2082	t ə r ʉ + ɣ eː v ə	ɡ ɪ v + b æ k		ts uː r ʏ k + ɡ eː b ə n
2166	b ɔ r s t ə l			b ʏ r s t ə
308	d uː n	d uː		t uː n
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
1633	ɛɪ z ə r	aɪ r ə n		ai z ə n
700	t w aː l f	t w ɛ l v		ts v œ l f
-225	p r ɛɪ s	p r aɪ s		p r ai s
2293	l eː r	l ɛ ð ə r		l eː d ə r
1900	z iː k	s ɪ k		
186	s x ʉ l t			ʃ ʊ l t
1676	b oː t ə r	b ʌ t ə r		b ʊ t ə r
1640	z ɪ l v ə r	s ɪ l v ə r		z ɪ l b ə r
875	d œy z ə n t	θ aʊ z n̩ d		t au z ə n t
1872	w ɑ ŋ			v a ŋ ə
1317	r ɔ t	r ɔ t n̩		
53		b r əʊ k ə n		ɡ ə + b r ɔ x ə n
1188	n ɑu w	n æ r əʊ		
2219	v ə r + z aː m ə l ə			z a m ə l n
581	v ə r + l iː z ə	l uː z		f ɛ r + l iː r ə n
352	eː r s t ə			eː r s t ə
1939	v l uː r	f l ɔː r		
472	n iː z ə	s n iː z		n iː z ə n
2055	b l ɪ k s ə m			b l ɪ ts
1199	s l œy j ə r			ʃ l ai ə r
1097	t ə r ʉ x + k oː m ə	k ʌ m + b æ k		ts uː r ʏ k + k ɔ m ə n
-1888	m eː d iː s ɛɪ n	m ɛ d s ɪ n		
-2030		ʌ ŋ k l̩		ɔ ŋ k ə l
320		d aɪ		t oː t
877	w eː ɣ ə			v iː ɡ ə n
646	l ɔ ŋ	l ʌ ŋ		l ʊ ŋ ə
659	b oː d ə m	b ɔ t ə m		b oː d ə n
1133	v oː r ə	f ʌ r əʊ		f ʊ r x ə
1959	s l aː p ə	s l iː p		ʃ l aː f ə n
899	l ɑ d ə r	l æ d ə r		l ai t ə r
1586	w ɛ r k + t œy x			v ɛ r k + ts ɔy k
1828	s x œy m			ʃ au m
1047	b r ɔ n			b r ʊ n ə n
1272	r ɔ ɣ ə	r aɪ		r ɔ ɡ ə n
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
1293	w ɛ s t ə	w ɛ s t		v ɛ s t ə n
1191		b uː t	b ɔ t	
-1647	v ɛɪ x	f ɪ ɡ		f ai ɡ ə
1532	k n eː d ə	n iː d		k n eː t ə n
-2035		k ʌ z n̩		k uː z iː n ə
1851		f l əʊ		f l iː s ə n
467	d ʉ n	θ ɪ n		d ʏ n
1559	ɑ l ə	ɔː l		a l ə
376	d r ɪ ŋ k ə	d r ɪ ŋ k		t r ɪ ŋ k ə n
762	w ɔ l k			v ɔ l k ə
1542	b r aː k ə			ɛ r + b r ɛ x ə n
727	m ɑ n			m a n
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
612	b eː n			b ai n
2086	x eː v ə	ɡ ɪ v		ɡ eː b ə n
721			p ɛ ʀ	eː ə
1553	h uː s t ə			h ʊ s t ə n
-2290	s t ɔ f			ʃ t ɔ f
1642	x ɑu t	ɡ əʊ l d		ɡ ɔ l t
70	b øː k	b iː tʃ		b uː x ə
1065			t y	d uː
1681	d ɑ l			t aː l
1466	k l eː d ɪ ŋ	k l əʊ ð z		k l ai d ʊ ŋ
34	b oː n	b iː n		b oː n ə
1562	v eː l			f iː l
2016		f r aɪ	f ʀ i ʀ	
1565	m eː r	m ɔː r		m eː r
1222	aː n + s t eː k ə			a n + ʃ t ɛ k ə n
937	b ɔ r s t	b r ɛ s t		b r ʊ s t
657	h aː m ə r	h æ m ə r		h a m ə r
1696	w ɛ r p ə			v ɛ r f ə n
601	h ɑ n t	h æ n d		h a n t
684	t ɛɪ t			ts ai t
-588	p l ɑ t			p l a t
111	k ɪ n t			k ɪ n t
1194	w ɛɪ t	w aɪ d		
1606	h øː p	h ɪ p		h ʏ f t ə
1390	d ɪ ŋ	θ ɪ ŋ		d ɪ ŋ
2228	h ɑ l s			h a l s
1689		l ɪ f t	l ə v e	
