COGID	dutch	english	french	german
1469-1	z ɑ n t			
2047-1	z uː n h ə			
2054-1	d ɔ n d r			
1375-1	l ɛɪ k ə t			
760-1	w ɪ n t			
756-1	s n eː			
726-1	m ɔ d			
1351-1	x r ɑ n + p f d d			
1353-1	x r ɛɪ n + m ɔ d			
412-1	v ɑ oː iː ə r ɛɪ v aː d			
406-1	s ɔ iː n iː d + m m n			
1005-1	s t iː p + v aː d			
1012-1	s t iː v + m ɔ d			
1016-1	w ɪ d w			
1069-1	ɪ x			
509-1	v ɑ l ə			
693-1	m uː l + t			
2179-1	n eː s t			
1753-1	v ɪ s t			
1131-1	w ɔ l f			
1198-1	b ɑ r t			
2032-1	h ɔ n n			
2241-1	n aː z			
2244-1	l ɛɪ p			
610-1	k n n			
945-1	h ɛ r			
1534-1	l ɛɪ k ə			
384-1	z uː k ə			
1650-1	n ɔ s			
1663-1	z ɑ l t			
2279-1	l ɛɪ n ə			
471-1	z øː l ə			
1385-1	z aː t ə			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l ɑ ŋ			
867-1	h ɔ n d r r d			
1970-1	v l l			
1230-1	d r ʉ f k			
2017-1	n oː w			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h uː l ə l			
829-1	k l ɪ f			
1025-1	w ɑ t ə r			
1027-1	z ɛɪ			
1832-1	r oː f			
-1816-1	oː s aː			
-335-1	l ɛɪ x uː n			
1043-1	s t r oː m			
1469-2		s æ n		
2047-2		s uː l		
2054-2		d aʊ n d		
1375-2		l ɪ tʃ ɪ		
760-2		w ɪ n		
756-2		s n eɪ		
726-2		m ʌ d ə r		
1351-2		ɡ r aɪ + l l əʊ ð ə r		
1353-2		ɡ r aɪ + + m aʊ ð ə r		
412-2		s ɔː aɪ + r əʊ p əʊ ð		
406-2		s ɔː t + ə r ð		
1005-2		s t iː p l ə		
1012-2		s t ɪ p + m aʊ ð ə r		
1016-2		w ɪ d j		
1069-2		ɪ k		
509-2		f iː l		
693-2		m iː l l d n		
2179-2		n ɛ s t		
1753-2		f ɪ s t		
1131-2		w ɔ l f		
1198-2		b ɑː r		
2032-2		h ʌ k n		
2241-2		n ɔ s		
2244-2		l ɪ f		
610-2		k ɪ n		
945-2		h ɛ r t		
1534-2		l ɪ k		
384-2		s ʌ k		
1650-2		n ɔ t		
1663-2		s əʊ l		
2279-2		l aɪ n		
471-2		s iː		
1385-2		s iː d n̩		
792-2		r ɪ k		
1111-2		m ɑː s		
197-2		s ʌ d l̩		
2020-2		l æ ŋ		
867-2		h æ n d ə r		
1970-2		f ʊ l		
1230-2		d r ɪ d l̩		
2017-2		n eɪ v		
968-2		w ɛ l		
1674-2		l æ n d		
1671-2		h ʌ v l̩ l		
829-2		k l ɪ f		
1025-2		w eɪ t ə r		
1027-2		s eɪ		
1832-2		r ʌ		
-1816-2		ɔ s eɪ l ɪ		
-335-2		l eɪ l uː n		
1043-2		s d r ʌ m		
1469-3			ʃ ɑ̃ ɛ̃	
2047-3			ʃ j ɛ̃	
2054-3			t u ɛ̃ ʀ ʀ ʀ	
1375-3			l ə	
760-3			v ɑ̃ ɛ̃	
756-3			t ɔ ʀ k	
726-3			ʃ y t ʀ ʀ	
1351-3			b ʀ a t l b a l ʀ ʀ	
1353-3			b ʀ a l l j t ʀ ʀ	
412-3			p ɔ a ʀ ʀ l a t ʀ ʀ ʀ	
406-3			t ɔ t ɡ ʀ l a v o ʀ	
1005-3			t ɔ ɑ̃ t l b a e ʀ	
1012-3			t ɔ s f l v j t ʀ ʀ	
1016-3			v t t ʀ e	
1069-3			i k	
509-3			p l l e	
693-3			u l l ə t o	
2179-3			n y t ʀ	
1753-3			f ɑ̃ k	
1131-3			v t ə f	
1198-3			b u t	
2032-3			ʃ j ɛ̃	
2241-3			n y t	
2244-3			l ə p	
610-3			k ə	
945-3			ʃ j t	
1534-3			l y k	
384-3			ʃ y z e	
1650-3			n y t	
1663-3			ʃ ɔ	
2279-3			l ɑ̃ t e	
471-3			ʃ o z e	
1385-3			ʃ a ʀ	
792-3			e u k	
1111-3			ɛ y t i ʀ	
197-3			ʃ ɔ z e	
2020-3			l a	
867-3			ʃ j ɛ̃ t ʀ ʀ	
1970-3			p l k	
1230-3			ʀ y t i	
2017-3			n y o	
1469-4				z a n t ə
2047-4				ʃ ʊ n h n
2054-4				d ʊ n t ə r
1375-4				l ɪ x t ə
760-4				v ɪ n t
756-4				ʃ n + x
726-4				m uː t ə r
1351-4				ɡ r ai n + + b ai t r r
1353-4				ɡ r ai ɡ + m ʊ d ə r
412-4				f aː t ɡ ə r ai d ə l
406-4				ʃ oː t ɡ r ə ə d + l
1005-4				ʃ t aː f ə b ai t r r
1012-4				ʃ t iː f + m ʊ d ə r
1016-4				v ai t m ə h aː
1069-4				au k n
509-4				f a l n n
693-4				m uː l l ɛ z ə l
2179-4				z ɛ s t
1753-4				f ɪ s x ə
1131-4				v a l p
1198-4				b a r t ə
2032-4				h oː r n
2241-4				n au s
2244-4				l ɪ f ə
610-4				k ɪ x ə
945-4				h a r t
1534-4				l ɪ x ə n
384-4				z uː x ə n
1650-4				n au t
1663-4				z a l ts
2279-4				l ɪ n ɪ n
471-4				z aː ə ə
1385-4				z aː s ə ŋ
792-4				r ʊ k
1111-4				m aː s t
197-4				z uː d ə n
2020-4				l a ŋ
867-4				h ʊ n d ə r t
1970-4				f a l
1230-4				t ɛ r t x n
2017-4				n au v r
968-4				v ɛ r t l t
1674-4				l a n t
1671-4				h uː f ə l
829-4				k l ɪ f
1025-4				v a d ə r
1027-4				z iː
1832-4				r au f
-1816-4				a z t ə aː n
-335-4				l aː ɡ n n ə n
1043-4				ʃ t r ɔy m
