COGID	dutch	english	french	german
615	v ɪ ŋ ə r	f ɪ ŋ ɡ ə r		f ɪ ŋ ə r
320		d aɪ		t oː t
2177	h oː f t	h ɛ d		h au p t
2097		h əʊ		h a k ə
376	d r ɪ ŋ k ə	d r ɪ ŋ k		t r ɪ ŋ k ə n
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
576	z uː k ə	s iː k		z uː x ə n
308	d uː n	d uː		t uː n
431	k l ɪ ŋ k			k l ɪ ŋ k ə
1295	h aː v ə r			h aː f ə r
1760	r ɑ t	r æ t	ʀ a	
768	w eː r	w ɛ ð ə r		v ɛ t ə r
1368	s x aː d yː w	ʃ æ d əʊ		ʃ a t ə n
586	k r aː x			k r aː ɡ ə n
1648	s m eː d ə			ʃ m iː d ə n
1912	s t ɛ r k			ʃ t a r k
1051	v l iː ɣ ə	f l aɪ		f l iː ɡ ə n
2051	h eː m ə l			h ɪ m ə l
847	h oː x	h aɪ		h oː x
1848	r ʉ n t			r ɪ n t + f iː
2000	b l ɑ t			b l a t
1179	h uː t	h æ t		h uː t
314	d oː d ə			t ɶː t ə n
1343	k ɪ n t			k ɪ n t
525	z w ɛ l ɪ ŋ	s w ɛ l ɪ ŋ		ʃ v ɛ l ʊ ŋ
1586	w ɛ r k + t œy x			v ɛ r k + ts ɔy k
2156	v ə r + k ɑu t + h ɛɪ t	k əʊ l d		ɛ r + k ɛ l t + ʊ ŋ
-1161	l ɛɪ n	l aɪ n		
2147	x ɑ n s	ɡ uː s		ɡ a n s
899	l ɑ d ə r	l æ d ə r		l ai t ə r
393	k ɑu w ə			k au ə n
624	s p ɪ n ə	s p ɪ n		ʃ p ɪ n ə n
635	v ɛ r v ə			f ɛ r b ə n
268	d ɛɪ	θ aɪ		
588	v l ɑ k		p l a	f l a x
1851		f l əʊ		f l iː s ə n
1617	s x ʉ p			ʃ ʊ p ə
240	v ə r + k oː p ə			f ɛ r + k au f ə n
628	s p ɪ n d ə l	s p ɪ n d l̩		ʃ p ɪ n d ə l
2199	k ɑ l f	k ɑː f		k a l p
1439	z ɛ n d ə	s ɛ n d		
