COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e									
56-1	o m e									
96-1	a t a tʃ									
99-1	a t i t a n									
114-1	t o k tʃ									
115-1	o o tʃ									
133-1	t i p a r tʃ tʃ									
144-1	w t a w tʃ i									
150-1	k a w									
234-1	k o m									
236-1	p i k o n									
241-1	a w i n									
249-1	i tʃ e ʔ									
1-1	w a z a									
2-1	w o m									
65-1	i w									
74-1	p a n a									
106-1	t o n i i									
128-1	p o k									
147-1	t i m i tʃ									
231-1	p a n a w o									
232-1	a i i									
239-1	n a m a k a n									
266-1	i t i m									
51-1	o w e ʔ									
97-1	m a p a n									
109-1	o p i i i tʃ									
121-1	k a p i j a k tʃ ʔ									
149-1	t o k									
160-1	k i r i k									
163-1	o p e n									
167-1	p a									
207-1	m i									
259-1	t o w									
66-1	k a r a k a w									
134-1	n i p a t									
139-1	m o n o tʃ i									
142-1	a p t a m a									
145-1	k a t a t i tʃ i									
148-1	t a r w w i									
162-1	i n i n									
166-1	i m i									
179-1	t a									
201-1	p i									
21-1	t a w									
24-1	t o t o a									
52-2		t t e								
56-2		o m e								
96-2		a t a e i								
99-2		a t i j o n								
114-2		t o k i s i								
115-2		o e i s s								
133-2		t i p r e s s i								
144-2		a r a w a s i								
150-2		k a w								
234-2		k o m								
236-2		p e k e n								
241-2		a w i n								
249-2		i s e								
74-2		p a n a								
93-2		t o p a r i s i								
95-2		w i k i s								
106-2		t o n e n l								
119-2		i j t t i s i								
128-2		p o k s i								
147-2		t e k o s i								
231-2		p a n a w								
232-2		p i p j e								
239-2		n a m a k a n								
266-2		i e i m								
51-2		i w i								
55-2		i k a m								
97-2		k a p o n								
121-2		k a p a j a i s s								
163-2		e p e n								
167-2		p a								
259-2		t u w a								
66-2		k a r a k a w								
112-2		t r a i n e s i								
116-2		t o p a k a s i								
125-2		k a t i m a s i								
135-2		t i k i e								
139-2		e e i e e i								
142-2		p a t r m m s								
148-2		t r w a k i s								
162-2		i n i n								
166-2		i m i								
179-2		t a								
52-3			i tʃ a							
56-3			u a a							
96-3			a a a a							
99-3			a i i a o							
114-3			tʃ o k i a i							
