COGID	dutch	english	french	german
1469-1	z ɑ n t			
2047-1	z oː n			
2054-1	d ɔ n d r			
1375-1	l ɛɪ x t			
760-1	w ɪ n t			
756-1	s n aː			
726-1	m oː d ə r			
1351-1	x r ɛɪ s + p aː t ə r			
1353-1	x r ɛɪ n + m oː d ə r			
412-1	s ɑ eː ɣ ə r + p aː l ə r			
406-1	s w eː ɣ r r + m r d ə r			
1005-1	s t œy p + v ɑ t ə r			
1012-1	s t iː p + m oː d ə r			
1016-1	w ɪ d w ə r			
1069-1	ɪ x			
509-1	v ɔ l ə			
693-1	m uː ʉ +			
2179-1	n eː s t			
1753-1	v ɪ s x			
1131-1	w ɔ l f			
1198-1	b ɑ r t			
2032-1	h oː r			
2241-1	n aː z			
2244-1	l ɪ p			
610-1	k oː iː			
945-1	h ɛ r t			
1534-1	l ɛ k ə			
384-1	z oː ɣ ə			
1650-1	n oː t			
1663-1	z ɑ l t			
2279-1	l ɛɪ n ə			
471-1	z ɛɪ ə			
1385-1	z ɑ t			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l ɑ ŋ			
867-1	h oː n d ə r d			
1970-1	v ɔ l			
1230-1	d r ɪ ŋ			
2017-1	n oː x			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h iː ɣ ə l			
829-1	k l ɪ p			
1025-1	w ɑ s ə r			
1027-1	z ɛɪ			
1832-1	r ɔ p			
-1816-1	oː z aː aː			
-335-1	l ɑ ɣ uː n			
1043-1	s t r ɔ m			
423-1	s t eː n			
2049-1	m ʉ n			
2062-1	s t uː r			
2065-1	r aː n ə ɣ aː + oː ɣ ə			
1368-1	s ɑ d ə			
1365-1	d øː ɛɪ			
754-1	r aː n ə			
768-1	w ɛ t ə r			
1211-1	v ɛɪ ə r			
106-1	m ɑ n			
-98-1	b aː v ɪ			
719-1	v ɑ t ə r			
1341-1	z oː n			
-2027-1	d ɑ n t			
-2026-1	n eː v ə uː			
409-1	s w ɛɪ ɣ ə r + z oː n			
402-1	d w eː ɣ r r ɛɪ n + x t ə			
1014-1	s t iː p + d ɔ x t ə			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	s x iː r			
2194-1	ɔ x s			
2199-1	k ɑ l f			
2197-1	s aː p			
1523-1	z ɑu			
1521-1	b ɔ k			
512-1	m eː r aː			
2141-1	h uː n			
2147-1	x ɑ n t			
814-1	k r ɔ			
810-1	d oː v ə			
1755-1	h ɔ n t			
1758-1	m eː s			
1760-1	r ɑ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l ɑ s			
1307-1	n ɪ t			
1305-1	v l ɛɪ			
711-1	w ɛ s p			
1442-1	v l ɛɪ ɣ			
62-1	m ʉ k			
-73-1	m ɔ s k ɛɪ t oː			
1810-1	h oː d			
1805-1	v l eː s			
1813-1	h aː r r			
1811-1	b l uː t			
690-1	r ʉ p			
2177-1	h ɛ p			
246-1	ɛɪ ɣ ə r + b r ɑu			
249-1	œy x ə ɛɪ d l iː t			
1506-1	n aː z ə r + l k			
2242-1	m ɔ n			
2245-1	t oː ŋ			
1196-1	d ɑ k ə			
2174-1	s x l d ə r			
575-1	ɑ eː t ə l + h ɑu l			
603-1	ɛ l ə n aː + oː ɣ ə			
601-1	h ɑ n t			
615-1	v ɪ ŋ k r r			
901-1	k l ɛɪ			
608-1	v ɛ t			
596-1	t aː			
937-1	b r ɔ s t			
936-1	n aː v ə l			
646-1	l oː ŋ			
947-1	l eː v ə r			
1606-1	h ʉ p ə			
472-1	z iː z ə			
1535-1	s w ɛ t ə			
1546-1	s p ɪ k ə			
1959-1	s l aː p ə			
694-1	s n ɑ r ə			
1961-1	d r ɛɪ m ə			
323-1	l aː v ə			
1885-1	x r ɑ p			
2156-1	k r + k l t + ŋ			
1903-1	w ɔ n d			
525-1	s w ɛ l ɪ ŋ			
276-1	l ɑ m			
274-1	d œy p			
278-1	b l ɪ n t			
258-1	b r + ŋ k ɔ ŋ k ə			
256-1	n ɑ k s t			
383-1	eː t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	oː v ə			
2003-1	k eː t ə l			
2024-1	p ɑ n			
1321-1	k oː p			
1976-1	t ɑ ŋ			
1243-1	m aː l t ɛɪ d			
1265-1	p iː l			
1261-1	z iː v ə			
655-1	b r ɔ t			
650-1	d eː k			
1532-1	k aː eː t ə			
-36-1	z oː p			
34-1	b oː n			
-1647-1	v ɪ ɣ			
1469-2		s ɑː n d		
2047-2		s ʌ n		
2054-2		d ɔː n d r		
1375-2		l aɪ tʃ t		
760-2		w aɪ n d		
756-2		s n eɪ		
726-2		m ʌ d ə r		
1351-2		ɡ r ɔ t + f ɑː d ə r		
1353-2		ɡ r ɔ t + m ʌ d ə r		
412-2		s uː + d ə r eɪ d ɔː		
406-2		s uː əʊ n ə m + m ə		
1005-2		s t iː p f əʊ d		
1012-2		s t iː p ə m ʌ d ə r		
1016-2		w iː d l̩		
1069-2		ɪ k		
509-2		f ɔː l		
693-2		m ɔː l əʊ d s		
2179-2		n ɛ s t		
1753-2		f aɪ s		
1131-2		w ʊ l f		
1198-2		b ɔː r t		
2032-2		h ʌ r n		
2241-2		n ɔː s		
2244-2		l iː p		
610-2		k n s		
945-2		h ɑː k t		
1534-2		l ɪ k		
384-2		s ʌ l		
1650-2		n ɔ t		
1663-2		s ɑː l		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s ɛ d		
792-2		j ɪ k		
1111-2		m ɑː s t		
197-2		s ʌ d		
2020-2		l æ ŋ		
867-2		h ʌ n d l̩ r t		
1970-2		f ɔː l		
1230-2		d r ɪ d		
2017-2		n iː w		
968-2		w ɛ l		
1674-2		l ɑː n d		
1671-2		h iː v l̩ l		
829-2		k l ɪ p		
1025-2		w ɛ t ə r		
1027-2		s eɪ		
1832-2		r aʊ w		
-1816-2		ɔ t eɪ ð ə		
-335-2		l əʊ l uː n		
1043-2		s t r aɪ m		
423-2		s t aɪ n		
2049-2		m ɔː n d		
2062-2		s t ɔː r m		
2065-2		r eɪ l m + b ɔː		
1368-2		s æ əʊ d w		
1365-2		d ɔː w		
754-2		r eɪ d		
768-2		w ɛ d		
1211-2		f ɔː r r		
106-2		m ɑː n		
-98-2		b iː b s		
719-2		f iː d ə r		
1341-2		s ʌ n		
-2027-2		d ɑː n d		
-2026-2		n iː f		
409-2		s uː əʊ n ə r ʌ n n̩		
402-2		s uː əʊ n ə r ɔː t t		
1014-2		s d iː v + d ɔː t l̩ r		
1059-2		w aɪ r		
120-2		s t ɑː l		
2194-2		ɔ s		
2199-2		k ɑː l p		
2197-2		ʃ ɑː v p		
1523-2		s ʌ tʃ		
512-2		m ɔː r		
2141-2		h æ n		
2147-2		ɡ æ n s		
814-2		k r eɪ		
810-2		d iː v		
1758-2		m ɔː s		
1760-2		r ɑː k		
1620-2		f aɪ n		
1282-2		w ɑː l v ɪ s		
1136-2		f ɔ s		
1309-2		l iː s		
1307-2		n ɛ t		
1305-2		f l aɪ		
711-2		w ɛ s p		
1442-2		f l iː		
62-2		m ɪ dʒ		
-73-2		m ɪ s k ɪ d		
1810-2		h æ t		
1805-2		f l aɪ s		
1813-2		h ɑː r		
1811-2		b l æ t		
690-2		r ɪ p		
2177-2		h iː p t		
246-2		w æ ŋ ə + b r aʊ		
249-2		h əʊ ɪ l		
1506-2		n ɔː s f l aɪ æ		
2242-2		m ʌ n d		
2245-2		t ʌ ŋ		
2174-2		s ʌ æ d ə r		
603-2		ɛ l b ɔː ɔː		
601-2		h ɑː n d		
615-2		f ɪ ŋ ə r		
901-2		k l əʊ		
608-2		f uː t		
596-2		t ɛ n		
937-2		b ɔː r s t		
936-2		n eɪ v l̩ l		
646-2		l aɪ ŋ		
947-2		l iː v ə r		
1606-2		h iː p		
472-2		n iː z		
1535-2		s w ɛ t		
1546-2		s p + l		
1959-2		s l eɪ p		
694-2		s n ɔː r k		
1961-2		d r aɪ m		
323-2		l iː v		
1885-2		ɡ r ɑː p		
2156-2		f r r k k l d + əʊ æ		
1903-2		w aɪ n d		
525-2		s w ɛ l ɪ ŋ		
276-2		l æ m		
274-2		d iː p		
278-2		b l ɪ n d		
258-2		b r ɪ ŋ k ŋ k		
256-2		n eɪ k t		
383-2		ɛ t		
207-2		r aɪ p		
376-2		d r ɪ ŋ k		
2014-2		r aɪ s d		
2009-2		s v		
2003-2		k ɛ t l̩ l		
2024-2		p ɑː n		
1321-2		k ɔ p		
1976-2		t æ ŋ		
1243-2		m ɔː l əʊ ɪ d		
1265-2		p iː l		
1261-2		s ɪ v		
655-2		b r ɔ t		
650-2		θ aɪ tʃ		
1532-2		k n eɪ d		
-36-2		s ʌ p		
34-2		b ʌ n		
-1647-2		f aɪ l		
1469-3			ʃ o z t	
2047-3			ʃ o z	
2054-3			t y ɡ t y ʀ	
1375-3			ʀ a ʀ	
760-3			v i a	
756-3			p ɛ s ʀ	
726-3			e y t b ʀ i	
1351-3			b ʀ i ɛ s p ɡ b ʀ i	
1353-3			b ʀ i ɛ s y y t b ʀ i	
412-3			p o a ɡ ʀ i ɛ ʀ ɡ i ʀ	
406-3			ʀ ɛ a ɡ ʀ i k i ʀ i ʀ	
1005-3			ʀ ɛ s l p a ʀ ɛ ʀ	
1012-3			ʀ ɛ s ɛ a e y t b ʀ i	
1016-3			v i t y ɛ ʀ i	
1069-3			i ʀ	
509-3			p l a	
693-3			e o a a b e	
2179-3			ʀ o ʀ ɛ	
1753-3			p l a	
1131-3			v a ɡ b l	
1198-3			b ɔ ʀ i	
2032-3			v a ɡ	
2241-3			v o ʃ	
2244-3			ʀ a l	
610-3			ʀ ʀ b	
945-3			v o ʀ i	
1534-3			ʀ i k	
384-3			ʃ o ɡ	
1650-3			ʀ ʀ ɛ	
1663-3			ʃ o z a	
2279-3			ʀ a ʀ ʀ	
471-3			ʃ o z	
1385-3			ʃ o ɛ ʀ	
792-3			e a	
1111-3			ʃ o ʀ ɛ	
197-3			ʃ o t	
2020-3			ʃ a	
867-3			v o t y ʀ i	
1970-3			p l a	
1230-3			t y i t	
2017-3			ʀ y	
2183-3			ʀ ɛ b ʀ i	
1521-3			b a	
1755-3			v o z	
1760-3			ʀ i	
1196-3			ʃ o z	
575-3			p a p ɛ a a	
2014-3			ʀ i ʀ ɛ	
1321-3			k i ʃ ʀ	
1265-3			p o a b	
1469-4				z a n t
2047-4				z ʊ n
2054-4				d ʊ n t ə r
1375-4				l ɪ x t n
760-4				v ɪ n t
756-4				ʃ n ai ə
726-4				m uː d ə r
1351-4				ɡ r ɔ t + b aː t ə r
1353-4				ɡ r ɔ t + m yː d ə r
412-4				ʃ a s n + b aː t ə r
406-4				ʃ uː d n + m uː t ə r
1005-4				ʃ t iː + b aː t ə r
1012-4				ʃ t iː f + m yː d ə r
1016-4				v ai t m ə n +
1069-4				ɪ x
509-4				f a l ə n
693-4				m uː l + ai
2179-4				v ɛ s t
1753-4				f ɪ s
1131-4				v ɔ l f
1198-4				b eː r t
2032-4				h oː r n
2241-4				n uː s
2244-4				l ɪ p
610-4				k ɪ iː
945-4				h a r t
1534-4				l ɪ x ə n
384-4				z uː ɡ ə n
1650-4				n oː t
1663-4				z ɛ l ts
2279-4				l ɪ n ə n
471-4				z eː ə
1385-4				z aː t
792-4				v ʏ k
1111-4				m a s t
197-4				z uː d ə
2020-4				l a ŋ
867-4				h oː n t ə n t
1970-4				f ɔ l
1230-4				d ɛ r t ə n
2017-4				n iː v
968-4				v ɛ r ə l t
