COGID	dutch	english	french	german
790	b r ʉ x	b r ɪ dʒ		b r ʏ k ə
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
436	h ɑu t			h ɔ l ts
347	t w eː d ə			ts v ai t ə
1066	j ɛɪ	j uː		
30	l ɛɪ m			l ai m
762	w ɔ l k			v ɔ l k ə
293	d ɑ k			d a x
1577	ɔ p + h ɑ ŋ ə	h æ ŋ		au f + h ɛ ŋ ə n
162	aː d ə l aː r			aː d l ə r
1002	k l ɛɪ	k l eɪ		
1872	w ɑ ŋ			v a ŋ ə
993	x l ɑ s	ɡ l ɑː s		ɡ l aː s
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
-2	t ɛ n t	t ɛ n t		
-1041	r iː v iː r	r ɪ v ə r		
184	b ə + t aː l ə			b ə + ts aː l ə n
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
1191		b uː t	b ɔ t	
2127	d r aː j ə			d r eː ə n
1669	b ɛ r x			b ɛ r k
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
1921	s l aː n			ʃ l aː ɡ ə n
122	d iː r			t iː r
311	l ɛɪ k			l ai x + n aː m
52	b ɑ k + s t eː n			b a k + ʃ t ai n
2216	v l øː ɣ ə l			f l yː ɡ ə l
-134	d ɑ n s ə	d ɑː n s		t a n ts ə n
2275	b eː l t + h ɑu w ə r			b ɪ l t + h au ə r
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
308	d uː n	d uː		t uː n
798		s n eɪ l		ʃ n ɛ k ə
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
1638	k oː p ə r	k ɔ p ə r		
931	k aː r s			k eː r ts ə
776	v ə r + d eː l ə			t ai l ə n
2091	b ə + w aː r ə			b ə + v aː r ə n
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
1968	h ɛ l f t	h ɑː f		h ɛ l f t ə
816	l oː n			l oː n
1518	s p ɪ ts			ʃ p ɪ ts ə
133	x aː n	ɡ əʊ		
2210	s t eː k ə			ɛ r + ʃ t ɛ x ə n
