COGID	dutch	english	french	german
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
1918	d oː r + s n ɛɪ d ə			ʃ n ai d ə n
1447	b oː m			b au m
1851		f l əʊ		f l iː s ə n
347	t w eː d ə			ts v ai t ə
1397	h ɑu d ə			b ə + h a l t ə n
-306	p ɔ s t	p əʊ s t		
2210	s t eː k ə			ɛ r + ʃ t ɛ x ə n
-1161	l ɛɪ n	l aɪ n		
758	l ʉ x t			l ʊ f t
1194	w ɛɪ t	w aɪ d		
877	w eː ɣ ə			v iː ɡ ə n
1254	h aː r t			h eː r t
1408	n eː m ə			n eː m ə n
1681	d ɑ l			t aː l
677	t ɛ l ə			ts ɛː l ə n
303	w ɛ r k	w ɜː k		
2055	b l ɪ k s ə m			b l ɪ ts
108	m ɛɪ s j ə			m ɛː t x ə n
2111	x r aː v ə			ɡ r aː b ə n
837	b l ɛɪ v ə			b l ai b ə n
-1158	b ɑ l	b ɔː l		
1651	z ɑ l f			z a l b ə
287	t ɑu w			t au
716		b ɑː k		b ɔ r k ə
1002	k l ɛɪ	k l eɪ		
1972	d eː l			t ai l
-588	p l ɑ t			p l a t
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
393	k ɑu w ə			k au ə n
1333		n ɪ ə r		n aː ə
27	v l eː s			f l ai ʃ
300		f əʊ l d		f a l t ə n
642	b ɑu w ə			b au ə n
451	h ɔ ŋ ə r s + n oː t			h ʊ ŋ ə r s + n oː t
127	v eː			v iː
1828	s x œy m			ʃ au m
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
1872	w ɑ ŋ			v a ŋ ə
-1041	r iː v iː r	r ɪ v ə r		
1439	z ɛ n d ə	s ɛ n d		
2253	k ɛ r v ə	k ɑː v		
919	s t uː l			ʃ t uː l
162	aː d ə l aː r			aː d l ə r
1472	m ɔ d ə r	m ʌ d		
1912	s t ɛ r k			ʃ t a r k
6011	j ʉ l iː		e t a b l	
133	x aː n	ɡ əʊ		
736	v r ɑu w			f r au
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
2219	v ə r + z aː m ə l ə			z a m ə l n
184	b ə + t aː l ə			b ə + ts aː l ə n
1181	m ʉ ts			m ʏ ts ə
586	k r aː x			k r aː ɡ ə n
1038			v a ɡ	v oː ɡ ə
514	h ɛ ŋ s t			h ɛ ŋ s t
630	v ɑ ŋ ə			f a ŋ ə n
2016		f r aɪ	f ʀ i ʀ	
2159	k r ɔ p			k r ɔ pf
1939	v l uː r	f l ɔː r		
528	j øː k			j ʊ k ə n
243	d yː r			t ɔy ə r
1562	v eː l			f iː l
762	w ɔ l k			v ɔ l k ə
1024	aː d ə r			aː d ə r
652	t ɪ m ə r + m ɑ n			ts ɪ m ə r + m a n
1696	w ɛ r p ə			v ɛ r f ə n
3	h ɔ f			h oː f
320		d aɪ		t oː t
-1723		ɡ ɑː d n̩		ɡ aː r t ə n
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
337	k aː p	k eɪ p		
20	k l ɛɪ n			k l ai n
100	v r ɑu w			f r au
798		s n eɪ l		ʃ n ɛ k ə
169	r ɛɪ ɣ ə r			r ai ə r
1892	x ɪ f			ɡ ɪ f t
2094		ʃ ʌ v l̩		ʃ au f ə l
159	h aː v ɪ k			h aː b ɪ x t
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
1193	b r eː t			b r ai t
685		t aɪ m	t ɑ̃	
2166	b ɔ r s t ə l			b ʏ r s t ə
2216	v l øː ɣ ə l			f l yː ɡ ə l
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
-2270	r ɛ s t ə			r ɛ s t
1020		s w ɔ m p		z ʊ m pf
-1021	m uː r ɑ s			m oː r a s t
2097		h əʊ		h a k ə
2000	b l ɑ t			b l a t
2127	d r aː j ə			d r eː ə n
352	eː r s t ə			eː r s t ə
638	m aː l ə			m aː l ə n
330	z w ɑ ŋ ə r			ʃ v a ŋ ə r
122	d iː r			t iː r
-445		f æ m ə l ɪ		f a m iː l iː ə
1799	k n oː p			k n ɔ pf
1343	k ɪ n t			k ɪ n t
1865	x ə + z ɪ x t			g e + z ɪ x t
436	h ɑu t			h ɔ l ts
612	b eː n			b ai n
293	d ɑ k			d a x
1237	ɛ ŋ k ə l	æ ŋ k l̩		
635	v ɛ r v ə			f ɛ r b ə n
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
1267	n iː r			n iː r ə
1669	b ɛ r x			b ɛ r k
885	d eː l ə			au s + t ai l ə n
1389			ʃ o z	z a x ə
2125	w ɪ k ə l ə			v ɪ k ə l n
864		s aɪ d		z ai t ə
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
2051	h eː m ə l			h ɪ m ə l
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
319	s t ɛ r v ə			ʃ t ɛ r b ə n
1530	k oː n ɛɪ n			k a n iː n + x ə n
684	t ɛɪ t			ts ai t
727	m ɑ n			m a n
1300	x ɛ r s t			ɡ ɛ r s t ə
1556	x eː w ə			ɡ a f ə n
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
1644	x iː t ə			ɡ iː s ə n
260	m uː			m yː d ə
566	k l ɪ m ə	k l aɪ m		
305	p aː l			pf aː l
2107	h ɑ r k			h a r k ə
296	b œy ɣ ə			b ɔy ɡ ə n
1568	w ɛɪ n ə x			v eː n ɪ x
838		s t eɪ	ʀ ɛ s t e	
7	w oː n ə			v oː n ə n
30	l ɛɪ m			l ai m
-1888	m eː d iː s ɛɪ n	m ɛ d s ɪ n		
1617	s x ʉ p			ʃ ʊ p ə
1586	w ɛ r k + t œy x			v ɛ r k + ts ɔy k
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
