COGID	dutch	english	french	german
1469-1	z ɑ n d			
2047-1	z oː n			
2054-1	d oː n d r r			
1375-1	l ɪ x			
760-1	w ɪ n t			
756-1	s n eː			
726-1	m oː d ə r			
1351-1	x r ɛɪ n d t aː d ə r			
1353-1	x r ɛɪ n + m eː d ə r			
412-1	z w eː ɣ ə r ɛɪ n aː d ə r			
406-1	z w eː ɣ r r ɛɪ m n d ə r			
1005-1	s t eː p + v aː d ə r			
1012-1	s t iː p + m eː d ə r			
1016-1	w ɛɪ d w ə r			
1069-1	r k			
509-1	v ɔ l ə			
693-1	m uː l l d			
2179-1	n ɛ s t			
1753-1	v ʉ s			
1131-1	w ɔ l f			
1198-1	b aː r t			
2032-1	h ɔ r			
2241-1	n aː z			
2244-1	l ɪ p			
610-1	k n iː			
945-1	h ɛ r			
1534-1	l ɛ k ə			
384-1	z oː ɣ ə			
1650-1	n ɔ t			
1663-1	z ɑ l t			
2279-1	l ɛɪ n ə			
471-1	z ə ə			
1385-1	z aː d			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l ɑ ŋ			
867-1	h oː n d ə r t			
1970-1	v ɔ l			
1230-1	d r ʉ d			
2017-1	n oː ɛɪ			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h iː l ə l			
829-1	k l ɛɪ v			
1025-1	w ɑ t ə r			
1027-1	z ɛɪ			
1832-1	r oː w			
-1816-1	b t aː aː			
-335-1	l ɑ ɣ ɛɪ n			
1043-1	s t r oː m			
423-1	s t eː n			
2049-1	m ɛɪ n			
2062-1	s t ɛ r m			
2065-1	r aː n ə d + b oː ɣ			
1368-1	s oː t ə			
1365-1	d oː w			
754-1	r aː n ə			
768-1	w ɛ t ə r			
1211-1	v ɛɪ r r			
106-1	m ɑ n			
-98-1	b eː v iː			
719-1	v aː d ə r			
1341-1	z oː n			
-2027-1	d ɑ n d			
-2026-1	n eː v ə			
409-1	z w eː ɣ ə r + z oː n			
402-1	z w iː ɣ ə r ɛɪ n ɔ x t ə r			
1014-1	s t eː p + d ɔ x t ə r			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	s t iː r			
2194-1	k k t			
2199-1	k ɑ l			
2197-1	s aː p			
1523-1	z ɑu w			
1521-1	b ɔ k			
512-1	m uː r aː			
2141-1	h oː n			
2147-1	x ɑ n t			
814-1	k r ɛɪ			
810-1	d oː v ə			
1755-1	h ɔ n t			
1758-1	m uː t			
1760-1	r ɔ t			
