COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	l a n a									
1285-1	n a a									
1303-1	s ɔ m a a									
2197-1	s a a l a									
2828-1	s i n a									
3572-1	s ɔ n i i									
1095-1	l i m a									
1755-1	n ɛ									
1789-1	k a l l á g l a									
3207-1	β ʊ l a									
3519-1	t ʊ m a									
3686-1	i m m a a a									
4249-1	k u m i i									
4451-1	β i s i									
448-1	s i n i									
630-1	β ɛ ɛ ɛ ɛ									
814-1	g ɔ ɔ m b									
1216-1	g a β a									
1228-1	β j a a									
1418-1	s i m a									
1475-1	g j a									
2026-1	t ɛ ɛ									
2775-1	β ʊ m m b a									
3397-1	β ɔ l a									
3826-1	s ɔ k a									
4003-1	i i a a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i i ɔ									
84-1	s u β ʊ ʊ									
116-1	k i i a									
181-1	g ɔ ɔ ɔ ɔ ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ ɔ ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i i a									
1159-1	n a a									
1350-1	l j a									
1374-1	n a a n									
1396-1	s ɔ β ʊ ʊ									
1430-1	i i ɔ ɔ									
1666-1	s a m ɔ ɔ									
1767-1	k ɔ k ɔ									
1906-1	i i g i l a									
2177-1	m g a h i i									
2286-1	l a									
2317-1	β u β a a									
2419-1	s i k a									
2750-1	i ɛ z i									
3018-1	z i i a a									
3275-1	k a a a									
3441-1	s a m h l a									
3464-1	β ɔ n a									
3639-1	t ɛ ɛ ɛ m a l									
3885-1	s ʊ ɔ ɔ									
3981-1	i m m a									
4192-1	β i m m a a									
4260-1	s j a a									
4350-1	l ɛ ɛ l ɔ									
43-1	s i i m ʊ									
93-1	k ɔ l ɔ									
200-1	β i									
374-1	l a a a a									
459-1	l ʊ m a									
508-1	p ɔ l ʊ									
528-1	β i l i									
575-1	t a a									
871-1	s a m a a									
1137-1	s i k ʊ									
1339-1	t w i i									
1585-1	l a l a									
1712-1	β ʊ l ɔ									
1872-1	p a									
2088-1	β i s a									
2166-1	ʊ ʊ m m a									
2334-1	β i g ɔ									
2393-1	m a n z a									
2537-1	ɔ ɔ ɔ ɔ									
2665-1	i i k i i									
2738-1	β ɛ ɛ ɛ ɛ									
2872-1	k ɔ s z i									
2893-1	z i k ʊ									
2997-1	g a a á z									
3075-1	g ʊ ʊ ʊ β ɛ									
3675-1	l ɛ ɛ s ɛ ɛ									
4028-1	β ɛ ɛ ɛ									
4137-1	m i l a									
4238-1	s ɔ ɔ z i									
4316-1	t a t t ʊ									
4429-1	k a l a									
4440-1	β i i i									
4485-1	s i									
4574-1	β a a a l a									
4688-1	k ɛ w									
143-1	β ʊ ʊ									
240-1	ɔ ɔ l a									
388-1	p a a m a									
401-1	k a									
599-1	t a a m b i i									
649-1	l ɛ ɛ d a									
755-1	g ʊ l l									
836-1	s ʊ u m i i									
969-1	s z a									
994-1	s ɛ l ɔ k a									
1006-1	u u i u ʊ ʊ									
1032-1	k ɔ l ɔ l a									
1043-1	β a l l a									
1110-1	t ɛ m a									
1263-1	t a p a									
1273-1	l ɔ ɔ t a									
1329-1	i i a l a									
1362-1	g i									
1606-1	ɔ ɔ ɔ ɔ									
1617-1	z i k ɔ									
1629-1	k w i i i									
1744-1	i β a a									
1895-1	k a									
1917-1	l ʊ m a									
1969-1	m a m a									
1989-1	s a g l									
2037-1	k k d t a									
2128-1	s u m b ɛ									
2186-1	g a a a									
2483-1	g ʊ ʊ ʊ									
2592-1	l ɔ l a									
2615-1	n a a									
2700-1	g a t d a									
2784-1	g ʊ l ʊ									
2797-1	ɔ ɔ ɔ ɔ									
2884-1	p j j a									
2904-1	g ɛ ɛ n d a									
2972-1	s ɛ ɛ									
3030-1	l i i a									
3148-1	i t a									
3160-1	β ʊ l a									
3261-1	t ɛ ɛ ɛ ɛ									
3364-1	s ɔ ɔ a									
2689-2		n a m a								
893-2		n a a a								
1303-2		n o m a								
2197-2		s a l a								
2828-2		s i a a								
3572-2		s o o i								
1095-2		l i m a								
1789-2		k a g a g a a a								
3207-2		w u l a								
3519-2		t u m a								
3686-2		i m m a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n oː i								
630-2		v e e d e								
814-2		k o m m b e								
1216-2		g u v a								
1228-2		v d a								
1418-2		s i m a								
1475-2		v o a								
2026-2		t e e								
3826-2		o o o a								
4003-2		i v a a								
4373-2		l i m i								
4384-2		i oː o o								
84-2		u u u u u								
116-2		v i k a								
419-2		l o l								
587-2		o o ŋ g o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i v a								
1159-2		ɲ a								
1350-2		l j a								
1374-2		n n a a e								
1906-2		i o ŋ i a a								
2419-2		s e k a								
2750-2		e e i								
3441-2		s e e ŋ g								
3464-2		v o n a								
3639-2		b e e e m a								
3981-2		i m m a								
4192-2		v i m m b								
4350-2		l e e l o o								
278-2		v a a								
3971-2		k a m a								
55-2		l a m								
43-2		s e m u								
93-2		k o n o								
459-2		l u m a								
1137-2		s i k u a								
1585-2		a a a a								
1872-2		p a								
2166-2		u u m b a a								
2872-2		k o s i								
2997-2		n a a a a								
3075-2		w u u u v e								
3675-2		l o iː t l e								
4137-2		m i g a								
4238-2		s e s o								
4316-2		t a t u								
4574-2		w j a a l a								
3067-2		n t u u								
3531-2		a a i oː g a								
1033-2		w o o o o l a								
3185-2		v i k a a								
794-2		v u ŋ g a								
143-2		w u u								
240-2		g o								
388-2		l u m a								
599-2		t a a m b								
969-2		s a								
994-2		s e e l a a								
1606-2		o o o o								
1629-2		k o i								
1895-2		v a								
2592-2		l o l								
2884-2		p j a								
3148-2		iː t a								
3261-2		t e t e								
2689-3			a a m a							
893-3			a a n a							
1285-3			l w a							
1303-3			k o m a							
2197-3			s a l a							
2828-3			s i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			s e a							
1789-3			x a l a g a a							
3207-3			f u l a							
3519-3			tʰ u m a							
3686-3			i m a a							
4249-3			x u m i							
4451-3			s i s i							
448-3			u o i i							
630-3			β e e e e							
1216-3			a a a a							
1228-3			β j a							
1418-3			s i m a							
1475-3			k a a							
3397-3			β o l a							
4003-3			i a a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i n o							
181-3			l o s o o							
419-3			l o k a							
587-3			o o k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			a a a n a							
1396-3			s o f u							
1666-3			r a n o							
1767-3			x o x o							
1906-3			i u k i l a							
2177-3			ŋ k a s							
2286-3			l a							
2317-3			f u β a							
2750-3			u s i							
3275-3			x a a n a							
3464-3			l o a a							
3639-3			tʰ e r e m a l							
3981-3			tʰ m a							
4192-3			s i e m b							
4260-3			s ìì a							
4350-3			l e i l o							
278-3			l a							
745-3			tʰ a x o							
3971-3			x a m a							
93-3			x o n o							
200-3			β i							
374-3			a a l a a							
508-3			tʰ o f u u							
528-3			β i l i							
1137-3			s i k u u							
1585-3			a a a							
1712-3			f u l o							
2088-3			b i s a							
2334-3			s i k o							
2393-3			m a n a							
2665-3			i i g i							
2738-3			β e e e e							
3675-3			l e e l e							
4137-3			m i l a							
4440-3			b i l i							
4574-3			a a a a a							
4688-3			s e dʒ k e							
2798-3			n e a							
3067-3			tʰ u u							
3531-3			a a d x a							
3767-3			l o							
4632-3			s a s i							
401-3			a a							
649-3			l e e r a							
755-3			k u l a							
1032-3			x o l o l a							
1043-3			β a l a							
1273-3			l o o r a							
1362-3			s i i							
1895-3			k a							
2615-3			l a							
2784-3			k u l o							
2904-3			k e e n a a							
2689-4				s a a a						
893-4				k ɔ a						
1285-4				b dʒ a						
3572-4				s ɔ n i						
1755-4				b ɔ						
1789-4				k o l a a g a						
3686-4				b w a a						
4451-4				b i s i						
1216-4				k o b a						
4003-4				b b a						
419-4				l ɔ a						
1122-4				b e a a						
1430-4				i s ɔ						
1666-4				t o n ɔ						
1767-4				k ɔ k ɔ						
55-4				a a a a						
94-4				b ɔ k ɔ						
2717-4				k o ŋ g a						
1339-4				t o i						
4632-4				k o s i						
2784-4				b o l u						
3160-4				b o r a						
2689-5					s a j a					
893-5					a n a					
1285-5					m w a					
1303-5					s o m					
2197-5					s a l					
2828-5					ʃ i n					
3572-5					s o n i					
1095-5					l i m a					
3207-5					f u l a					
3519-5					t u m a					
3686-5					i u a a					
4249-5					k u m i					
448-5					s u ʃ i					
630-5					β e l l e					
814-5					l o m m e					
1228-5					f j					
1418-5					ʃ i m a					
2026-5					t e e					
2775-5					f u m m a					
3397-5					β o l					
3826-5					o o k					
4040-5					s e n i					
4373-5					l i m i					
4384-5					i d o					
84-5					l u k u l					
116-5					ʃ i k					
587-5					o n g o					
848-5					k a l a					
1159-5					p a					
1350-5					l j a					
1396-5					ʃ o f u					
1430-5					i s o					
1767-5					k o k o					
2286-5					l a					
2317-5					f u β a					
2419-5					s e k					
2750-5					e ʃ i					
3018-5					ʃ i l a					
3275-5					k a n a					
3441-5					s á ŋ g					
3885-5					s u m o					
4192-5					f i m m a					
4260-5					s j					
4350-5					l e l l o					
278-5					β a					
745-5					t a k o					
3971-5					k a j a					
55-5					l a m a					
94-5					f o k o					
2717-5					k u ŋ g a					
4139-5					m i n a					
200-5					β i					
374-5					l a l j					
508-5					β o f u u					
528-5					β i l i					
575-5					t a					
1137-5					ʃ u k u					
1339-5					t e i					
1872-5					p a					
2537-5					l o m o					
2738-5					β e l l					
2872-5					k u ʃ i					
2893-5					i i k u					
3675-5					l e á l l e					
4028-5					s e					
4238-5					i s o ʃ i					
4429-5					β a a					
4485-5					s u					
2798-5					n a a					
3531-5					a n d n k a					
3767-5					l o					
4632-5					k á ʃ i					
1033-5					k o s o l					
3185-5					f i k a					
649-5					l e e t					
1110-5					t e j a					
1263-5					t a p					
1273-5					l o o t					
