COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	s i ⁵⁵								
495-1	ʂ au ⁵⁵								
838-1	p ʐ ə ʔ ⁵⁵								
438-1	ȵ a ʔ ⁵⁵								
334-1	l a ʔ ⁵⁵								
360-1	l i ³¹								
394-1	p ʐ a ³¹								
221-1	a p ⁵⁵								
202-1	k au ³¹								
935-1	i ³¹								
93-1	l a ³¹								
7-1	p a ŋ ³¹								
664-1	ʂ a ŋ ⁵⁵								
246-1	k ʐ a ʔ ⁵⁵								
547-1	p ʐ ə ʔ ⁵⁵								
555-1	ʂ a m ⁵⁵								
464-1	au ³¹								
119-1	p ʐ ə ŋ ⁵⁵								
835-1	ʐ a p ⁵⁵								
79-1	ʈʂ ʐ o ŋ ³¹								
693-1	ʂ au ⁵⁵								
477-1	ʈʂ ʐ a p ⁵⁵								
891-1	ʈʂ ə ŋ ŋ ⁵⁵								
528-1	p ʐ o ⁵⁵								
797-1	k ʐ ə ʔ ⁵⁵								
493-1	ʂ i ʔ ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ au ŋ ⁵⁵								
452-1	ȵ i ʔ ⁵⁵								
580-1	ʐ ə ŋ ⁵⁵								
833-1	ʂ a ⁵⁵								
390-1	ȵ a ŋ ³¹								
696-1	ʈʂ ʐ a ⁵⁵								
86-1	ʈʂ ə ŋ ⁵⁵								
384-1	a ŋ ⁵⁵								
61-1	ʈʂ a m ⁵⁵								
536-1	k ʐ a ʔ ⁵⁵								
731-1	s a ³¹								
779-1	a ⁵⁵								
589-1	ʈʂ a ŋ ⁵⁵								
658-1	k a m ⁵⁵								
456-1	ȵ ə ŋ ³¹								
183-1	k ʐ a ³¹								
785-1	k a ³¹								
714-1	i ⁵⁵								
331-1	l a ³¹								
930-1	ʂ a p ⁵⁵								
161-1	k ʐ a ŋ ⁵⁵								
814-1	k ʐ a ŋ ³¹								
179-1	k ʐ w a ʔ ⁵⁵								
194-1	k ʐ a ʔ ⁵⁵								
727-1	ʂ a ŋ ⁵⁵								
260-1	ʐ a p ⁵⁵								
144-1	k ʐ a m ⁵⁵								
53-1	p a m ⁵⁵								
59-1	ʈʂ a ʔ ⁵⁵								
506-1	p i ʔ ⁵⁵								
29-1	p i ʔ ⁵⁵								
316-1	ʈʂ ʐ a ʔ ⁵⁵								
389-1	m ʐ w a ŋ ⁵⁵								
118-1	a ⁵⁵								
312-1	k w o ³¹								
490-1	p ʐ a ŋ ŋ ⁵⁵								
436-1	ȵ a ³¹								
927-1	ʂ a ŋ ⁵⁵								
383-1	a ʔ ⁵⁵								
211-1	ʂ a m ⁵⁵								
873-1	l ə ŋ ⁵⁵								
877-1	ʂ a ⁵⁵								
344-1	l a m ⁵⁵								
666-1	s i ³¹								
595-1	ʈʂ ʐ a ŋ ⁵⁵								
660-1	ʂ a p ⁵⁵								
642-1	ʈʂ a ŋ ⁵⁵								
257-1	ʐ a m ⁵⁵								
167-1	ȵ a ³¹								
880-1	ʈʂ a p ⁵⁵								
484-1	p ʐ a ŋ ⁵⁵								
