COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³¹								
838-1	ʐ a ʔ ⁵⁵								
438-1	ȵ a ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	m a ³¹								
221-1	a p ⁵⁵								
202-1	k au ³¹								
935-1	ɔ ³¹								
93-1	s a ³¹								
7-1	p a n ³¹								
664-1	a ŋ ⁵⁵								
246-1	x a ʔ ⁵⁵								
547-1	ʐ ə ʔ ⁵⁵								
555-1	a m ⁵⁵								
464-1	m au ³¹								
119-1	m ə ŋ ⁵⁵								
835-1	n a p ⁵⁵								
79-1	t o ³¹								
693-1	n au ⁵⁵								
477-1	n a ⁵⁵								
891-1	tʰ ə ŋ ³¹								
528-1	ʐ o ⁵⁵								
797-1	ʐ u ʔ ⁵⁵								
493-1	n ə ʔ ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	u ⁵⁵								
452-1	m ʐ u ʔ ⁵⁵								
580-1	ʐ a ʔ ⁵⁵								
833-1	n a ⁵⁵								
390-1	m a ŋ ³¹								
696-1	n a ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³¹								
61-1	t a m ⁵⁵								
536-1	ʐ a ʔ ⁵⁵								
731-1	s a ³¹								
779-1	ɔ ⁵⁵								
589-1	tʰ a ŋ ⁵⁵								
658-1	a m ⁵⁵								
456-1	m ʐ a ŋ ³¹								
183-1	k ʐ a ³¹								
785-1	x ɔ ³¹								
714-1	a ⁵⁵								
331-1	l ɔ ³¹								
665-2		ŋ o ⁵¹							
495-2		n o ⁵⁵							
838-2		j o ʔ ²¹							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j i ²¹							
221-2		j i p ²¹							
202-2		k u ²¹							
935-2		o ²¹							
93-2		l o ²¹							
7-2		p a n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k o ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j i m ⁵¹							
464-2		m u ²¹							
119-2		j i ŋ ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		t o ²¹							
693-2		ŋ u ⁵¹							
477-2		ŋ a ʔ ²¹							
891-2		t i ŋ ⁵⁵							
528-2		j o ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n i k ²¹							
217-2		j a p ⁵⁵							
896-2		u t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s o ʔ ⁵⁵							
833-2		n a̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ a ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a m ⁵¹							
536-2		ʃ o ʔ ⁵⁵							
731-2		s i ²¹							
779-2		o ⁵¹							
589-2		t a ŋ ⁵¹							
680-2		ŋ o ʔ ⁵⁵							
658-2		v a m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		a ²¹							
331-2		l o ²¹							
665-3			ŋ a ⁵⁵						
495-3			n au ³⁵						
838-3			j a ³¹						
438-3			m j a ʔ ³¹						
334-3			l a ʔ ³¹						
360-3			l i ³¹						
394-3			m j a ³¹						
221-3			j a ʔ ⁵⁵						
202-3			k au ³¹						
935-3			a ³¹						
93-3			l a ³¹						
7-3			p ɛ̃ ³¹						
664-3			v ɔ̃ ⁵⁵						
246-3			k a ʔ ⁵⁵						
547-3			ʃ a k ⁵⁵						
555-3			j a ⁵⁵						
464-3			m au ³¹						
119-3			j a ⁵⁵						
835-3			n ɛ ʔ ⁵⁵						
79-3			t a ³¹						
693-3			ŋ au ⁵⁵						
477-3			n ɛ ʔ ⁵⁵						
891-3			t a ŋ ³⁵						
528-3			ʃ a ⁵⁵						
797-3			k j a ʔ ³¹						
493-3			n a k ³¹						
217-3			j ɛ ʔ ³¹						
