COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ a ⁵⁵								
495-1	n au ⁵⁵								
838-1	ʐ a ʔ ⁵⁵								
438-1	ȵ a ʔ ⁵⁵								
334-1	l a ʔ ⁵⁵								
360-1	l i ³¹								
394-1	n ʐ a ³¹								
221-1	a p ⁵⁵								
202-1	k au ³¹								
935-1	u ³¹								
93-1	t a ³¹								
7-1	p a n ³¹								
664-1	a ŋ ⁵⁵								
246-1	x ʐ a ʔ ⁵⁵								
547-1	ʐ a ʔ ⁵⁵								
555-1	a m ⁵⁵								
464-1	m au ³¹								
119-1	ʐ ə ŋ ⁵⁵								
835-1	ʐ a p ⁵⁵								
79-1	t ʐ o ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a p ⁵⁵								
891-1	t ə ŋ ⁵⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ o ʔ ⁵⁵								
493-1	n a ʔ ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	pʰ u t ⁵⁵								
452-1	ȵ o ʔ ⁵⁵								
580-1	ʐ o t ⁵⁵								
833-1	n a ⁵⁵								
390-1	m w a ŋ ³¹								
696-1	ŋ a ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ³¹								
61-1	t a m ⁵⁵								
536-1	ʐ a ʔ ⁵⁵								
731-1	ʂ a ³¹								
779-1	tʰ a ⁵⁵								
589-1	t a ŋ ⁵⁵								
658-1	a m ⁵⁵								
456-1	ȵ a ŋ ³¹								
183-1	k ʐ a ³¹								
785-1	x ɔ ³¹								
714-1	a ⁵⁵								
331-1	l ɔ ³¹								
930-1	a p ⁵⁵								
161-1	ʐ a ŋ ⁵⁵								
814-1	x ʐ a ³¹								
179-1	k ʐ w a ʔ ⁵⁵								
194-1	ʐ a ʔ ⁵⁵								
727-1	ʂ a ŋ ⁵⁵								
260-1	ʐ a p ⁵⁵								
144-1	ʐ a m ⁵⁵								
53-1	p u m ⁵⁵								
