COGID	Albanian	English	French	German	Latin
560-1	j ə m				
438-1	f r				
1222-1	u				
353-1	p e r k o				
201-1	p ə ʃ ʃ				
20-1	f ə r r				
503-1	p ə a n				
957-1	n				
728-1	l ə g u ʃ				
244-1	n u m i				
289-1	n u e				
911-1	r r r v k				
724-1	f ə r j				
145-1	d i ʃ				
992-1	u j				
1181-1	k ə n i				
741-1	p e m				
1150-1	n ə r v i ʃ				
585-1	t y ð				
814-1	j r				
560-2		w ɑ m			
438-2		f r s			
1222-2		w ɑ			
353-2		f ɑ ʃ			
201-2		f au i au			
20-2		f ɑ r r m			
503-2		f l u m ə			
957-2		m ɪ			
728-2		l au ŋ ə			
244-2		n ɑ m m n			
289-2		n au t			
911-2		w i r			
724-2		l r m			
145-2		l ɑ ai			
992-2		w ɑ			
706-2		e ʃ			
106-2		p ɑ t			
741-2		p ɑ m ɛ			
421-2		b l o m			
227-2		p ʊ t			
920-2		h ɑ r n			
1083-2		h ɑ r n			
1066-2		i t			
1125-2		w ɪ n			
1197-2		m u t ə			
473-2		n ai ə ɑ			
284-2		n au			
661-2		a n			
701-2		r u d			
315-2		r au n d			
1169-2		s ɛ l			
1150-2		k ɑ r			
982-2		s ɪ ŋ			
987-2		s u ə			
1055-2		s w ə r			
1130-2		s au s			
433-2		s ɑ n			
625-2		l ɪ ŋ			
1186-2		w ɪ n			
560-3			v ɑ̃		
438-3			r r		
1222-3			k w		
353-3			p u s		
201-3			p u p k		
20-3			p u r e r		
503-3			p u t		
957-3			ɑ̃		
728-3			s ɔ̃ t a		
244-3			n u		
289-3			n u w a		
911-3			v ɛ r i		
724-3			d r w		
145-3			d u		
992-3			k w		
1181-3			k ɑ̃ t		
706-3			s r		
106-3			p u n r		
741-3			p a k		
421-3			f œ ɔ̃		
227-3			p u		
920-3			k u r		
1083-3			k u r n e		
1066-3			w w		
1125-3			g ɛ l y		
1197-3			m e n		
473-3			n u v		
284-3			n u r		
661-3			y n e		
701-3			r ɥ r		
315-3			r ɔ̃		
1169-3			k u l		
1150-3			s r r		
982-3			s ɑ̃		
987-3			s u		
1055-3			s a ø		
1130-3			n ɥ k e		
433-3			s u		
585-3			n ɥ		
625-3			t ɑ̃ n		
1186-3			d ɑ̃ n e		
814-3			v ɑ̃ r w a		
560-4				v u m	
438-4				f r u	
1222-4				v i	
353-4				f au b	
201-4				f i b v	
20-4				h a r r	
503-4				f au l z	
957-4				e i d	
728-4				l a ŋ	
244-4				n i m	
289-4				n u x t	
911-4				r e s	
724-4				u r x t	
145-4				h eː	
992-4				h a	
1181-4				h a t	
706-4				a n	
106-4				f a l aː ə	
421-4				f l au l r	
227-4				f au t	
920-4				h a l s	
1083-4				h a r n	
1066-4				g e	
1125-4				g e n	
1197-4				m a l aː ə	
473-4				n u v u	
284-4				n aː d	
661-4				v a n	
701-4				r u t	
315-4				e au n d	
1169-4				ʃ a l t	
1150-4				h a l s	
982-4				z i s	
987-4				ʃ eː d	
1055-4				ʃ s aː r	
1130-4				ʃ eː s	
433-4				ʃ a n	
585-4				z i	
625-4				l i ŋ	
1186-4				v i n d	
814-4				v r r	
560-5					w i i n
438-5					r r m w
1222-5					p oː i
353-5					p oː u e o
201-5					p r n p u
20-5					p r o r r
503-5					p u l
957-5					n n t
728-5					l a n t
244-5					n oː n eː k
289-5					n oː n
911-5					w e r k
724-5					r eː k t
145-5					f eː lː
992-5					k e
1181-5					k o n n o
706-5					o r i
106-5					p r r
741-5					p i m o
421-5					f l u n i
227-5					p u t e
920-5					k o r k u
1083-5					k o r n u
1066-5					d i
1125-5					d i n oː
1197-5					m e r
473-5					n oː w e l
284-5					n aː
661-5					w n
701-5					r oː d i
315-5					r o n t o
1169-5					k o l i
982-5					a e n i
987-5					f n d
1055-5					e t i o k u
1130-5					l u t r
433-5					s o n u w i
585-5					n uː o
625-5					l eː n g
1186-5					n eː n i
814-5					w r r k e o
