COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d u															
1089-1	n a															
1319-1	n ɔː															
1398-1	s u g u r u															
1557-1	g i r e															
1626-1	w a g a															
1840-1	t i n															
2247-1	g o															
4677-1	k u r e j															
5162-1	m i r̃ ɛ															
5406-1	t a n d i															
359-1	k a r u															
1577-1	g i r e															
2196-1	n a r̃ a															
2230-1	s i g e															
2533-1	b a r i															
3605-1	k a n d															
3866-1	ɔ s u															
4553-1	t a g i															
4822-1	k u m b															
5254-1	d u r ɔ															
503-1	k i r̃ a															
1356-1	m a															
1881-1	n u m i															
3218-1	p u s u															
3372-1	n a m a															
3718-1	a r a															
4135-1	b a n u															
4694-1	g u s u															
807-1	k ɔ m															
2320-1	k a ŋ a															
2476-1	k a															
3719-1	m															
4081-1	d a m b i															
4313-1	n ɛ m															
4460-1	s ɔ j															
5810-1	p i r u															
93-1	d ɔ															
260-1	b i r i															
385-1	dʒ ɛ m b															
890-1	a m b r r															
1336-1	t e g e															
1703-1	b a															
1769-1	t ɛ m b i															
2162-1	b ɛ r ɛ															
2635-1	s o															
3031-1	d ɛ g ɛ															
4591-1	t aː r i															
5301-1	p ɛ r u															
5605-1	t i m a															
463-1	d u m b i															
1432-1	t a r u															
1474-1	t ɔ															
1788-1	s i															
2044-1	d i m b															
2713-1	t ɛ m d d r ɛ															
3219-1	p a s u															
3425-1	j u															
4184-1	ɲ ɛ															
4629-1	n u ŋ ɔ															
4759-1	n i j̃															
4904-1	n u ŋ a															
4960-1	g i n a dʒ i															
4980-1	t ɔ															
5059-1	g u j o															
5339-1	p a g a															
5549-1	t a w a															
5905-1	t i r̃ u															
5922-1	b i r a															
5938-1	a d u n a															
1-1	p ɛ															
483-1	g e s u															
629-1	d a															
667-1	ɛ w ɛ															
1254-1	s a d u r u															
1415-1	ɲ ɛ															
1542-1	n a															
1683-1	s i															
1898-1	p u r̃ ɔ															
2901-1	t u ŋ dʒ u															
2957-1	m a n d i															
3048-1	b i j															
3251-1	s a r̃ a															
3885-1	d a r a															
4402-1	j i															
5622-1	p a r i j															
6006-1	p i r a															
135-1	t u n d															
158-1	m ɔ s u															
194-1	b ɛ															
221-1	ɛ s u															
650-1	b ɛ s i															
1152-1	t i w ɛ															
1374-1	k ɔ ŋ a															
1452-1	g a r a															
1862-1	i s i															
2083-1	k a r̃ i															
2108-1	n a j̃															
2636-1	m															
2924-1	p ɔ r															
2941-1	b i r i															
3405-1	ɛ m ɛ															
3751-1	p ɛ j															
4066-1	g ɔ r̃ ɔ															
4535-1	s u w ɔ															
4888-1	s a m n i															
5583-1	t a ŋ a															
5751-1	t i j ɛ															
5981-1	a r̃ a															
114-1	d ɔ j̃ a															
851-1	k a															
1941-1	k i r i															
2179-1	ŋ d ɛ															
2351-1	p a b a															
2496-1	n u															
3482-1	m i s i d ɛ															
3497-1	n a															
3588-1	k ɔ r ɔ															
4202-1	g o r ɔ															
4293-1	dʒ ɔ b ɔ															
4921-1	s a m b															
408-1	j a m b u															
545-1	i r u															
978-1	t a m															
1052-1	n a m b u															
1070-1	r u g o															
1942-1	j e															
2456-1	k ɔ r i															
2514-1	d u s u															
2666-1	s i g i															
2817-1	a ŋ g i															
3132-1	d u ŋ															
3300-1	ɛ w a															
3976-1	s															
4152-1	k i r̃ a															
4361-1	t e g e															
4570-1	g ɔ w															
4648-1	j e															
5318-1	d ɔ r ɔ															
5673-1	d a m a															
5887-1	j a															
446-1	g o n g i															
521-1	k ɔ dʒ ɔ															
1108-1	k o j															
1124-1	i r e															
1745-1	dʒ a j a															
1823-1	g ɔ															
2143-1	b a															
2265-1	u r ɔ															
2392-1	n o s u															
2579-1	d ɔ															
2774-1	k a n i															
3339-1	k a r a															
3550-1	i n i															
4024-1	uː i b a															
4219-1	t e m b															
4240-1	w e r i															
4259-1	g ɔ m ɛ															
4738-1	g u n d a															
5197-1	ɛ r u															
5447-1	g i s e															
5531-1	i r̃ i															
5733-1	n iː															
5828-1	j a r̃															
562-1	s u m															
998-1	w a															
1022-1	p i n i															
1023-1	j															
1205-1	j e															
1275-1	t k															
1578-1	n u m															
2063-1	i r ɛ															
2334-1	ɛ s u															
2798-1	i r̃ a															
3252-1	ɛ m b ɛ															
3463-1	w ɛ															
3683-1	k i r̃ i															
3772-1	t u m a															
3790-1	g a w															
4052-1	b a s a															
4220-1	k															
4440-1	t iː															
4479-1	k o															
4711-1	j a r i															
4778-1	s a s i															
4821-1	k u															
4941-1	ɔ j̃ ɔ															
5272-1	t e g u															
5423-1	ɔ s ɔ															
5424-1	k ɔ r ɔ															
563-1	s ɔ o															
613-1	m a															
684-1	ɲ a r̃ i															
742-1	dʒ a r a															
1204-1	k e r i															
1373-1	k u															
1787-1	n ɛ															
1988-1	p u n d i															
2283-1	b ɛ r i															
2372-1	b e r i															
2441-1	n aː															
2598-1	j j j															
2773-1	b a r m i															
3011-1	b a n a															
3176-1	dʒ ɔ r ɔ															
3283-1	a r̃ a															
3318-1	n ɔ n d i															
715-2		d u														
1089-2		n a														
1319-2		n ɔ														
1398-2		s u g u r														
1557-2		g i r i														
1626-2		w a g a														
1840-2		t i n														
2247-2		g o														
4677-2		k u r o j														
5162-2		m i r̃ u														
5406-2		t aː n d i														
359-2		g a r u														
1577-2		g i r e														
2196-2		n a r̃ a														
2230-2		s i g o														
2533-2		b a r i														
3605-2		k a n d a														
3866-2		o dʒ u														
4553-2		t a g u														
4822-2		k u m b														
5254-2		d u r ɔ														
503-2		k i r̃ a														
1356-2		m a														
1881-2		n u m														
2084-2		j aː p i														
2420-2		k u r														
3218-2		p u dʒ u														
3372-2		n a m a														
3718-2		a r a														
4135-2		b a n u														
4694-2		g u dʒ u														
807-2		k o m														
2320-2		k a ŋ ɛ														
2476-2		k o														
2842-2		d i g u														
4081-2		d a m b i														
4313-2		n ɛ m														
4460-2		s ɔ j														
5514-2		n ɛ n d														
5810-2		p i r u														
93-2		d ɔ														
260-2		b ɛ r ɛ														
385-2		dʒ ɛ m b														
890-2		a m b i u														
1336-2		t e g e														
1703-2		b aː														
1769-2		t ɛ m b														
2162-2		b ɛ r ɛ														
2635-2		s o														
2735-2		d a n i														
3031-2		d ɛ g ɛ														
4591-2		t i r i														
5301-2		p ɛ r u														
5605-2		t i m a														
296-2		dʒ a m b														
463-2		d u m b u														
762-2		b a n a g k														
1432-2		t a r u														
1474-2		t ɔ ŋ														
1788-2		s i														
2044-2		d i m b														
2713-2		t ɛ m d ɛ r ɛ														
3219-2		p aː dʒ u														
3425-2		j u														
4184-2		ɲ aː														
4629-2		n u ŋ														
4759-2		n i j̃														
4904-2		n u ŋ a														
4960-2		g i n aː dʒ u														
4980-2		t ɔ														
5059-2		g u j̃ o														
5125-2		ɔ n dʒ														
5339-2		p a g a														
5549-2		t a w a														
5771-2		dʒ u g u														
5905-2		t i n u														
5938-2		a d u n a														
1-2		p ɛ														
483-2		g u s u														
629-2		d o														
667-2		ɛ w ɛ														
1254-2		dʒ a d u r u														
1415-2		ɲ ɛ														
1542-2		n ɔ														
1683-2		s i j̃														
1898-2		p u r̃ o														
2551-2		r i														
2901-2		t u ŋ dʒ														
2957-2		m a n d i														
3048-2		b i j														
3251-2		s a n a														
3885-2		d ɛ r														
4402-2		j i														
5081-2		b i n d														
5622-2		p ɛ r i j														
6006-2		p i r̃ i														
43-2		s aː														
135-2		t u n d u														
158-2		m ɔ s u														
194-2		b ɛ														
221-2		ɛ s u														
650-2		b ɛ dʒ u														
1152-2		t i w														
1374-2		k ɔ ŋ														
1452-2		g aː r a														
1862-2		i s i														
2108-2		n a j̃														
2636-2		m														
2880-2		k u n dʒ u														
2924-2		p o r														
2941-2		b i r i														
3405-2		m ɛ														
3959-2		t o r u														
4066-2		g ɔ r̃ ɔ														
4535-2		s u g ɔ														
4888-2		s a m n a														
5180-2		s ɛ m b														
5751-2		t i j														
5981-2		a r̃ a														
114-2		d ɔ j̃ ɔ														
702-2		ɔ g ɔ ɲ ɔ ŋ o														
851-2		g ɔ														
872-2		ɛ n dʒ														
952-2		k u r u														
2179-2		l d														
2351-2		p a b a														
2496-2		n u														
4609-2		k ɔ r ɔ														
4740-2		g u n ɔ														
4921-2		s a m b i														
5982-2		g u dʒ u														
978-2		t o m														
999-2		j ɛ														
1052-2		n aː m														
1989-2		m i n ɛ														
2456-2		k ɔ r u														
2666-2		s u g i														
2817-2		a ŋ g i														
3132-2		d u ŋ														
3300-2		ɛ w ɛ														
3977-2		m n n u														
3978-2		m n n u														
4260-2		ɔ m b														
4278-2		k u n u u														
4334-2		s n														
4361-2		t e g e														
4570-2		g ɔ g														
4648-2		j u														
5673-2		d ɛ m b														
5887-2		j a														
446-2		g oi ŋ g o														
1108-2		tʃ o j														
1124-2		e r e														
1237-2		i n dʒ ɛ														
1745-2		dʒ a j a														
1823-2		g o o														
2143-2		b a														
2265-2		u r ɔ														
2392-2		l o s u														
2579-2		d o														
2902-2		j														
3197-2		k aː														
3339-2		k a r a														
3550-2		i n n														
3943-2		p a r u														
4240-2		w e r u														
5197-2		ɛ r u														
5531-2		i r̃ e														
5733-2		n iː														
409-2		g o r u														
562-2		s u m o														
1022-2		p i r i														
1205-2		j e														
1275-2		t k														
1524-2		k o r														
1578-2		n u m														
2063-2		i r ɛ														
2798-2		i r̃ i														
3088-2		n ɛ u														
3683-2		tʃ i r̃ e														
3772-2		t u m a														
4711-2		j a r i														
4778-2		s a s i														
4821-2		k u														
4941-2		ɔ j̃ ɔ														
5272-2		t e g u														
5319-2		t o s u														
5375-2		m aː l a														
5423-2		ɔ s ɔ														
5424-2		k ɔ r ɔ														
5465-2		m u j̃ o														
5497-2		ɛ w														
178-2		k o b a														
563-2		s u m o														
684-2		ɲ aː r̃ i														
742-2		dʒ a r a														
787-2		n i b i														
1126-2		n iː														
1204-2		k e r i														
1373-2		g o														
1787-2		n aː														
1969-2		j ɔ g ɔ r ɔ														
2283-2		b ɛ r u														
2441-2		ŋ aː														
2598-2		j j														
2773-2		b a r m i														
2863-2		dʒ i j														
3011-2		b a l a														
3176-2		dʒ ɔ r ɔ														
