COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
2638					n i		ŋ				n i					
4099	b o n d u	b o l u					b o n d i									
2517					d ɔ ŋ g a							d o g u	t u g o			
4163										tʃ i n aː			t a nː aː		dʒ e ɲ u	
5769	z uː									z u g o					z u w o	
5450				k a m a								k a m a				k a m a
1510												n aː				n a
3135			n a m b a l a					b a l a								
1376			k u l ɛ ŋ			k u l ɛ										
2286					u n a			u n a			u n a					
5060			k a m g a								k a m					
5712					t u n d u		t u n d i		d iː n dʒ i							
4501			d ɛ n dʒ i								n iː n dʒ i					
1533													i s e		i z ɛ	
3180						d u n d ɛ		d u n d ɛ								
5956	p e m b i						p e m b i									
2355				a n					a n				a n			
5226				j aː									j a a			
5708		u r o								u l o				i l o		
597					g e n i			g eː n i								
4389										tʃ ɛ b d ɛ					tʃ ɛ b z ɛ	
3924				m a t ĩː					m o t ĩː							
3906				i n e n			i n e n		i n e r̃ u							
1378					k u n d a l e			k u n d a l e								
874						k o k o						k o g o				
5798															ɔ l	ɔ l
2125	m	m														
5889				ɲ ɛ n			ŋ					ɲ ɛ				
5088														b e t e	p i d i m	
5587					p u r u g e			p u r g u								
115	ɔ j̃	ɔ j̃														
1944					tʃ i r e					tʃ i lː iː				tʃ i r u		
2375					ŋ g e	ŋ g o					ŋ g e					
4444					r e			r e								
3467				ɛː					ɛː							
670						d ɔ n ɛ					d ɔ n ɔ					
3754			k ɛ m n ɔ		k aː n u			k aː m n ɔ								
4462					s ɔː l i			s ɔː l i								
4422			s oː l e		s oː l e											
3908								n t a			n d aː		n̩ d ɛ			
5961					g i b i	g i b u		i b i								
1130					e l										e l	
3638	m	m														
1337				l e m								l e w e				
3157	t i n i	t i n i														
5551						d o ŋ g i								d o g u		
3624							d ɛː n d ɛ			d ɛ n d ɛ					d e n d aː	
1863	m	m														
1544													j oː			j oː
2460						g u b ɛ				g u b u	g u w ɔ					
4364							t i ŋ i					t i ŋ ɛ				
959										a r̃ a					b a r a	
2754	ɔ ŋ g ɔ r ɔ	ɔ ŋ g ɔ r ɔ								ɔ n g ɔ						
3592										kʷ aː						k u
2994	d u w a	d u w ɔ							t i w ɛ							
159			ɲ a m i					ɲ a m								
980					k e l o							k e l u				
832				m o	m o											
484			w e n a m a					w e n a m a								
829		tʃ e l eː							k e l e							
2461												dʒ e r e	dʒ e l e			dʒ e l e
3518					sʷ aː			sʷ aː								
5940												a d u r̃ u				a n d u r̃ ɔ
3286					w a l a			w a l a								
2303		dʒ i ŋ dʒ ɛ				dʒ e n dʒ a	d ɛ n dʒ ɛ									
2006	ŋ̍ g uː r e					ŋ g o				ŋ g ɛ						
5020							ɛː		ɛ							
3194	t oː r̃ u													t o r̃ u		
827	k e n d e						k eː n d e									
5143				n i					n i			n u				
94			d i n		d i n											
1667		d u g u														d u g u
4571			t u m b u										d u m b u		d u m b u	
4242				b ɔ r ɔ								b ɔ r ɔ				
3195	m	m														
2395				j e r i								j e r ĩ				j e r
5277						d a m					d a m u				d a m	
4867				l uː r o								l uː r o				
1455						s aː g iː									s aː g e	
5865			g u b a					g u b a								
5710			p i ŋ g i								p i g i					
4296					d u g u			d u g u			d uː r u					
2866					g j ɛː			g i j ɛ								
5018					ɔ n d ɔ			ɔ n d ɔ								
2881				n ɛ ŋ ɛ								n e ŋ e r e		n i ŋ o		
5570				dʒ ɛ n ɛ ŋ ɛ					dʒ ɛ n i ŋ g ɛ							
4807								j e						j		
3133	m	m														
1475	t o w	t ɔ w					t ɔ ŋ ɔ									
833					t e g a								t u g u			
3665						n o							n ɔ			
2824						g aː		a g a						k a		
4161						ŋ g o					ŋ g e					
5735					m iː			m iː			m iː					
3089			j a w		j a w			j a w								
5695										d a m b a			d a mː a		d a m a	
3839	n a r̃ i j̃ ɛ						n a r̃ i j̃ ɛ									
4536				b ɛː					b ɛː			b ɛː				
2819			ŋ aː ŋ aː						a ŋ u		a n a					
4522						p ɛ g ɛ	p ɛ r g ɛ									
5496	k a m b o													k a m		
3342									s u g ɔ			s u g ɔ				s u g ɔ
5381							m aː n d i			m aː n d i						
5568		g u s u												k u s e j		
2704												n uː				n ɔː
