COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d u															
1089-1	n a															
1319-1	n															
1398-1	s u g u															
1557-1	g u r e															
1626-1	w a g a															
1840-1	t i n															
2247-1	g o															
4677-1	k u r e j															
5162-1	m u n ɛ															
5406-1	t a n d															
359-1	k a r u															
1577-1	g u r e															
2196-1	n a r a															
2230-1	s u g e															
2533-1	b a r u															
3605-1	k a n d															
3866-1	o uː u															
4553-1	t a g u															
4822-1	k u m b															
5254-1	d u r ɔ															
503-1	k u n e															
1356-1	m a j															
1881-1	n s m															
3218-1	uː s uː u															
3372-1	n a m a															
3718-1	a r a															
4135-1	b a n															
4694-1	g u uː u															
807-1	k o m															
2320-1	k a ŋ ɛ															
2476-1	k o															
3719-1	m															
4081-1	d a m b u															
4313-1	n ɛ m															
4460-1	s ɔ j															
5810-1	p u r i															
93-1	d ɔ															
260-1	b ɛ r ɛ															
385-1	uː ɛ m a															
890-1	a m u u r															
1336-1	t e g e															
1703-1	b a															
1769-1	t ɛ m b i															
2162-1	b ɛ r ɛ															
2635-1	s o															
3031-1	d ɛ g ɛ															
4591-1	t ɛ r u															
5301-1	z ɛ r u															
5605-1	t u m ɛ															
463-1	d u m a u															
1432-1	t a r u															
1474-1	t ɔ ŋ															
1788-1	s															
2044-1	d u m a															
2713-1	t ɛ m d d a ɛ ɛ															
3219-1	uː a dʒ u															
3425-1	j ɔ															
4184-1	ɲ ɛ															
4629-1	n u ŋ ɔ															
4759-1	n u j̃															
4904-1	n u ŋ															
4960-1	dʒ u n a dʒ u															
4980-1	t ɔ															
5059-1	g u j̃ o															
5339-1	p a g a															
5549-1	t a w a															
5905-1	t i n															
5922-1	b u r ɛ															
5938-1	a d u n a															
1-1	p ɛ															
483-1	g e s u															
629-1	d ɔ															
667-1	ɛ w ɛ															
1254-1	uː a m d u r u															
1415-1	ɲ ɛ															
1542-1	ŋ															
1683-1	s u j															
1898-1	z u n o															
2901-1	t u ŋ dʒ															
2957-1	m a n d i															
3048-1	b u j															
3251-1	uː a a															
3885-1	t ɛ r ɛ															
4402-1	j i															
5622-1	p e r j															
6006-1	z i a u															
135-1	t u n d															
158-1	m ɔ s u															
194-1	b ɛ															
221-1	ɛ s u															
650-1	b e uː u															
1152-1	t u w ɛ															
1374-1	k ɔ ŋ															
1452-1	g a r a															
1862-1	u s u															
2083-1	k a n a															
2108-1	n a j̃															
2636-1	m															
2924-1	p o r															
2941-1	b u r u															
3405-1	ɛ m ɛ															
3751-1	p ɛ j															
4066-1	g ɔ n ɔ															
4535-1	s u g ɔ															
4888-1	s a m n a															
5583-1	t a ŋ g															
5751-1	t u j ɛ															
5981-1	a n a															
114-1	d ɔ j̃															
851-1	g a															
1941-1	k u r u															
2179-1	n d															
2351-1	u a u a															
2496-1	n n															
3482-1	m u s u d ɛ															
3497-1	ŋ a															
3588-1	k ɔ r ɔ															
4202-1	g o r ɔ															
4293-1	uː ɔ w ɔ															
4921-1	s a m b a															
408-1	j e m b u															
545-1	u r u															
978-1	t a m															
1052-1	n a m b															
1070-1	n̩ u g o															
1942-1	j e															
2456-1	k ɔ r ɔ															
2514-1	d u dʒ u															
2666-1	s u g u															
2817-1	a ŋ g a															
3132-1	d u ŋ															
3300-1	ɛ w ɛ															
3976-1	s															
4152-1	k u e															
4361-1	t e g e															
4570-1	g ɔ g															
4648-1	j e															
5318-1	d ɔ r ɔ															
5673-1	d ɛ m ɛ															
5887-1	j a m															
446-1	g e n g u															
521-1	k o t															
1108-1	j j															
1124-1	i r e															
1745-1	dʒ a j															
1823-1	g o r															
2143-1	b a															
2265-1	u r ɔ															
2392-1	n̩ o s u															
2579-1	d o j															
2774-1	k a n u															
3339-1	k a r a															
3550-1	i ŋ u															
4024-1	z u b a															
4219-1	t ɛ m b e															
4240-1	w e r u															
4259-1	g ɔ m															
4738-1	g u n d															
5197-1	e r u															
5447-1	g u uː e															
5531-1	i r̃ u															
5733-1	n u															
5828-1	j a n															
562-1	s u m ɔ															
998-1	w ɔ															
1022-1	p i n i															
1023-1	j															
1205-1	j e															
1275-1	t a															
1578-1	ŋ u m															
2063-1	i r ɛ															
2334-1	ɛ s u															
2798-1	u r̃ ɛ															
3252-1	m m b ɛ															
3463-1	w e															
3683-1	k i n e															
3772-1	t u m a															
3790-1	g a w̃															
4052-1	b a s a															
4220-1	k a															
4440-1	t u															
4479-1	k oː															
4711-1	j a r u															
4778-1	s a s u															
4821-1	k u															
4941-1	ɔ j̃ ɔ															
5272-1	t e g u															
5423-1	ɔ z ɔ															
5424-1	k ɔ r ɔ															
563-1	s u m o															
613-1	m a															
684-1	ɲ a r̃ i															
742-1	uː a r															
1204-1	k e r u															
1373-1	k u z															
1787-1	n n															
1988-1	r ŋ d i															
2283-1	b ɛ r i															
2372-1	b e r															
2441-1	n a															
2598-1	j j j															
2773-1	b a r m i															
3011-1	b a n a															
3176-1	uː ɔ r ɔ															
3283-1	a r̃ a															
3318-1	n ɔ n d u															
3658-1	d u m ɛ															
3807-1	u u															
4037-1	s a n uː a															
4498-1	e r u															
4843-1	o r u m															
5078-1	a u r u															
5357-1	k ɔ															
5390-1	d u d oː															
5790-1	ɔ r u															
21-1	d e b															
42-1	k u dʒ															
61-1	k ɛ n d															
239-1	t u m a u															
309-1	d i j̃ a w															
327-1	ŋ															
482-1	dʒ e dʒ u															
594-1	u s u r u															
701-1	m															
909-1	j i															
928-1	ɔ m b o															
1184-1	s ɔ d															
715-2		d u														
1089-2		n a														
1319-2		n														
1398-2		s u g u r														
1557-2		g i r o														
1626-2		w a g u														
1840-2		t i ŋ														
2247-2		g o														
4677-2		tʃ u r o j														
5162-2		m i n u														
5406-2		t aː n d														
359-2		g a r u														
1577-2		g i r o														
2196-2		n a r a														
2230-2		s u g o														
2533-2		b a r u														
3605-2		tʃ a n d a														
3866-2		o dʒ u														
4553-2		t a g u														
4822-2		tʃ u m b														
5254-2		d u r ɔ														
503-2		tʃ i n a														
1356-2		m a j														
1881-2		n u m														
2084-2		j aː u i														
2420-2		k u r ɔ														
3218-2		tʃ u dʒ u														
3372-2		n a m a														
3718-2		a r a														
4135-2		b a n														
4694-2		g u dʒ u														
807-2		tʃ o m														
2320-2		tʃ a ŋ i														
2476-2		k u														
2842-2		d i g u														
4081-2		d a m b u														
4313-2		n ɛ m														
4460-2		s ɔ j														
5514-2		n ɛ n d														
5810-2		tʃ i r u														
93-2		d ɔ														
260-2		b i r ɛ														
385-2		dʒ ɛ m b														
890-2		a m u u u														
1336-2		t o g o														
1703-2		b aː														
1769-2		t ɛ m b i														
2162-2		b ɛ r ɛ														
2635-2		s o														
2735-2		d a n a														
3031-2		d ɛ g ɛ														
4591-2		t ɛ r u														
5301-2		u ɛ r u														
5605-2		t i m ɛ														
296-2		dʒ a m b														
463-2		d u m b u														
762-2		b a n a tʃ k														
1432-2		t a r u														
1474-2		t ɔ ŋ														
1788-2		s i														
2044-2		d i m b														
2713-2		t ɛ m d ɛ dʒ ɛ														
3219-2		tʃ aː dʒ u														
3425-2		j ɔ														
4184-2		ɲ ɛ														
4629-2		n u ŋ u														
4759-2		n u j̃														
4904-2		ŋ u ŋ														
4960-2		dʒ i ŋ aː dʒ u														
4980-2		t ɔ														
5059-2		g u j o														
5125-2		ɔ n dʒ														
5339-2		tʃ a g a														
5549-2		t a w														
5771-2		dʒ u g u														
5905-2		t i n														
5938-2		a d u n a														
1-2		tʃ ɛ														
483-2		g u s u														
629-2		d ɔ														
667-2		ɛ w ɛ														
1254-2		dʒ a m d u r u														
1415-2		ɲ j														
1542-2		n														
1683-2		s u j														
1898-2		u u r o														
2551-2		r u														
2901-2		t u ŋ dʒ														
2957-2		m a n d u														
3048-2		b i j														
3251-2		dʒ a a														
3885-2		d ɛ r														
4402-2		j i														
5081-2		b u ŋ u														
5622-2		u ɛ r j														
6006-2		tʃ u g u														
43-2		s aː														
135-2		t u n u u														
158-2		m ɔ s u														
194-2		b ɛ														
221-2		ɛ s u														
650-2		b ɛ dʒ u														
1152-2		t u w ɛ														
1374-2		tʃ ɔ ŋ														
1452-2		g aː r a														
1862-2		i s u														
2108-2		n a j														
2636-2		m														
2880-2		k u n dʒ u g														
2924-2		u o r														
2941-2		b i r u														
3405-2		ɛ m ɛ														
3959-2		t o r u														
4066-2		g ɔ r̃ ɔ														
4535-2		s u g ɔ														
4888-2		s a m n n														
5180-2		s ɛ m b i														
5751-2		t u j ɛ														
5981-2		a r̃ a														
114-2		d ɔ j̃														
702-2		ɔ g ɔ ɲ ɔ ŋ ɔ														
851-2		g														
872-2		ɛ n dʒ ɛ														
952-2		tʃ u r u														
2179-2		l d														
2351-2		u a u a														
2496-2		n u n														
4609-2		tʃ ɔ r ɔ														
4740-2		g u n ɔ														
4921-2		s a m b														
5982-2		g u dʒ u														
978-2		t o m														
999-2		j ɛ														
1052-2		n aː m u														
1989-2		m i n ɛ														
2456-2		tʃ ɔ r ɔ														
2666-2		s u g u														
2817-2		a ŋ g i														
3132-2		d u ŋ g														
3300-2		ɛ w ɛ														
3977-2		m o l dʒ														
3978-2		m n l dʒ														
4260-2		ɔ m b														
4278-2		tʃ u n dʒ u														
4334-2		s ɔ n														
4361-2		t e g o														
4570-2		g ɔ g														
4648-2		j o														
5673-2		d i m b														
5887-2		j a m														
446-2		g o ŋ g o														
1108-2		j o j														
1124-2		o r o														
1237-2		iː n dʒ dʒ														
1745-2		dʒ a j														
1823-2		g o o														
2143-2		b ɛ														
2265-2		u r ɔ														
2392-2		l o s u														
2579-2		d o j														
2902-2		j														
3197-2		tʃ														
3339-2		k a r a														
3550-2		i n														
3943-2		tʃ u r u														
4240-2		w o r u														
5197-2		e r u														
5531-2		e i e ɛ														
5733-2		n i														
409-2		j u r u														
562-2		s u m ɔ														
1022-2		b i r i														
1205-2		j e														
1275-2		t a														
1524-2		tʃ o r														
1578-2		n u m														
2063-2		i r ɛ														
2798-2		tʃ r̃ a														
3088-2		ɲ ɛ														
3683-2		tʃ i r̃ o														
3772-2		t u m a														
4711-2		j a r i														
4778-2		s a s i														
4821-2		tʃ u														
