COGID	1	10	2	3	4	5	6	7	8	9
2689-1	u a m a									
893-1	a á a a									
1285-1	ɔ w a									
1303-1	g ɔ m a									
2197-1	s a l a									
2828-1	i i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	n ɛ									
1789-1	k a l a d g b a									
3207-1	β ʊ l a									
3519-1	t ʊ m a									
3686-1	i m m a a									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	u ʊ n i									
630-1	β ɛ ɛ l ɛ									
814-1	j ɔ m m ɛ									
1216-1	g a β a									
1228-1	b w a									
1418-1	s i m a									
1475-1	g w a									
2026-1	t w ɛ									
2775-1	β ʊ m m a									
3397-1	β ɔ l a									
3826-1	z ɔ k a									
4003-1	i β a a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	ʊ ʊ ʊ ʊ									
116-1	β i k a									
181-1	g ɔ ŋ g ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ g ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	u a									
1350-1	l j a									
1374-1	n a a n n									
1396-1	s ɔ β ʊ									
1430-1	i s ɔ									
1666-1	t a n ɔ a									
1767-1	k ɔ k ɔ									
1906-1	i u g i l a									
2177-1	ŋ g a i									
2286-1	l a a									
2317-1	β ʊ β a									
2419-1	s ɛ k a									
2750-1	ɛ s i i									
3018-1	n i l a									
3275-1	k d a a a									
3441-1	s a ŋ g a a									
3464-1	β ɔ n a									
3639-1	t ɛ t ɛ m a l									
3885-1	s ʊ m ɔ a									
3981-1	i m a a									
4192-1	β i m m a									
4260-1	s w a									
4350-1	l ɛ ɛ l ɔ									
43-1	z i m ʊ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	l l l a a									
459-1	l ʊ m a									
508-1	p ɔ β ʊ a									
528-1	β i l i									
575-1	t a a									
871-1	t a m a a									
1137-1	s i k ʊ									
1339-1	t w i a									
1585-1	a l a a									
1712-1	β ʊ l ɔ									
1872-1	p a									
2088-1	β i s a									
2166-1	ʊ m β a									
2334-1	b i g ɔ									
2393-1	m a u a									
2537-1	l ɔ ɔ ɔ									
2665-1	i ŋ g i i									
2738-1	β ɛ ɛ l ɛ									
2872-1	k ɔ s i									
2893-1	s i k ʊ a									
2997-1	g a a s a									
3075-1	g ʊ l ʊ β ɛ									
3675-1	l dʒ ɛ l l ɛ									
4028-1	m j ɛ									
4137-1	m i l a									
4238-1	i s ɔ z i									
4316-1	t d t ʊ									
4429-1	b z a a									
4440-1	β i l i									
4485-1	s ʊ									
4574-1	β a a l l a									
4688-1	t ɛ									
143-1	β ʊ									
240-1	ɔ ɔ g a									
388-1	p a a ʊ m									
401-1	d a									
599-1	t d a m i i									
649-1	l ɛ ɛ t a									
755-1	g ʊ l a									
836-1	s ʊ m m i									
969-1	z z a									
994-1	t ɛ l ɛ k a									
1006-1	u u j u ʊ									
1032-1	k ɔ l ɔ l a									
1043-1	β a l a									
1110-1	t ɛ m a									
1263-1	t a p a									
1273-1	l ɔ ɔ t a									
1329-1	i k a l a									
1362-1	g i									
1606-1	ɔ ɔ t ɔ									
1617-1	j i k ɔ a									
1629-1	k β i									
1744-1	i β a a									
1895-1	ŋʰ a									
1917-1	β ʊ m a									
1969-1	m a m a									
1989-1	s a g a									
2037-1	k b t t a									
2128-1	g ɛ m ɛ ɛ									
2186-1	g a n a									
2483-1	u l ʊ ʊ									
2592-1	l ɔ l a									
2615-1	n a									
2700-1	g l ŋ g a									
2784-1	g ʊ l ʊ									
2797-1	ɔ m ɔ ʊ									
2884-1	p p d a									
2904-1	k ɛ n n d a									
2972-1	s ɛ a									
3030-1	l i p a									
3148-1	i t a									
3160-1	l ʊ t a									
3261-1	t ɛ t ɛ									
3364-1	s ɔ t a a									
2689-2		oː a m a								
893-2		a a a								
1303-2		k oː m a								
2197-2		s a l a								
2828-2		s i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a d ŋ g								
3207-2		w u l a								
3519-2		t u m a								
3686-2		i m m a								
4249-2		k u m i								
4451-2		v i s i								
448-2		u oː n i								
630-2		v e e l e								
814-2		k oː m m e								
1216-2		g a v a								
1228-2		b tʃ a								
1418-2		s i m a								
1475-2		g t a								
2026-2		t w e								
3826-2		s o k a								
4003-2		i v a								
4373-2		l i m i								
4384-2		i n o								
84-2		u u u u								
116-2		w i k a								
419-2		l o g a								
587-2		o o dʒ o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i n a								
1159-2		u a								
1350-2		l j a								
1374-2		n a a n e								
1906-2		i s dʒ i l								
2419-2		s e k a								
2750-2		e e i i								
3441-2		s e o ŋ a								
3464-2		v oː n a								
3639-2		t e t e m a								
3981-2		i m a								
4192-2		v i m m a								
4350-2		l e e l o								
278-2		v a								
3971-2		k a m a								
55-2		a a m a								
43-2		p i m u								
93-2		k oː n oː								
459-2		l u m a								
1137-2		s i k u								
1585-2		a a l a								
1872-2		p a								
2166-2		u m m a								
2872-2		k o s i								
2997-2		dʒ a n a a								
3075-2		dʒ u l u v e								
3675-2		l tʃ e l l e								
4137-2		m i l a								
4238-2		i i s oː i								
4316-2		t a t u								
4574-2		v a a a l a								
3067-2		n t u								
3531-2		a a i k a a								
1033-2		k o s l o								
3185-2		v i k a								
794-2		v e k a a								
143-2		v u u								
240-2		o dʒ a								
388-2		u m m a								
599-2		t a m m i								
969-2		iː a a								
994-2		t e e k k								
1606-2		oː oː t o								
1629-2		k w i								
1895-2		tʃ a								
2592-2		l o l a								
2884-2		p j a a								
3148-2		i t a								
3261-2		t e t e								
2689-3			u a m a							
893-3			a n a							
1285-3			n j a							
1303-3			g o m a							
2197-3			s a l a							
2828-3			i ìì n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n e							
1789-3			x a l a a g a							
3207-3			f u l a							
3519-3			r u m a							
3686-3			i m b a							
4249-3			x u m i							
4451-3			β i s i							
448-3			j o j i							
630-3			β e e l e							
1216-3			k a β a							
1228-3			b x a							
1418-3			s i m a							
1475-3			k a a							
3397-3			β o l a							
4003-3			i β a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i n o							
