COGID	dutch	english	french	german
1469-1	z ɑ n d			
2047-1	z ɔ n			
2054-1	d ɔ n d r r			
1375-1	l ɪ t t			
760-1	w ɪ n d			
756-1	s n ɛɪ			
726-1	m ɔ t ə r			
1351-1	x r ɛɪ n d + aː d r			
1353-1	x r ɛɪ n + m ɔ t ə r			
412-1	v w eː ɣ ə r ɛɪ n aː d ɔ r			
406-1	z w eː ɣ ə r ɛɪ m m l ɔ r			
1005-1	s t eː p + v aː d ə r			
1012-1	s t eː p + m ɔ t ə r			
1016-1	w ɪ d m ə r			
1069-1	s k			
509-1	v ɔ l ə			
693-1	m uː l l			
2179-1	n ɛ s t			
1753-1	v ɪ s			
1131-1	w ɔ l f			
1198-1	b aː r t			
2032-1	h ɔ r			
2241-1	n aː z			
2244-1	l ɪ p			
610-1	k n ɛɪ			
945-1	h ɛ r			
1534-1	l øː k ə			
384-1	z ɔ p ə			
1650-1	n ɔ t			
1663-1	z ɔ l t			
2279-1	l ɛɪ n n			
471-1	z t			
1385-1	z aː d			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z øː d ə			
2020-1	l ɔ ŋ			
867-1	h ɔ n d ə r d			
1970-1	v ɔ l			
1230-1	d r s t ə			
2017-1	n ɛɪ ɛɪ			
968-1	w ɛ l d			
1674-1	l ɑ n d			
1671-1	h œy ɣ l			
829-1	k l ɪ p ə			
1025-1	w ɔ t ə r			
1027-1	z iː j			
1832-1	r ɑu p			
-1816-1	ɔ t aː aː n			
-335-1	l ɑ x ɛɪ n			
1043-1	s t r ɔ m			
423-1	s t eː n			
2049-1	m ɛɪ n t			
2062-1	s t ɔ r m			
2065-1	r aː n ɣ + b oː ɣ ə			
1368-1	s ɑ t ə			
1365-1	d oː ɛɪ			
754-1	r aː n ə			
768-1	w ɛ t ə r			
1211-1	v ɑu ə r			
106-1	m ɑ n			
-98-1	b eː v iː			
719-1	v aː d ə r			
1341-1	z oː n			
-2027-1	d ɑ n t			
-2026-1	n ɛ v j ɛɪ			
409-1	z w n ɣ iː r + z ɔ			
402-1	d ɔ eː ɣ ə r ɛɪ n + l t r			
1014-1	s t eː p + d ɔ x t ə r			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	s t iː r			
2194-1	ɔ k s			
2199-1	k ɑ l			
2197-1	s aː p			
1523-1	z ɑu w			
1521-1	b ɔ k			
512-1	m aː r aː			
2141-1	h uː n			
2147-1	x eː n t			
814-1	k r m			
810-1	d oː p ə			
1755-1	h ɔ n t			
1758-1	m uː s			
1760-1	z ɛɪ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l uː s			
1307-1	n ɪ t			
1305-1	v l ɛɪ			
711-1	w ɔ s p			
1442-1	v l ɛɪ ɣ			
62-1	m øː k			
-73-1	m ɔ s k iː t ɔ			
1810-1	h ɑu t			
1805-1	v l eː s			
1813-1	h aː r r			
1811-1	b l uː d			
690-1	r ɪ p ə			
2177-1	h ɑu p t			
246-1	ɑu x ə r + b r ɑu w			
249-1	ɑu x l ɛɪ d + iː t			
1506-1	n ɔ z t ə eː l ɔ t			
2242-1	m ɔ n t			
2245-1	t ɔ ŋ			
1196-1	b ɑ k ə			
2174-1	s ɔ l d ə r			
575-1	b k s l h aː			
603-1	b l ɣ + b oː ɣ ə			
601-1	h ɑ n d			
615-1	v ɪ ŋ ə r r			
901-1	k l uː			
608-1	v ɔ t			
596-1	t ɛɪ			
937-1	b r ɔ s t			
936-1	n aː v ə l			
646-1	l ɔ ŋ			
947-1	l ɛɪ v ə r			
1606-1	h ɔ p t			
472-1	z eː z ə			
1535-1	z w ɪ t			
1546-1	s p ɔ k ə			
1959-1	s l aː p ə			
694-1	s n ɑ r k ə			
1961-1	d r iː m ə			
323-1	l ɛɪ v ɪ n			
1885-1	x r aː p			
2156-1	b r + d ɛ l d ə ŋ			
1903-1	w ɛɪ n d ə			
525-1	z w ɛ l øː ŋ			
276-1	l ɑ m aː			
274-1	d oː p			
278-1	b l ɪ n d			
258-1	b ə + d r ŋ k ə			
256-1	n ɑ k t t			
383-1	b t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	oː f ə			
2003-1	k ɛ t ə l			
2024-1	p ɑ n			
1321-1	k oː p			
1976-1	t ɔ ŋ ə			
1243-1	m aː l ɛɪ d			
1265-1	p iː l			
1261-1	z iː v ə			
655-1	b r ɛ d			
650-1	d eː k			
1532-1	k n d t ə			
-36-1	z ɔ p			
34-1	b oː n			
-1647-1	v ɛɪ x			
-1615-1	ɔ l l			
125-1	v ɑ t			
1659-1	h oː n ɪ k			
1661-1	m ɪ l k			
1676-1	b ɔ t ə r			
480-1	x ə ɛɪ d r ɛ ŋ k			
1466-1	k l ɛɪ d ɔ ŋ			
2277-1	w ɔ l			
2271-1	v ɛ l t			
2293-1	l eː d ə r			
624-1	s p ɪ n			
628-1	s p ɪ n d ə l			
626-1	w aː v ə			
633-1	n aː d ə l			
1185-1	s uː s t ə k			
1179-1	h ɑu t			
2168-1	k ɑ m			
1952-1	d uː r			
899-1	l ɛɪ d ə r			
922-1	b eː d			
-934-1	l ɑ m p			
916-1	t r ɔ p			
1726-1	v ɛ l d			
2108-1	p l øː ɣ ə			
1133-1	v ɔ r r			
2114-1	s p aː d ə			
1272-1	r ɛɪ x ə			
1979-1	x r aː s			
1989-1	h aː j			
-2260-1	p l ɑ n t			
70-1	b uː k			
-89-1	w ɛɪ n + s t ɔ k			
-12-1	p ɛɪ p ə			
713-1	z ɑ p t			
747-1	n ɛ t ə l			
308-1	d uː			
289-1	b ɪ n d ə			
1930-1	b r ɛ k			
1928-1	s p ɑ ɪ t ə			
858-1	s t r ɛ k			
1577-1	oː p t + ɛ ŋ ə			
908-1	w ɔ s ə			
648-1	b uː r			
1855-1	z eː l h uː l ə			
657-1	h ɑ m ə r			
2058-1	n aː x l			
949-1	s l ɛɪ t + m			
1642-1	x ɔ l d			
1640-1	z ɪ l b ə r			
1633-1	ɛɪ z ə n			
1630-1	t ɪ n			
993-1	x l aː s			
-2121-1	r ɔ l ə			
1692-1	v ɔ l ə			
1694-1	d r ɔ p ə			
1062-1	z ɑ ŋ k ə			
476-1	z w ɪ m ə			
1051-1	v l ɛɪ ɣ ə			
1075-1	b l aː z ə			
135-1	x l ɛɪ d ə			
-134-1	d ɑ n t			
1839-1	x eː + ɛɪ t			
1097-1	k uː r ʉ k + k oː m ə			
1777-1	v ɔ l øː ə			
1434-1	b r ɪ ŋ ə			
1417-1	l ɛɪ d ə			
1424-1	r ɛɪ d ə			
778-1	p aː d			
790-1	b r ʉ k			
1223-1	p ɑ d ə l			
1117-1	z eː x l			
1411-1	h aː v ə			
1407-1	h ɑu l t ə			
1390-1	d ɪ ŋ			
2086-1	x aː v ə			
2082-1	k uː r ʉ k + ɣ eː b ə			
576-1	z ɪ k			
579-1	v ɪ n d ə			
581-1	v ɛ r + l iː r ə			
-1791-1	r ɛɪ k			
-225-1	p r ɛɪ s			
-2284-1	p l ɑ t			
1479-1	ɔ p ə ə			
847-1	h ɛɪ t			
659-1	b ɔ t ə n			
860-1	m ɪ d ə			
213-1	r ɛɪ t t			
1286-1	v ɛ r			
1293-1	w ɛ s t ə			
474-1	d iː k			
467-1	d iː n			
1177-1	d iː p			
588-1	v l ɑ			
584-1	h aː k ə			
-1153-1	r ɛɪ n d			
700-1	t w ɛ l f			
875-1	d uː w ɑ n			
1559-1	ɔ l			
1565-1	m aː r			
1968-1	h ɛ v f t ə			
-350-1	p aː r r			
1478-1	b oː d ə			
1469-2		s æ n t		
2047-2		s ʌ n		
2054-2		d ɔ n d r		
1375-2		l ɪ k t		
760-2		w aɪ n t		
756-2		s n æ r		
726-2		m aʊ d r		
1351-2		ɡ r aɪ t ɔ f eɪ d r		
1353-2		ɡ r aɪ t + m aʊ d r		
412-2		s w ʌ n + r eɪ d ɔː n̩		
406-2		s w ʌ n + r aʊ d ɔː		
1005-2		s d ɪ l l̩ eɪ d n̩		
1012-2		s t iː f + m aʊ d r		
1016-2		w aɪ d n̩		
1069-2		ɪ k		
509-2		f ɔː l		
693-2		m l̩ l aɪ ɛ s		
2179-2		n eɪ z t		
1753-2		f aɪ s n̩		
1131-2		w ɔ l f		
1198-2		b eɪ r t		
2032-2		h ɔː r n		
2241-2		n + s		
2244-2		l iː p		
610-2		k n ɪ		
945-2		h ɑː r t		
1534-2		l ɪ k		
384-2		s ʌ p		
1650-2		n s t		
1663-2		s ʌ t		
2279-2		l æ n		
471-2		s eɪ		
1385-2		s eɪ d n̩		
792-2		j ɔ		
1111-2		m ʌ s t		
197-2		s ɛ d		
2020-2		l æ m		
867-2		h ɔ n d r n̩		
1970-2		f ɔ l		
1230-2		d ɔː r d		
2017-2		n ɪ p		
968-2		w ɛ r n̩		
1674-2		l æ n t		
1671-2		h əʊ f l̩ l		
829-2		k l iː f		
1025-2		w əʊ t r r		
1027-2		s aɪ		
1832-2		r aʊ w		
-1816-2		ʌ t ɡ r eɪ		
-335-2		l eɪ b ɔː n		
1043-2		s d r ɔ m		
423-2		s t aɪ n		
2049-2		m ʌ n n̩		
2062-2		s t ɔ r m		
2065-2		r ɑː b l̩ + b ɔː ɡ		
1368-2		s ɡ d d r		
1365-2		d æ w		
754-2		r ɑː b		
768-2		w ɛ r		
1211-2		f ɔː r		
106-2		m æ n		
-98-2		b ɛ d ɪ		
719-2		f eɪ d r		
1341-2		s ʌ n		
-2027-2		t æ n t		
-2026-2		n eɪ f		
409-2		s w ʌ n + s ʌ s aɪ		
402-2		s w ʌ n + d ɔ t t n̩		
