COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
964			tʰ i m l u ŋ			tʰ i m l u ŋ		
509			t̪ i n u ŋ a m tʰ u r	ŋ a m tʰ u r				
2219		ʃ e ʃ u				ʃ e ʃ u		
2302	ʃ o ŋ l a k a	ʃ o ŋ l a i			ʃ o ŋ l a kʰ a n		ʃ o ŋ l a kʰ a n	ʃ o ŋ l a l a n
1950	z u	z u	z u	z u	z u	z u	z u	z u
2784			z i	z i		z i		z i
2690	s i	s i j a	s i	s i	s i	s i j a	s i	s i
580	b l a s a							b l a s a
1577			ɾ i				ɾ i	
971	tʃ i t p u	tʃʰ i p u	tʃʰ i p u	tʃ i t p u	tʃ i t p u	tʃ i t p u		tʃʰ i p u
2127	dʒ a m l a	dʒ a m ʃ u	dʒ a m ʃ u		dʒ a m kʰ ə n	dʒ a m ʃ u	dʒ a m kʰ ə n	dʒ a m a n
1628		ɾ i tʃ i k p u	ɾ i tʃ i k p u			ɾ i tʃ i k p u		
1169	o t p a			o t p a				
329		tʃ a n tʃ a ɾ a n	tʃ a n tʃ a ɾ a n		tʃ a n tʃ a ɾ a n	tʃ a n tʃ a ɾ a n	tʃ a n tʃ a ɾ a n	
1593	pʰ a i b ŭ ŋ n a ŋ			pʰ a i b ŭ ŋ n a ŋ				
1978	k u t p a ŋ	k u t p a	k ŭ p a	k u t p a ŋ	k u t p a	k u t p a	k u t p a	k u t p a
1888	ʃ a m p i	ʃ a m pʰ i	ɕ a m p i	ɕ a m p i	ʃ a m pʰ i	ʃ a m p i	ʃ a m pʰ i	ʃ a m p i
1796	kʰ a b a ɾ a	kʰ a b a r		kʰ a b a r				pʰ a r
755		tʃ j a m t u ɾ t a	tʃ j a m t u ɾ t a					
2625		b e n a m z u m	b i n a z u ŋ			b o i n a m z u ŋ	b i n a z u ŋ	i n a ŋ z u m
2756	tʃ e r b u	s e r b u	s e r b u	s e r b u	s e r u	s e r b u	s e r u	s e r b u
1049	b u		b u	b u	b u	b u	b u	b u
2489		pʰ a k p o	pʰ a k p o					
483	w a	w a	w a		w a	w a	w a	w a
2045			l e j a ŋ b o		l e ŋ b o	l e j a ŋ b o		
591		n e g a ŋ	n e g a ŋ		n e g a ŋ	n e j a g a ŋ	n e g a ŋ	
2329	tʃ o k l a					tʃ o k a n	tʃ o kʰ e n	
2560	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ
2081		d̪ o ŋ b a	d̪ o ŋ b a			d̪ o ŋ k a n	d o ŋ kʰ e n	
2728	k o tʃ y ŋ	k o tʃ u ŋ	k o tʃ u ŋ	k u tʃ u ŋ	k o tʃ u ŋ	k o tʃ u ŋ	k o tʃ u ŋ	k o tʃ u ŋ
2699	tʃ a i t a ŋ p u			t a ŋ p u				s a p tʃ a t a ŋ p u
2295			b ɾ a k o		b e kʰ e n	b ɾ a k o	b r e k a kʰ e n	
2356	i p k a			i p tʃʰ a m	i p kʰ e n		i p kʰ e n	i p a n
1734	z i m u		z i m b u	z i m u	z e m b u	z i m b u	z i m b u	
80	tʰ u ŋ a	tʰ u ŋ g a		tʰ u ŋ g a	tʰ u ŋ g a	tʰ u ŋ g a	tʰ u ŋ g a	
2201		n a ʃ u				n a ʃ u		
2765	i n i ŋ			i ɲ i ŋ				i n i ŋ
347	m u m t̪ o k l o m			m u m t̪ o k l o m				
2296				tʰ o g tʃʰ a m				t o k p a n
1996	m u t̪ i r k a	m u ŋ t̪ a ŋ			m u ŋ d i r		m u ŋ d i r kʰ e n	m u ŋ d i r p a n
2256	pʰ u l o	pʰ u l o	pʰ u l o		u kʰ e n		pʰ u a kʰ e n	pʰ u l a n
590	n a			n a				n a
1235	n a m n i ŋ	n a m n i ŋ	n a m n i ŋ		n a m n i ŋ	n a m n e ŋ	n a m n i ŋ	n a m n i ŋ
1918					o tʰ u g a ŋ p u	u t u g a m p u	u t g a m b u	
2200	n a d̪ o k l a			n a d̪ o k tʃʰ a m				n a h a d o k p a n
2350					tʃ o kʰ ə n			tʃʰ o l a n
55	d̪ a i b a	d̪ a ʃ i b a k		d̪ a i b a		d̪ a ʃ i b a k	d a ʃ i	d̪ a ʃ i b a k
2492		ʃ e ʃ u				ʃ e ʃ u		
200		pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a			pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a	
135		tʃʰ i ŋ kʰ a ŋ	tʃʰ i ŋ kʰ a ŋ	tʃʰ i ŋ kʰ a ŋ				
918		j a ŋ l u	j a ŋ l u		j a ŋ l u	j a ŋ l u ŋ	j a ŋ l u ŋ	j a ŋ l u ŋ
1987	ts a m	s a m	s u m	s a n	s a m	s a m	s a m	ts a m
2191		m a g ɾ a k a n				m a g ɾ a k a n	m a g r a kʰ e n	
1133		j u		j u	j u	j u	j u	
