COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
14-1	k u r g i									
18-1	d a r g r									
35-1	h i ts u θ u r									
36-1	h u ts a θ u r									
48-1	n a t a i									
60-1	θ u r i i									
63-1	ʔ i r a u i r									
64-1	k ʔ r									
67-1	h a i									
68-1	n x r									
71-1	ts ʔ r									
76-1	h u n i r									
83-1	θ u n u r									
87-1	h a ɴ g r									
95-1	m i m i i									
98-1	h a ɴ a i									
99-1	k u ts i i									
-102-1	ʔ i ts a r									
103-1	θ u m i r									
110-1	θ x r									
116-1	u u g i r									
120-1	n u m u r									
132-1	k i i u r									
139-1	k u r u ʔ u r									
140-1	u g u e u r									
156-1	θ a θ a r u									
168-1	θ u i i r									
169-1	h u s i r									
170-1	m ʔ a u i									
173-1	ʔ s i r									
180-1	k u m u r									
185-1	h a i i									
186-1	m u g r u i									
187-1	m ʔ ts i i									
190-1	a k a i r									
193-1	k iː r u i									
194-1	s i r u i									
195-1	k u r u i									
216-1	m a r ui r									
221-1	n a u									
239-1	ʔ θ u r									
252-1	m i tɕ u i									
253-1	w u z ɨ i									
254-1	ʔ θ u θ u r									
266-1	k a z g i									
267-1	n a g a r g r u r									
268-1	u u i i									
272-1	a m x r									
276-1	a r a u r									
281-1	m u s i r									
304-1	θ u ɨː a r i									
305-1	ts i ts i									
308-1	h a n a r									
309-1	k u s a r									
310-1	θ u r									
311-1	ɴ i i									
342-1	g u k i r									
346-1	k u r a i									
347-1	k i r u r									
348-1	h i r u i									
351-1	θ θ ʔ a r									
361-1	u m u i i									
379-1	k u ʔ a ɴ u i									
394-1	h i d a r i i									
395-1	m ʔ dʑ i r									
400-1	h i i a r u i									
412-1	ʔ a k g r u r									
413-1	θ u k ʔ s u u r									
414-1	h u r u r									
422-1	h u k u r g r u i									
423-1	k a ɴ t a i r u i									
430-1	h a i u r									
435-1	h u i u r									
446-1	s i θ a r									
447-1	ʔ x r									
458-1	θ u s i i									
56-1	h i θ u r									
62-1	ʔ n u i									
70-1	ts a n i r									
96-1	m x r									
101-1	h a r									
114-1	k u ɨː i i									
119-1	k i m u r									
134-1	ʔ i ɴ g r u r									
138-1	ʔ i n u r									
146-1	a r u k u r									
161-1	g u r									
182-1	k ɨ m u r i i									
188-1	g a m a r									
196-1	g u r u i									
262-1	h i r u u a i									
300-1	h a s u r									
313-1	d x r									
350-1	ʔ g u a i									
352-1	ts i i a i									
396-1	h u r b r									
401-1	u ʔ u r									
420-1	u θ u r u r									
424-1	u ts u u r									
442-1	ʔ i m i r u i i r									
455-1	ʔ k ʔ r j r u i									
15-1	a r x r									
49-1	u g a a u r									
130-1	m i r u r									
149-1	k u r u i									
175-1	s u n a r									
199-1	a θ z r									
230-1	a ɴ u h ʔ									
233-1	a ɴ u h i u									
264-1	k i r i r									
274-1	ɴ u r a ts a r i									
298-1	k g t a z u r									
303-1	h a r a dʑ a ts a r									
354-1	a θ ui i									
369-1	k i r i r u									
376-1	w a r z r									
415-1	m u s u ɨː u r									
418-1	n w r									
456-1	θ ɨ n a r									
59-1	ʔ u r									
118-1	ʔ i r iː θ r									
142-1	θ u b u r									
14-2		k o r e								
18-2		d a r e								
35-2		h i t o tɕ u								
36-2		h u t a tɕ u								
48-2		n a g a kʲ								
60-2		t o r i								
63-2		s i r a m i								
64-2		k i								
67-2		h a								
68-2		n e								
71-2		tɕ i								
76-2		h o n e								
83-2		tɕ u n o								
87-2		h a n e								
95-2		m i m i								
98-2		h a n a								
99-2		k u tɕ i								
-102-2		s i t a								
103-2		tɕ u m e								
110-2		t e								
116-2		m u n e								
120-2		n o m u								
132-2		k i k u								
139-2		k o r o s u								
140-2		o w o m u								
156-2		t a tɕ e r u								
168-2		tɕ u k i								
169-2		h o s i								
170-2		m i dʑ u								
173-2		i s i								
180-2		k u m o								
185-2		h a i								
186-2		m o e r u								
187-2		m i tɕ i								
190-2		a k a i								
193-2		k i r o kʲ								
194-2		s i r o kʲ								
195-2		k u r o kʲ								
216-2		m a r iː								
221-2		n a m								
239-2		i tɕ u								
252-2		m i ts u								
253-2		ts o ts u								
254-2		i tɕ u tɕ u								
266-2		k a dʑ e								
267-2		n a g a r e r u								
268-2		u m i								
272-2		a m e a								
276-2		a r a u								
281-2		m u s i								
304-2		tɕ u b a k								
305-2		tɕ i tɕ i								
308-2		h a n a								
309-2		k u s a								
310-2		t o								
311-2		n i								
342-2		ts u k i a								
346-2		k u r a kʲ								
347-2		k i r u								
348-2		h i r o i								
351-2		t oː i a								
361-2		o m o i								
379-2		k u s a r a								
394-2		h i d a r i								
395-2		m i g i								
400-2		h i b a r u								
412-2		s a k e r u								
413-2		tɕ u k i s a s u								
414-2		h o r u								
422-2		h u k u r e r u								
423-2		k a g a e r u								
430-2		h a k u								
435-2		h u k u								
446-2		s i t a a								
447-2		u e								
458-2		t o s i								
56-2		h i t o								
65-2		k a oː a								
70-2		t a n e								
75-2		k a oː a								
114-2		k u b i								
119-2		k i m o								
161-2		i u								
171-2		k a oː a								
188-2		w a m a								
196-2		dʑ o r u								
262-2		h i r u m a								
300-2		h e s o								
313-2		d e								
350-2		s e m a kʲ								
352-2		tɕ i k a kʲ								
396-2		h u r u								
