COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
161	s o t ⁵			s ai t ⁵			s ʊ t ⁵
268	pʰ ɔ ʔ ³¹			pʰ o ³			
104	l a ³		l a ²				l u m ⁴
565				ŋ a ³⁴			ŋ ɔ t ³²
421	n j ɔ p ⁴¹	n a p ⁵²	m j o k ³²	n a p ⁴		h n a ts	m j u p ³⁴
375	ŋ a̰ m ⁵³		m j e ³²	m i t ³			m ɪ t ³
179	ʔ u t ⁵	ʔ u ³	w ə ⁵	ʔ au ²			ʔ ʊ t ³²
275	n u ⁵	n au ŋ ⁵²	n õ ŋ ⁵	n au ŋ ³²		n uˀ	
381	dʒ ɛ t ⁵⁴			dʒ i t ⁵			
88	n j ṵ k ³⁵		m j o k ⁵⁴	m j æu ʔ ³²			m j u ʔ ⁵³
428				s a t ⁵⁴	ʃ w ai ʔ ³¹	s u t	s ʊ t ⁵⁴
85						h b i n	pʰ ɛ n ³
465	tʰ ai ʔ ³¹		tʰ e ⁵³	tʰ a ⁴³		pʰ ai	tʰ ai ⁵⁴
182	n ɔ̰ ³¹		n ɔ̃ ³	n ɔ ³		h n a	
573	h a ŋ k ⁵⁴	kʰ a k ³	h a ŋ ⁴				
12	j a ŋ ⁵³		j ɔ ʔ ³¹	j a ⁴¹	j ʊ ŋ		β w ɔ ʔ ³²
99	h u ⁵		h ø ⁵	h au ³			h u ³
329	m a ŋ ⁵		m a ŋ ³⁴	m a ³⁴³	m ɔ ŋ ³¹		
191	k ṵ k ⁵⁴		g o k ⁵³			k a m	k ṵ ʔ ⁵
49	h w i ⁵		h ḛ i ⁴²				h w i ³
162			j ɛ m ³			ʔ i m	
498	d j u ŋ ³	l a ŋ ²³	l ə ŋ ⁴	l a ŋ ³⁴			
234	k a̰ ŋ ³		g a ŋ k ⁵²	k a̰u ŋ ⁴			
83	tʃʰ au ³		tʃʰ au ³¹	tʃʰ u k ⁵⁴	ʃ u ⁵⁵		tʃʰ w i ⁵³
109	pʰ ə ³			pʰ œ i ³²	pʰ u	p a	
462		p ḛ ʔ ²³	p j æ̰ p ³¹				b j ɔ ʔ ³
543	j a m ³		j æ̰ m ³			r a m	
296	m i ³¹		m ḛ ḭ ⁵¹	m ai ³²			
456	g ɔ ⁵		g ɔ ⁴	g o ³⁴	g a ³¹	k aˀ	g ɔ ³
436	tsʰ a m ³	x a m ³				tsʰ a m	
294	ʔ u ⁵		w ə ⁵	ʔ au ²	ʔ ai ʔ ³¹	ʔ u m	ʔ u ³
409	l ɔ ³¹		l ɔ ³¹	l o ³	ɹ ʊ ʔ	l aː	l e ⁴³
198		ʃʰ a ⁵²		ʃ ɔ ⁵¹			m w i ³¹
549	dʒ a m ³		dʒ æ m ⁵⁴				
73	dʒ ei ⁵⁴			dʒ i t ⁴⁵		ts eˀ	dʒ i ⁴
81			b æ m ³¹	p ḛ ⁴²		p a m	b a n ⁵³
60	kʰ j a m ⁴¹		kʰ au ³²				
17			p a ŋ ⁵³	b a ʔ ²¹			
406	tʰ u k ⁵³		tʰ o ʔ ⁵³	tʰ au k ⁵⁴		tʰ au k	tʰ u ʔ ⁴³
289	kʰ o ŋ ³		kʰ o ŋ ⁴²	kʰ au ŋ ³¹	kʰ au ŋ ⁵⁵	kʰ a ŋ	kʰ u ŋ ⁵³
178						k au k	g ɔ k ⁴
160		k o ŋ ⁵²	g a ŋ ³²	g a ³²			g ɔ ŋ ³²
493	j i ⁵		j i ³	ɣ i ³⁵			β w i ⁴
219	m a n ⁵		m oi ⁴⁵	m a̰ ḭ t ⁵			m u n ³⁴
339				l a p ³²			l ʊ p ³
392	n o̰ ³		n j ɔ̃ ³¹	m j a ŋ ³			
138	l j a̰ ŋ k ⁵³		j a̰ ŋ k ⁵³				
84	tʃʰ a ³		tʃʰ a ⁵⁴				
42	pʰ ə ⁵		pʰ ə ⁵	b ə t ³		pʰ u t	pʰ w i ²
379	kʰ j ɛ n ³		kʰ j e ⁴³	kʰ ɪ n ⁴³		kʰ j ai	kʰ ɪ n ⁴²
156	m a n ³¹				m i ³¹	m iˀ	
404	d z o̰ ŋ ³	ts aː ŋ ³	d z o ŋ ²	d z au ŋ ³		tʰ w i ŋ	d z u ŋ ³¹
317	m ɔ t ⁴²		m oi ʔ ³				
267	s ai n ⁴³			s a ŋ ²¹			
469	kʰ au ⁵		kʰ au ³	kʰ o ʔ ⁵⁴	kʰ o ³¹	kʰ w iː	kʰ au ⁵²
402	s i ³		s ə ³	s ə p ²			ʃ ə ⁴
118				m j a ŋ ³²			m ɔ ³
305	kʰ j a ʔ ⁵³		kʰ j a ʔ ⁵³				kʰ a p ³²
442	d u ³		d u ³	d au t ⁴	t u ³¹	t uː	d u ⁵³
210	w o m ³	x w ĩ ³	w ɛ m ³			w a m	β w a m ³
56	l u k ³²		l o ʔ ³⁴	l au k ³²			l ʊ p ³
479					j ɔ ŋ ⁵⁵	h r a ts	
363	t a̰ ḭ ʔ ⁵³	t ḭ ²³	d a ŋ ²				d a ŋ ⁴³
344				m ø ʔ ⁵⁴	m j e ʔ ³¹	m w a t	m ʊ t ³²
204	tʃʰ a m ⁵		tʃʰ æ m ⁴			ts eˀ	tʰ a ŋ ⁵³
503	tsʰ ɨu ³		tsʰ u ³²	tsʰ au ³²		tsʰ u	tsʰ u ⁴³
