COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ³						
18-1	n j ɔ̰ n						
19-1	n j ³						
44-1	l u k						
50-1	tʰ ai ŋ ⁵						
62-1	s ai k ⁵³						
70-1	b a n ³¹						
75-1	n j ɔ ʔ						
97-1	tʃʰ a ŋ ³¹						
112-1	tsʰ ɔ ⁵						
122-1	n j u k ⁴²						
127-1	kʰ j ei						
132-1	j ɔ ʔ ³²						
133-1	n ɔ ⁵						
135-1	n au ⁵						
142-1	d z i ³¹						
143-1	ŋ j ʔ ⁵³						
149-1	j u ⁵						
152-1	ŋ ɔ ³						
157-1	b ɔ ⁵						
183-1	ʔ u ⁵						
184-1	n u k ⁵³						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ³¹						
192-1	n ɔ ³						
195-1	n ɔ ³						
200-1	k a ⁵						
216-1	s ai n ⁵						
218-1	l ɔ ʔ ³²						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei						
244-1	s a t ⁵						
253-1	n j ḛ						
270-1	m j ⁵						
278-1	n j ɔ ŋ ³¹						
279-1	j u ⁵						
285-1	j a m m						
308-1	d j i ³						
322-1	m j ⁵						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³						
341-1	d z ʔ ³						
347-1	ʃ u k						
362-1	j a ³¹						
391-1	j ɛ p						
394-1	m ɔ ʔ ³²						
397-1	tʃʰ ei ⁵						
443-1	n j æ̰ p						
460-1	s a ʔ ⁵⁴						
463-1	w a ³¹						
464-1	j u ŋ ³						
473-1	s a m ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ a ³						
494-1	g j ⁵						
496-1	tʰ j ŋ ³						
516-1	d a ⁴¹						
522-1	n ɔ ʔ ³²						
523-1	pʰ j ɨu ³						
524-1	n j ³						
540-1	kʰ ɔ ⁵						
3-1	b w i ⁴²						
6-1	g j ḛ						
7-1	d z m ³¹						
20-1	n a̰ p ³¹						
51-1	ŋ a n ⁴²						
64-1	g au ŋ ³						
