COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d u															
1089-1	n aː r															
1319-1	n ei															
1398-1	s u k u r															
1557-1	k i r oː															
1626-1	w a g a															
1840-1	t i k															
2247-1	k oː															
4677-1	k u r oː j															
5162-1	m i t b															
5406-1	t aː n d															
359-1	k a r u															
1577-1	k i r oː															
2196-1	n a r a															
2230-1	s i g oː															
2533-1	b a r a															
3605-1	k a n d b															
3866-1	e t u															
4553-1	t a k u															
4822-1	k u m b b															
5254-1	d u r ɔ															
503-1	k i t e															
1356-1	m a j̃															
1881-1	n uː m r															
3218-1	t z t u															
3372-1	n a s a															
3718-1	a r a															
4135-1	b a n u															
4694-1	g u d u															
807-1	k b m b															
2320-1	k a k ɛ															
2476-1	k d															
3719-1	m															
4081-1	d a m b i															
4313-1	n ɛ m															
4460-1	s ɔ j															
5810-1	t i r i															
93-1	d ɔ															
260-1	t i t b															
385-1	n̩ ɛ m b ɛ															
890-1	a m b r r															
1336-1	t oː g oː															
1703-1	b aː															
1769-1	t ɛ m b b															
2162-1	b ɛ r ɛ															
2635-1	s b															
3031-1	d ɛ g ɛ															
4591-1	t k r b															
5301-1	t ɛ r u															
5605-1	t i s ɛ															
463-1	d u m b u															
1432-1	t a r u															
1474-1	t ɔ t															
1788-1	s b r															
2044-1	d i m b b															
2713-1	t ɛ m d d t b															
3219-1	t aː t u															
3425-1	j uː															
4184-1	n n r															
4629-1	n u t ɔ															
4759-1	n i j̃															
4904-1	n u t d															
4960-1	k i n aː n̩ b															
4980-1	t o															
5059-1	g u j̃ b															
5339-1	t a g a															
5549-1	t d w d															
5905-1	t i t															
5922-1	b i r ɛ															
5938-1	a d uː n d															
1-1	t ɛ															
483-1	g oː s u															
629-1	t r̃ r															
667-1	ɛ w ɛ															
1254-1	uː a s d r r u															
1415-1	k j															
1542-1	n t															
1683-1	s i j̃															
1898-1	t u r e															
2901-1	t u k k r															
2957-1	m a n d b															
3048-1	b i j															
3251-1	t a t a															
3885-1	t ɛ r ɔ															
4402-1	j i															
5622-1	t ɛ r b j															
6006-1	t e t d															
135-1	t u n d															
158-1	m ɔ s u															
194-1	b ɛ															
221-1	ɛ s u															
650-1	b b d i															
1152-1	t i w ɛ															
1374-1	k ɔ t t ɔ															
1452-1	g aː r a															
1862-1	i d i															
2083-1	k a k r															
2108-1	n a j̃															
2636-1	m															
2924-1	t oː r															
2941-1	b i r i															
3405-1	ɛ s ɛ															
3751-1	t ɛ j															
