COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
178	m i tɕ a					m t a			ɴ ts a	
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
240		d o k o	d o k o	d o k o	d o k o		d o k o	d o k o		d o k o
-136				n e r u	n e r u		n e r u	n e b u r u		
86			s iː b o							s i pː o
269	ʔ i x i	i k e		i k e			e k e	i k e		
81	x o g a								k uː g a	
387				eː	eː		eː			iː
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
399	s ɨ r u r i								ʃ i j u ɴ	
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
10	ʔʲ a					vː a			ʔʲ aː	
73	s i s i					s ɨː s ɨ			s i s i	
164				o h i s a m a	o h i s a ɴ		o ɸ i s a ɴ			o h i s a m a
406		n a g u r u						n a g u r u		n a ŋ u r u
235	x j a s i		i k e ɴ						ts aː	
207		a t a r a s i kʲ a					a t a r a s i	a t a r a s iː		a t a r a s iː
123			k uː				k uː	k uː		
427							k a ŋ u	k a g u		k a ŋ u
160	k u r ɨ r u r i		k ui r u			f iː ɭ			k w iː j u ɴ	
211				eː	eː		eː	eː		iː
341		k oː r i	k oː i	k oː r i	k oː r i		k oː r i	k oː r i		k oː r i
111		h a r a	h a r a	h a r a	h a r a		ɸ a r a	h a r a		
191	ʔ oː s a r i								ʔ oː s a ɴ	
444	m u θ u r i				m o ts u	m u ts ɨ	m o ts u	m o ts u	m u ts u ɴ	m o ts u
457					n a w a			n a w a		
287	h a g i	h a g i				k a r a p a dz ɨ				
124	x a m u r i								k a n u ɴ	
362	k i r i r a ɴ	k i r e ɴ n u a	k i r e ɴ		k i r e h e ɴ		k i r e ɴ			k i r e n a i
251	b i tɕ i n a								b i ɕ i n u	
398		k o s u r u	k o s u	k o s u r u	k o s u r u		k o s u r u	k o s u r u		k o s u r u
5					a ɴ t a					a n a t a
345	w a r a b ɨ					j a r a b i			w a r a b i	
136	n ɨ b u r u r i		n e i m u tɕː o i			n i v			n i ɴ z u ɴ	n e m u r u
43			tɕ i ɴ k e		tɕ iː s a i			tɕ iː s a i		tɕ i tɕː a i
431		n o m u		n o m u						
255		tɕ iː t o					tɕ iː t o			
-260	θ ɨ ɴ		t e i ɴ		t e ɴ	t i n	t e ɴ	t e ɴ dʑ i k u	t i ɴ	
248	ʔ a m a								ʔ a m a	
360	ʔ i kː j a s a r i								ʔ i ɴ ts a s a ɴ	
370		k i t a n a kʲ a	k i sː a n e		k i t a n a i		k i t a n eː			k i t a n a i
88	h i g i					pˢ ɨ g i				
338				k a n a i	k a k a			k aː s a ɴ		k a n a i
122				t a b e r u	t a b e r u					t a b e r u
280	n a g a m u ɴ								n a g a m u ɴ	
21	n uː					n a u			n uː	
155	i r u r i	i t e							i ts oː n	
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
443		s a g e r u		s a g e r u						
283			s e n a k a	s e n a k a	s e n a k a		s e n a	s e n a k a		s e n a k a
258	ʔ i k i r a s a r i								ʔ i k i r a s a ɴ	
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
91				a t a m a	a t a m a		a t a m a	a t a m a		a t a m a
203			s a m i		s a b ui		s a b iː	s a m ui		s a m ui
84		o b a		o	oː		o	o		
307		m i	m iː	m i	m iː		m i	m i		m i
244	x u m a					k o m a n			k u m a	
39			h u t e	h u t o i			ɸ u t eː			
224					a ɴ t a r a					a ɴ t a t a tɕ i
286								m u k oː z u n e	h w i ɕ a	
297	ʔ w ɨː s ɨ b a		s u b a			s u b a			ʃ i b a	
113	w a θ a					b a t a			w a t a	
32				j o k e	j oː k e					
215		j o kː j a	j o k a							
159				j a r u			j a r u	j a r u		
331	u θ u					b u t u		o tː o	u t u	
238				d oː	d oː		d o ŋ e	d o g a i n i		d oː
45							k o m eː		g u m a s a ɴ	
296		k u tɕ i b i r u		k u t i b i r o	k u tɕ i b i r u		k u tɕ i b e r o	k u tɕ i b e r a		k u tɕ i b i r u
386						m a tː oː β u			m a tː oː b a	
448	ʔ u d u ɴ	u m u				mː		u ɴ d a	ʔ ɴ d oː r u	
85	z u b u					dz uː			z uː	
107		h i dʑ a k a b u r a			h i z a			h i z a		h i z a
355					g o ts ui	u d a				
432			s u i u		s uː		s uː	s uː		s uː
206						m t i			m iː	
289		u d e		u d e		u d i	o d e	u d e		u d e
356		u s u kʲ a	ui s i	u s ui	u s ui		o s iː	u s ui		u s ui
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
330				ɕ u dʑ i ɴ	ɕ u dʑ i ɴ					ɕ u dʑ i ɴ
382			ts u r u ɴ		ts u r u ts u r u		ts u r u ts u r u	ts u r a ts u r a		
437					k o w a ŋ a r u					k o w a ŋ a r u
288			a ɕ	a s i	a s i		a s i			a s i
359		m i dʑ i k a kʲ a	m i ɕ k e	m i z o i	m i dʑ i k a i		m e tɕ i k eː	m i dʑ i k a i		m i dʑ i k a i
433	s i b u r u r i								ʃ i p u j u ɴ	
13			o i d o ɴ				o r a r a	o r a tɕ i		
126	k ui ts ɨ k ɨ r u r i	k ui ts u k u		k ui t u k u					k uː j u ɴ	
54						b ɨ k i d u m			w i k i g a	
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
-107			h iː z a				ɸ u z a			
151	n ɨ h u θ u r i								n i ɴ t oː ɴ	
153			s u w a iː tɕ o	s u w a r u	s u w a tː e r u		s u w a r u	s u w a r u		s u w a tː e r u
410	ʔ u θ u r i		u tː a k u						ʔ u ts u ɴ	
222	ʔʲ a x j a					vː a d u			ʔ i tː aː	
106						p ɨ s a			h w i ɕ a	
340	m a ɕ u					m aː s o			m aː ɕ u	
23	ʔ a r a ɴ					a r a ŋ				
339		ɕ o	s i o	s i j o	s i o		s i o	s i o		s i o
357	h i sː a r i					pˢ ɨ s ɨ			h w i sː a ɴ	
217	x o r a tɕ a ɴ					k aː r a ts ɨ			k aː r a ts oː r u	
426		k a m a r u		k a m u						
12				a s i r aː	w a t e r a					w a t a s i t a tɕ i
403		h oː r u		h oː r u	h o r u					
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
306	n a r i					n a ɭ			n a i	
117				k i m o					tɕ i m u	
247			a s i k o	a k o	a k o		a s u k o	a k o		a s u k o
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
3			o iː				o r a	o r e		
179		tɕ i tɕ i		t u t i	ts u tɕ i		tɕ i tɕ i	ts u tɕ i		ts u tɕ i
167	θ e d a					t i d a			t iː d a	
