COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d i															
1089-1	n aː															
1319-1	n iː															
1398-1	s u n u u															
1557-1	i r e															
1626-1	w aː w a															
1840-1	t i ŋ															
2247-1	g o															
4677-1	k u r e ŋ															
5162-1	m̩.b i r̃ ɛ															
5406-1	t aː n d iː															
359-1	g a r u															
1577-1	g i r e															
2196-1	n a r̃ a															
2230-1	s iː															
2533-1	b a r ŋː.e i															
3605-1	k a n d a															
3866-1	ŋː.e o s u															
4553-1	t a ŋː.e iː															
4822-1	k u m̩.b b o															
5254-1	d u r a															
503-1	tʃ i r̃ e.j̃ j̃															
1356-1	m̩.b a iː															
1881-1	n iː mː															
3218-1	b uː s u															
3372-1	n a mː a															
3718-1	ŋː.e a r a															
4135-1	b a r̃ iː															
4694-1	g u s u															
807-1	k ɔ m̩.b iː															
2320-1	k a n ɛ															
2476-1	k iː															
3719-1	mː															
4081-1	d a m b i															
4313-1	n ɛ m															
4460-1	s u j															
5810-1	p i r u															
93-1	d iː															
260-1	b i r ɛ															
385-1	z ɛ m b ɛ															
890-1	a m̩.b i r u															
1336-1	t e g e															
1703-1	b ɔː ŋː.e															
1769-1	t ɛ m b i															
2162-1	b ɛ r ɛ															
2635-1	s o															
3031-1	d ɛ g ɛ															
4591-1	k iː r															
5301-1	p aː r u															
5605-1	t i iː a j̃															
463-1	d u m̩.b b u															
1432-1	t a r iː															
1474-1	t ɔ ɔ															
1788-1	s															
2044-1	w i m b e															
2713-1	t o m ɛ d ɛ r ɛ															
3219-1	p s a															
3425-1	j iː															
4184-1	ŋ ɛ j ŋ															
4629-1	n u o ɔ															
4759-1	n iː j̃ e															
4904-1	n u n o a															
4960-1	dʒ i n iː z iː															
4980-1	t uː															
5059-1	g u iː o															
5339-1	p a g a															
5549-1	t a w a															
5905-1	t i r̃ u															
5922-1	b i r a															
5938-1	a u nː a															
1-1	p ɛ															
483-1	g s u															
629-1	d uː ŋ															
667-1	ɛ w ɛ															
1254-1	z a d u r u															
1415-1	uː uː															
1542-1	n iː															
1683-1	s iː															
1898-1	p u r̃ ɛ															
2901-1	t u n g u															
2957-1	mː a n d i															
3048-1	b iː j e															
3251-1	a r̃ a															
3885-1	d ɔ r u															
715-2		i														
1089-2		n aː														
1319-2		n p														
1398-2		s u n u u														
1557-2		g i r e														
1626-2		w a w a														
1840-2		t i p														
2247-2		g w̃														
4677-2		k u r iː j														
5162-2		m i r̃ e														
5406-2		t aː n i														
359-2		k a r iː														
1577-2		g i r e														
2196-2		n a r̃ a														
2230-2		s u g e														
2533-2		b a r i														
3605-2		k a n a														
3866-2		o s u														
4553-2		t aː g u														
4822-2		k u m b o														
5254-2		dʒ u r ɔ														
503-2		k i r̃ ɛ r														
1356-2		m a w̃														
1881-2		n w̃ w̃ j̃														
2084-2		j p p ɛ														
2420-2		k u r ɔ														
3218-2		p j̃ s u														
3372-2		n a w̃ a														
3718-2		a r iː														
4135-2		b a n u j̃														
4694-2		g u s u														
807-2		k oː m u														
2320-2		k a j̃ i														
2476-2		k iː														
2842-2		dʒ i g u														
4081-2		d a w̃ b i														
4313-2		n ɛ m														
4460-2		s i j̃ ɔ														
5514-2		n ɛ n ɛ														
5810-2		p i r ɛ														
93-2		d ɔ														
260-2		b e r e														
385-2		dʒ ɛ m b ɛ														
890-2		a m b iː r i														
1336-2		t e g e														
1703-2		b p														
1769-2		t ɛ m b i														
2162-2		b ɛ r ɛ														
2635-2		s o														
2735-2		d a n iː														
3031-2		d ɛ g ɛ														
4591-2		k p r i														
5301-2		p ɛ r i														
5605-2		t i w̃ ɛ														
296-2		dʒ a m b i														
463-2		dʒ u m b u														
762-2		b a n a s i														
1432-2		t a r iː														
1474-2		t ɔ														
1788-2		s i r iː														
2044-2		d i m b e														
2713-2		t ɛ w̃ ɛ d ɛ r ɛ														
3219-2		p s a														
3425-2		j iː														
4184-2		ɲ aː j̃														
4629-2		n u w̃ ɔ														
4759-2		n i j̃ ɛ														
4904-2		n u w̃ a														
4960-2		i aː dʒ i														
4980-2		t p														
5059-2		g i r o														
5125-2		ɔ n dʒ ɔ														
5339-2		p a g a														
5549-2		t ɔ w ɔ														
5771-2		dʒ uː g uː														
5905-2		t i n														
5938-2		a l u n														
1-2		p ɛ														
483-2		g eː s u														
629-2		d o														
667-2		ɛ w ɛ														
1254-2		dʒ a d u r u														
1415-2		ɲ j̃														
1542-2		n w̃														
1683-2		s i e														
1898-2		p i r̃ o														
2551-2		r i														
2901-2		t u ŋ i														
2957-2		w̃ a n i														
3048-2		b i j e														
3251-2		b a r a														
3885-2		d ɛ r i														
715-3			t u ʔ ʔ													
1089-3			n eː ʔ													
1319-3			n eː													
1398-3			s u g u l i													
1557-3			g i eː e													
1626-3			w a g a													
1840-3			t eː													
2247-3			eː eː													
