COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ³						
18-1	n j a ŋ ⁵						
19-1	n ɔ ³						
44-1	l u ʔ ⁵						
50-1	tsʰ j ŋ ³¹						
62-1	s ai k ⁵³						
70-1	b a n ³¹						
75-1	n j ɔ ʔ						
97-1	tʃʰ a ŋ ⁵						
112-1	tsʰ ɔ ⁵						
122-1	n j u k ⁵						
127-1	kʰ w ɔ ³¹						
132-1	w ɔ ʔ ⁵³						
133-1	n ṵ ⁵						
135-1	n au ⁵						
142-1	d z ³ ³¹						
143-1	ŋ ɔ ³ ⁵³						
149-1	ʔ a ⁵						
152-1	ŋ ɔ ³						
157-1	b ɔ ⁵						
183-1	ʔ u ⁵						
184-1	n ṵ ʔ ʔ						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ³¹						
192-1	n a ³						
195-1	n ɔ ³						
200-1	k a t ³¹						
216-1	s ai ŋ ⁵						
218-1	l ɔ ʔ ⁵						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei ³¹						
244-1	s w t ⁵						
253-1	m ɔ ³						
270-1	n ɔ ³¹						
278-1	m j ³ ŋ ³¹						
279-1	w a ³						
285-1	j a m m						
308-1	d j ⁵						
322-1	n i ³¹						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³¹						
341-1	d z ³						
347-1	ʃ u ʔ ³¹						
362-1	j i ³¹						
391-1	j a p ³						
394-1	m ɔ ɔ ⁴³						
397-1	tʃʰ ei ⁵						
443-1	n j a p ⁵³						
460-1	s a t ⁵³						
463-1	w a ³¹						
464-1	j u ŋ ⁵						
473-1	s a m ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ a ³¹						
494-1	g ɛ ⁵						
496-1	h j ɛ n						
516-1	w a ³						
522-1	n ɔ ʔ ⁴³						
523-1	pʰ j ɔ ³						
524-1	n a ³¹						
540-1	kʰ ɔ ⁵						
3-1	b w ³						
6-1	g j ⁵³						
7-1	dʒ w n ³						
