COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	n j ɛ ŋ						
19-1	n j ³¹						
44-1	l u ʔ ³						
50-1	tʃʰ j ŋ ³						
62-1	s a k ⁵						
70-1	b a n ⁵						
75-1	m j ɔ ʔ ³						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ ɔ ⁵						
122-1	m j u ʔ ³						
127-1	kʰ w ei ³						
132-1	w ɔ ʔ ³						
133-1	n au ³						
135-1	n au ⁵						
142-1	d z i ³¹						
143-1	ŋ ɔ ʔ ⁵³						
149-1	u u ³						
152-1	ŋ ɔ ³						
157-1	d ɔ ⁵						
183-1	ʔ u ⁵						
184-1	n u ʔ ⁵³						
185-1	tsʰ a ³						
189-1	n j ɔ ʔ						
192-1	n j ³						
195-1	n ɔ ³						
200-1	k a ɛ						
216-1	s a ŋ ⁵						
218-1	l ɔ ʔ ³						
225-1	s a ŋ ⁵						
235-1	kʰ j ei						
244-1	s w ei						
253-1	m j ³						
270-1	m j ³						
278-1	m j u ŋ ³¹						
279-1	w a ³						
285-1	j j n ³						
308-1	d j ⁵						
322-1	m ei ⁵						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	d z ɔ ³						
347-1	ʃ u ʔ ³						
362-1	j j ³¹						
391-1	j a p ³						
394-1	m ɔ ʔ ³¹						
397-1	tʃʰ j ³						
443-1	n j u p ⁵³						
460-1	s a t ³						
463-1	w a ³¹						
464-1	ʔ u ŋ ³						
473-1	s u n ³						
476-1	kʰ j u k						
481-1	tsʰ a ³						
494-1	g j ⁵						
496-1	tʃʰ j u ŋ ³						
516-1	w ɛ ³						
522-1	n ɔ ʔ ³¹						
523-1	pʰ j u ³						
524-1	n ɛ ³						
540-1	kʰ ɔ ⁵						
3-1	b j ³¹						
6-1	k j ³						
7-1	d ɔ n						
20-1	n a p						
51-1	ŋ u ɛ						
64-1	g u ŋ ³						
65-1	g u k						
66-1	d z u ⁵						
71-1	ʃ ei ⁵						
72-1	ʔ a ³						
76-1	w ɔ ³						
77-1	n j ʔ ³						
78-1	m au ³¹						
82-1	d u ŋ ⁵						
87-1	ŋ ɔ ³¹						
93-1	l a n						
94-1	m j ³						
100-1	s w ɛ ⁵						
116-1	l a ³						
119-1	w a ³ ³						
124-1	b j u ³						
136-1	l j ei						
137-1	kʰ j au ³¹						
144-1	s u t ⁵³						
145-1	d u ŋ ³¹						
146-1	m au ʔ						
150-1	g j ɔ ʔ ³						
154-1	m j ³¹ ³						
165-1	dʒ j ŋ ³						
166-1	pʰ j ɔ ³						
169-1	k j a̰ ŋ ³						
170-1	b j ɔ ³						
171-1	j a ŋ ³						
174-1	l a m ³¹						
181-1	m j ɔ ʔ						
193-1	b ɔ ³						
205-1	n ṵ t						
206-1	m w ʔ ³						
212-1	tʃʰ ɔ ʔ ³						
214-1	l u n ³						
217-1	j u ³¹						
224-1	n j au ⁵						
228-1	b au ⁵						
238-1	j au ⁵						
241-1	ʃ ɔ ⁵						
246-1	g j u ⁵						
256-1	ʔ a ³						
257-1	pʰ ɔ ³						
272-1	m ɔ ⁵						
273-1	ʔ a ³						
274-1	m a ŋ						
1-2		m au ⁵²					
4-2		l a ⁵²					
18-2		m j ²³					
19-2		n j ⁵²					
44-2		l a k					
50-2		s a ŋ ⁵²					
62-2		s a ⁵² ⁵²					
70-2		p a n					
75-2		m j a ʔ ⁵²					
97-2		tʃʰ a ŋ					
112-2		ts a ⁵²					
122-2		m j a k ⁵²					
127-2		kʰ a i					
132-2		a̰ a ʔ ⁵²					
133-2		n a ⁵²					
135-2		n au ²³					
142-2		ts a a					
143-2		ŋ a ʔ ⁵²					
149-2		ʔ a					
152-2		ŋ a					
157-2		p a ⁵²					
183-2		ʔ a ⁵²					
184-2		n a ʔ ⁵²					
185-2		ts a m					
189-2		m j a ʔ					
192-2		n a					
195-2		n a					
200-2		k a ²³					
216-2		s a ŋ ⁵²					
218-2		l a ʔ					
225-2		s a ŋ ⁵²					
235-2		kʰ j i					
244-2		s a i					
253-2		m i					
270-2		m i ⁵²					
278-2		m a a ŋ					
279-2		a a ⁵²					
285-2		j a m ⁵²					
308-2		p j ²³					
322-2		m i ⁵²					
325-2		kʰ au ⁵²					
337-2		m j a ŋ					
341-2		t a a					
347-2		ʃʰ a ʔ ⁵²					
362-2		j i ⁵²					
391-2		j a p ⁵²					
394-2		m a ʔ					
397-2		tʃʰ i ⁵²					
443-2		n j a p ⁵²					
460-2		s a ʔ ⁵²					
463-2		a a					
464-2		ʔ a ŋ ⁵²					
473-2		s a m ⁵²					
476-2		kʰ j ŋ k ⁵²					
481-2		ts a					
494-2		k i ⁵²					
496-2		ts a a ²³					
516-2		a̰ a					
522-2		n a ʔ					
523-2		pʰ j a					
524-2		n j					
540-2		kʰ a ²³					
3-2		p a					
6-2		k i ³					
7-2		ts a m					
20-2		n a ⁵²					
39-2		m j i ⁵²					
51-2		ŋ a					
72-2		ʔ a					
94-2		m j ²³					
100-2		s a n ⁵²					
116-2		l a ⁵²					
136-2		l a i					
137-2		kʰ j au ⁵²					
139-2		m i ⁵²					
150-2		k a a ʔ					
154-2		m w i					
166-2		pʰ j a ⁵²					
169-2		k j a ŋ					
170-2		p j a ⁵²					
171-2		j a ŋ					
174-2		l a m					
181-2		m j a ʔ ²³					
205-2		n a ⁵²					
206-2		m a ⁵²					
214-2		l a m ⁵²					
217-2		ʔ u ⁵²					
224-2		n j au ⁵²					
228-2		p au ²³					
246-2		k j a					
256-2		ʔ a					
257-2		pʰ a					
273-2		ʔ a ⁵²					
1-3			m au ³				
4-3			l o ⁵³				
18-3			m j e m				
19-3			n j				
44-3			l o ʔ ³				
50-3			tʃʰ j ŋ ³				
62-3			s ə k ⁵³				
70-3			b a n ³				
75-3			m j ɔ ʔ				
97-3			tʃʰ a ŋ ⁴				
112-3			tsʰ ɔ ⁴				
122-3			m j o ʔ				
127-3			kʰ w e				
132-3			w ɔ ʔ ³				
133-3			n au ³				
135-3			n au ⁴				
142-3			d z ɛ i				
143-3			ŋ ɔ ʔ ⁵³				
149-3			ʔ o				
152-3			ŋ ɔ				
157-3			b o ⁴				
183-3			ʔ o				
