COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
542	j ɨ h									j i									
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
343			kʼ ə ʃ ə		k ə ʃ ə		k j ə ʃ ə	kʼ ə ʃ ə		kʼ o s a									
62	f ə lː a									f ə l a ħ a		f ə lː a m			f ə l a			f ə l a	f ə l ə
538	ʔ ɨ nː ə sː u																n ɨ sː a t ə n		ʔ ɨ n o mː u
13		m ə kː a tʃː a	m ə t a g ə tʃ a																
662							w ə s tʼ ɨ n j ə	w ə s tʼ i n i j ə	w ə s tʼ										w ɨ s t
71		ʔ ə h				ʔ ɨ ħ ɨ w				ʔ ɨ ħ									ʔ ɨː n
166			b a n ə r ə m	b a nː ə r ə	b a nː ə s ə m			b a n ə r ə m			b a n ə r ə								
229												tʃʼ ə rː ə s ə				w ə dː ə ʔ ə	w ə dː ə ʔ ə		ʔ a tʃʼ i r aː kʼ
534	l a b	l a b																	
407																ʕ ɨ fː u n	ʕ u f a n		
116		g ə n g a d				ʔ ɨ n g ɨ d ʔ a													
337		kʼ ɨ l tʼ ɨ m								kʼ u l tʼ u m									
30										ħ a tʃʼ i					tʃʼ ɨ n			tʃ ɨ n	
49																m ə kʼ tʼ ə n			m ɨ s k ə t
513										ʔ uː n					ʔ uː n			ʔ u n	
126						w a l d				w iː dʒ						w ə l a d			
503				ʔ a j e d					ʔ ɨ w a j ə		ʔ ɨ w ə j ə								
600	w ɨ h a	ʔ a h o w a																	
383		b a r m a s i l a																	m aː ʃ u lː e
216	tʃʼ ə rː ə s ə	tʃʼ e rː ə s a													tʃʼ eː r ə s ə			tʃʼ eː r ə s ə	
321																t u	n a t u		
579															m ə g ə rː i			m ə g ə rː i	
187										b u tʃ i					b uː tʃ o			b u tʃ o	
594	g i zː e					g i z e					g ɨ z ɨ j ə	g ɨ z j e	g ɨ z j e	g e				g ɨ n	g i
364															b ɨ l			b ɨ l	
466						b ɨ ʕ u l				b a ʔ a w									
627															ʔ a w dʒ e			ʔ a w dʒ e	ʔ a w dʒ i
247	ʔ ɨ n kʼ u r a r i t	ʔ ɨ n kʼ u r a r i t													ʔ ɨ n kʼ u r a r i t	ʔ ɨ n kʼ ɨ r ʕ o b	ʔ ɨ n kʼ u r a r i t	ʔ ɨ n kʼ u r a r i t	ʔ ɨ n kʼ u r a r i t
170				d ə r ə w ə				j ə b a r ʔ a w i	ʔ a b a r a w		ʔ a b a r ʔ a w i								
217		ʔ a w								ʔ aː w									
301			k u t ə r a		k u tː ə r a		k u tː a r a	k u t a r a	k u t a r a		k u t a r a		k u tː ə n a	k u tː ə n a					
118			tʃ ə n ə		tʃ ə n ə		tʃ ə n ə	tʃ ə n ə	tʃ ə ɲ ə				tʃ ə ɲː ə						
186										kʼ oː tʃʼ a					kʼ oː tʃ e			kʼ oː tʃ e	kʼ uː tʃ i
310										w ɨi̯							w u ʕ ui̯		
