COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʃʼ ɨ																		
107-1	g a m ə lː a																		
112-1	d a b ə n a																		
331-1	n ə g t s																		
377-1	b ə kʼ l r ə																		
381-1	ʔ a h																		
417-1	r u j																		
451-1	s ə b a t																		
454-1	ʔ a s ə r																		
484-1	s ɨ bː ɨ s t																		
535-1	ʔ a s ɨ r																		
543-1	s ə sː t																		
593-1	ʔ a m u s																		
640-1	m a n																		
1-1	d ə bː ə r ə																		
65-1	tʃʼ u b																		
212-1	ʔ ə n																		
244-1	ʔ a r b ə t																		
248-1	m u r a																		
293-1	f ə r ə j																		
373-1	kʼ ə m a r																		
408-1	b ə r a																		
414-1	d ə b a kʼ ə																		
601-1	ʔ ə r o																		
642-1	n ə f a s																		
60-1	n ə f ə s ə																		
115-1	l a r a																		
209-1	s ə m u t																		
242-1	ʔ a b ɨ s t																		
415-1	j ɨ n a b																		
450-1	j ə r																		
490-1	tʃʼ ə bː a																		
638-1	s ɨ r ə																		
645-1	kʼ a r																		
160-1	bː ə r ə kʼ																		
208-1	ʔ ə n kʼ w a a																		
214-1	ʔ a bː																		
378-1	ʔ a n g ə h																		
379-1	f ə s ə																		
409-1	ʔ ə t ə r																		
598-1	k w ə t																		
646-1	ʔ a h ə																		
210-1	f ə ʔ w ə r																		
215-1	ʔ a s ə b ə t																		
285-1	m ɨ tʃʼ a d																		
332-1	ʔ ə g ə r																		
380-1	ʔ a h t a																		
412-1	s a h ə n																		
64-1	d a bː ə																		
67-1	w ɨ r																		
251-1	f ə kʼ																		
294-1	m a r kʼ																		
597-1	ʔ ə m ə ə ə																		
7-1	ʔ a lː g a																		
158-1	kʼ ə m i s																		
372-1	f ə n f ə r																		
374-1	bː ə kʼ j r j																		
375-1	s ə b																		
411-1	h ə r a s																		
541-1	kʼ ə tʃʼ ɨ n																		
6-1	ə r f a t a																		
113-1	b u n																		
330-1	kʼ ə lː d																		
