COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e									
56-1	u m e									
96-1	a t a									
99-1	a t i k a n									
114-1	t o k									
115-1	u t									
133-1	t i p a a									
144-1	a t a w									
150-1	k a w									
234-1	k o m									
236-1	p a k u n									
241-1	a w i n									
249-1	i tʃ e									
1-1	w a t a ʔ									
2-1	w e m									
65-1	i w									
74-1	p a n a									
52-2		t t e								
56-2		u m e								
96-2		a r a i i								
99-2		a r i a e n								
114-2		t o k i s i								
115-2		u j r i i								
133-2		t i p r a a s i								
144-2		r r a a a s i								
150-2		k a w								
234-2		k o m								
236-2		p e k u n								
241-2		a w i n								
249-2		i s e								
74-2		p a n a								
93-2		t u p a r i s i								
95-2		w i k i i								
52-3			i i e							
56-3			u m e							
96-3			a t a tʃ							
99-3			a i e k a							
114-3			t u k u tʃ e							
115-3			i i i e							
133-3			tʃ e p a a a tʃ							
144-3			a t a w a tʃ e							
150-3			k a w							
234-3			k o m							
236-3			p e k u m							
241-3			a w i a							
249-3			i tʃ e							
1-3			w a i a							
2-3			p p m							
65-3			i w							
93-3			tʃ u p a r e tʃ e							
95-3			w i k							
52-4				i t e						
56-4				u m e						
96-4				a t a						
99-4				a t i k o n						
114-4				t o k						
115-4				u w u						
133-4				t i p a a						
144-4				a t a w						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a t a						
2-4				w m w						
65-4				i w						
74-4				p a n a						
93-4				t u p a t i						
95-4				w u k						
52-5					e t e					
56-5					o m e					
96-5					a r a s i					
99-5					a r i i o					
114-5					t o k i s i					
115-5					y i i i i i					
133-5					t i p a r a s i					
144-5					w t a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k y n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					w w m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w y k i					
52-6						i t a				
56-6						u a a				
96-6						a j a tʃ i				
99-6						a r i i i				
114-6						t u k i i				
115-6						u i i i i				
133-6						tʃ i p a g tʃ tʃ				
144-6						a t a a a i i				
150-6						k a w				
234-6						k u a				
236-6						p i k u				
241-6						a w i				
249-6						i tʃ a				
1-6						w a i a				
2-6						w a m				
65-6						i w				
74-6						p a a				
93-6						t u p a j i tʃ				
95-6						w i k i				
52-7							i t a			
56-7							u m e			
96-7							a a a			
99-7							a r i k u			
114-7							t u k u			
115-7							u z u			
133-7							t i p a a			
144-7							a a a w a			
150-7							k a w			
234-7							k u m			
236-7							p a k u n			
241-7							a w i n			
249-7							i ʃ e			
1-7							w a z a			
2-7							a a m			
65-7							i w			
74-7							p a n a			
93-7							t u p a r i			
95-7							w a k			
52-8								t t e		
56-8								y m e		
96-8								a r a i		
99-8								a r i a a		
114-8								t u k i s i		
115-8								y t i i		
133-8								t i p a a a s		
144-8								a t a a a s i		
150-8								k a w		
234-8								k u m		
236-8								p i k y n		
241-8								a w i n		
249-8								i s e		
1-8								w a t a		
2-8								y e m		
65-8								i w i		
74-8								p a n a		
93-8								t u p a r i s i		
95-8								a i i i		
52-9									i t e	
56-9									i m i	
96-9									a r a ʃ	
99-9									a r i i a n	
114-9									t o k i ʃ i	
115-9									i u i i ʃ i	
133-9									t i p a a a i	
144-9									a a a w a ʃ i	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ i	
1-9									w a t a	
2-9									w i m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i	
95-9									w i k i ʃ i	
52-10										i tʃ e
56-10										o m e
96-10										a r a tʃ
99-10										a r i r o n
114-10										t o k i
115-10										w r
133-10										tʃ i p a a tʃ
144-10										a r a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p a k o n
241-10										a w i n
249-10										i tʃ e
1-10										w a tʃ a
2-10										w w m
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ
95-10										w i k i
