COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ³¹								
495-1	n u ³¹								
838-1	ʑ a ³¹								
438-1	m ʐ w								
334-1	l w a ⁵⁵								
360-1	l ə ³⁵								
394-1	m ʐ ³¹								
221-1	ʑ a p ⁵⁵								
202-1	k u ʔ								
935-1	u au ³¹								
93-1	s a ŋ								
7-1	p a n ⁵⁵								
664-1	o ʔ ⁵⁵								
246-1	k a ʔ ⁵⁵								
547-1	s a k ⁵⁵								
555-1	ʑ a m ⁵⁵								
464-1	m au ³¹								
119-1	m ɔ ŋ ⁵⁵								
835-1	n a p ⁵⁵								
79-1	t ɔ ³¹								
693-1	ŋ u ⁵⁵								
477-1	n a p ⁵⁵								
891-1	tʰ ɔ ŋ ³¹								
528-1	ʐ o ⁵⁵								
797-1	k ʐ o ʔ ⁵⁵								
493-1	n i a ⁵⁵								
217-1	ʑ a p ⁵⁵								
896-1	oi ³¹								
452-1	m ʐ o ʔ ⁵⁵								
580-1	s ɔ ʔ ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m ɔ ŋ ³¹								
696-1	ŋ u ³¹								
86-1	t u ŋ ⁵⁵								
384-1	m ɔ n ³¹								
61-1	t a m ⁵⁵								
536-1	s a ʔ ⁵⁵								
731-1	ʂ a ⁵⁵								
779-1	tʰ ɔ ⁵⁵								
589-1	tʰ w a								
658-1	ɔ m m ⁵⁵								
456-1	m ʐ w a ŋ ⁵⁵								
183-1	k ʐ ³¹ a ⁵⁵								
785-1	x o ³¹								
714-1	u a ⁵⁵								
331-1	l w a								
665-2		ŋ o ²¹							
495-2		n i̱ ⁵⁵							
838-2		n o k ⁵⁵							
438-2		m j o ʔ							
334-2		l o ʔ ⁵⁵							
360-2		l i ²¹							
394-2		m j i							
221-2		j u p ²¹							
202-2		k u ²¹							
935-2		u ²¹							
93-2		tʃ o ²¹							
7-2		p i n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k o ʔ ⁵⁵							
547-2		s a k ⁵⁵							
555-2		j a m ⁵¹							
464-2		m au ²¹							
119-2		m o ŋ							
835-2		n a p ⁵⁵							
