COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ȵ̥ a ³¹								
495-1	n au ³¹								
838-1	ʑ a ³¹								
438-1	m ʐ a ŋ ⁵⁵								
334-1	l w a ⁵⁵								
360-1	l ə ⁵⁵								
394-1	m ʐ ³¹								
221-1	ʑ a p ⁵⁵								
202-1	k au ³¹								
935-1	o ³¹ ⁵⁵								
93-1	s a ³¹								
7-1	p a n ³¹								
664-1	o ʔ ⁵⁵								
246-1	k a ʔ ⁵⁵								
547-1	s a ʔ ⁵⁵								
555-1	ʑ a m ³¹								
464-1	m au ³¹								
119-1	m a ŋ ³¹								
835-1	n a p ⁵⁵								
79-1	t o ³¹								
693-1	ȵ̥ au ³¹								
477-1	n a ³¹								
891-1	tʰ w a ŋ								
528-1	ʐ o ⁵⁵								
797-1	k ʐ o ʔ ⁵⁵								
493-1	n i k ⁵⁵								
217-1	ʑ a p ⁵⁵								
896-1	x au ³¹								
452-1	m ʐ o ʔ ⁵⁵								
580-1	s a ³¹								
833-1	n ɔ ⁵⁵								
390-1	m a ŋ ³¹								
696-1	ȵ̥ au ³¹								
86-1	t u ŋ								
384-1	m a n ³¹								
61-1	t a n ³¹								
536-1	s a ʔ ⁵⁵								
731-1	ʂ ə ³¹								
779-1	o ³¹ ⁵⁵								
589-1	tʰ w a ⁵⁵								
658-1	o m ⁵⁵								
456-1	m ʐ w a ⁵⁵								
183-1	k ʐ ə								
785-1	kʰ a ³¹								
714-1	pʰ ə ⁵⁵								
331-1	l w a ³¹								
930-1	ȵ̥ a p ⁵⁵								
161-1	k a ŋ ⁵⁵								
814-1	kʰ ʐ ³¹								
179-1	k ʐ w a								
194-1	ʐ a ʔ ⁵⁵								
727-1	ʂ a ŋ ³¹								
260-1	x ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p au m								
59-1	t a t ⁵⁵								
506-1	pʰ i k ⁵⁵								
29-1	p a ⁵⁵ ⁵⁵								
316-1	tʰ ɔ a								
389-1	m ʐ w a ⁵⁵								
118-1	m ɔ ⁵⁵								
312-1	kʰ o ³¹								
490-1	n i ³¹								
436-1	m ʐ w a								
927-1	ȵ̥ a n ³¹								
383-1	m ɔ ʔ								
211-1	ʑ a m ³¹								
873-1	s a ŋ ³¹								
877-1	s a n ³¹								
344-1	l ə a ⁵⁵								
666-1	ȵ̥ a ³¹								
595-1	tʰ w a ŋ								
660-1	o ʔ ⁵⁵								
642-1	x a ŋ ³¹								
257-1	kʰ ʐ a ŋ ⁵⁵								
167-1	k ʐ w a								
880-1	t a t ⁵⁵								
484-1	n ɔ ŋ ³¹								
574-1	s ui ³¹								
718-1	ʂ a n ³¹								
811-1	kʰ au ³¹								
458-1	tʰ au ³¹								
884-1	ʈʂ a ³⁵								
205-1	k au ʔ ⁵⁵								
499-1	n i ⁵⁵								
706-1	ʂ a ³¹								
920-1	ȵ̥ ʐ ŋ ⁵⁵								
36-1	p ʐ a ŋ ⁵⁵								
665-2		ŋ o ⁵¹							
495-2		n o ʔ							
838-2		n o k ⁵⁵							
438-2		m j ʔ ⁵⁵							
334-2		l o ʔ ⁵⁵							
360-2		l i ²¹							
394-2		m j i							
221-2		j i p ⁵⁵							
202-2		k j ʔ ⁵¹							
935-2		u u ʔ							
93-2		t o ŋ							
7-2		p a̱ n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k a ʔ ⁵⁵							
547-2		s a k ⁵⁵							
555-2		j i m							
464-2		m j ⁵¹							
119-2		m a ŋ ²¹							
835-2		n a̱ p ⁵⁵							
79-2		t o̱ ²¹							
693-2		ŋ j ui ⁵¹							
477-2		n j p ²¹							
891-2		t a ŋ ²¹							
528-2		v u ⁵¹							
797-2		k j u ʔ							
493-2		n a k ²¹							
217-2		j a p ⁵⁵							
896-2		tʃʰ u t ⁵⁵							
452-2		m j ʔ ʔ ²¹							
580-2		s a t ⁵⁵							
833-2		n a̱ ŋ ⁵¹							
390-2		m a ŋ ⁵¹							
696-2		ŋ j ui ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ²¹							
61-2		t a ŋ ²¹							
536-2		s a p ⁵⁵							
731-2		ʃ i ²¹							
779-2		k o ⁵¹							
589-2		tʰ a ŋ ²¹							
680-2		ŋ j k ⁵⁵							
658-2		v u ⁵¹							
456-2		m j i ŋ ⁵¹							
183-2		k j i ²¹							
785-2		kʰ o ⁵¹							
714-2		kʰ o ⁵¹							
331-2		l o ⁵¹							
206-2		j o ⁵¹							
930-2		ŋ j p							
353-2		l i ŋ							
161-2		k a ŋ ²¹							
814-2		kʰ j ui							
179-2		k j ʔ ²¹ ⁵⁵							
194-2		j o ʔ ²¹							
727-2		ʃ a ŋ ²¹							
260-2		kʰ j a p							
144-2		k a ŋ ⁵¹							
53-2		p u m ⁵¹							
59-2		t o̱ ʔ ⁵⁵							
506-2		pʰ j i ²¹							
29-2		p j i ²¹							
316-2		tʰ a ʔ ⁵⁵							
389-2		m j i ŋ ⁵¹							
118-2		m a ⁵¹							
312-2		kʰ u ²¹							
490-2		n j ŋ							
436-2		m j i ²¹							
927-2		ŋ j n ŋ							
383-2		m a ʔ ⁵⁵							
211-2		j a m ⁵¹							
873-2		s a ŋ ⁵¹							
371-2		l i ŋ ²¹							
877-2		s a ŋ ²¹							
344-2		l a m ⁵¹							
666-2		ŋ o ŋ ⁵¹							
595-2		t a ŋ ²¹							
660-2		v u ʔ ²¹							
642-2		tʃʰ a ŋ ²¹							
257-2		kʰ j a m ⁵¹							
167-2		k j o ⁵¹							
880-2		t a p ⁵⁵							
337-2		v o ⁵¹							
484-2		n a ŋ ⁵¹							
574-2		s a m ²¹							
718-2		ʃ o ʔ ²¹							
811-2		kʰ j ui							
458-2		tʰ a ŋ ²¹							
884-2		t o̱ ²¹							
205-2		k u ʔ ²¹							
499-2		n a ŋ ⁵¹							
706-2		ʃ o ⁵¹							
920-2		u ŋ ²¹							
36-2		p j ŋ ŋ							
665-3			ŋ a ⁵⁵						
495-3			n a ⁵⁵						
838-3			n a ʔ ⁵⁵						
438-3			l a ʔ						
334-3			l a ʔ ⁵⁵						
360-3			l a ⁵⁵						
394-3			m j ⁵⁵						
221-3			j a ʔ ⁵⁵						
202-3			k au ʔ						
935-3			t a̱ ⁵⁵						
93-3			t a ³¹						
7-3			p a ʔ ³¹						
664-3			v a ŋ						
246-3			k j ʔ ⁵⁵						
547-3			s a k ⁵⁵						
555-3			j a ⁵⁵						
464-3			m au ³¹						
119-3			m j ³¹						
835-3			n a ʔ ⁵⁵						
79-3			t a̱ ³¹						
693-3			ŋ au ⁵⁵						
477-3			n j ʔ ⁵⁵						
891-3			t a̱ ŋ						
528-3			kʰ a ³⁵						
797-3			k j a ʔ ⁵⁵						
493-3			n a k ⁵⁵						
217-3			j a ʔ ⁵⁵						
896-3			tʃʰ a ʔ						
452-3			m j a k ³¹						
580-3			s a ʔ						
833-3			n a ⁵⁵						
390-3			m ɔ̃ ³¹						
696-3			ŋ j ⁵⁵ ⁵⁵						
86-3			t au ŋ ⁵⁵						
384-3			m ɔ̃ ³¹						
61-3			t ɔ̃ ³¹						
536-3			s a ʔ ⁵⁵						
779-3			k a ⁵⁵						
589-3			t ɔ̃ ³¹						
680-3			ŋ a ʔ ⁵⁵						
456-3			m j a ŋ ⁵⁵						
183-3			k j a ⁵⁵						
785-3			kʰ a ³⁵						
331-3			l a ⁵⁵						
206-3			j a ⁵⁵						
930-3			ŋ j ʔ						
353-3			l a ⁵⁵						
161-3			k a ³¹						
179-3			k j a ʔ ³¹						
194-3			j a ʔ ³¹						
727-3			ʃ ɛ̃ ⁵⁵						
260-3			kʰ j a ʔ ⁵⁵						
144-3			k a ⁵⁵						
53-3			p a ⁵⁵						
59-3			t a ʔ ³¹						
506-3			pʰ a ⁵⁵						
29-3			p a ⁵⁵						
316-3			t a ʔ ³¹						
312-3			kʰ a ³⁵						
436-3			m j a ŋ						
927-3			ŋ a ⁵⁵						
383-3			m a ʔ ³¹						
211-3			j a m ⁵⁵						
873-3			s a ŋ						
371-3			l a ŋ						
877-3			s ɔ̃ ³⁵						
344-3			l ɔ̃ ³¹						
666-3			ŋ a ŋ ⁵⁵						
595-3			t ɔ̃ ³¹						
660-3			v a ʔ ³¹						
642-3			tʃʰ a ŋ ³⁵						
257-3			kʰ j a ⁵⁵						
167-3			k j a ʔ						
880-3			t ɔ̃ ʔ ⁵⁵						
337-3			v a ⁵⁵						
484-3			n a ³¹						
574-3			s ɔ ³⁵						
718-3			ʃ ɿ ⁵⁵						
811-3			kʰ a ³⁵						
458-3			t au ŋ ³⁵						
884-3			t a ³⁵						
205-3			k a ʔ ⁵⁵						
499-3			n ai ⁵⁵						
706-3			ʃ a ³⁵						
920-3			j j ³⁵						
36-3			p j a ŋ						
665-4				ŋ j a ⁵⁵					
495-4				n w a̱ ³¹					
838-4				n əː k					
438-4				m j a ŋ					
334-4				l aː ʔ ⁵⁵					
360-4				l ə ŋ ³³					
394-4				m j ³¹ ³¹					
221-4				j j p ³¹					
202-4				k j i ³¹					
935-4				ʃ uː ⁵⁵					
93-4				s ɔː ⁵⁵					
7-4				p a n ⁵⁵					
664-4				ŋ j ŋ ³³					
246-4				k j k ⁵⁵					
547-4				s a̱ː ⁵⁵ ⁵⁵					
555-4				j j m ³³					
464-4				m ou ³¹					
119-4				m j ŋ ⁵⁵					
835-4				n aː p ⁵⁵					
79-4				t uː ⁵⁵					
693-4				ŋ j a ŋ ³¹					
477-4				n j k ³¹					
891-4				t a̱ː ŋ ⁵⁵					
528-4				j uː ³¹					
797-4				k j ɔː k ³¹					
493-4				n əː k ³¹					
217-4				j a p ³¹					
896-4				tʃʰ ei ³³					
452-4				m j uː ³¹					
580-4				s ɔː ⁵⁵					
833-4				n aː ŋ ⁵⁵					
390-4				m a ŋ ⁵⁵					
696-4				ŋ j a ŋ ³¹					
86-4				t uː ŋ ⁵⁵					
384-4				m a ŋ ⁵⁵					
61-4				t a̱ː ŋ ⁵⁵					
536-4				s a̱ː k ⁵⁵					
731-4				ʃ ə̱i ³³					
779-4				k j ⁵⁵					
589-4				t uː p ⁵⁵					
680-4				ŋ j k ŋ					
658-4				ŋ j m ³³					
456-4				m j a ŋ ³¹					
183-4				k j əː k					
785-4				kʰ a ŋ					
714-4				ʃ uː ³¹					
331-4				l aː ⁵⁵					
206-4				j ɔː ŋ					
930-4				ŋ j p ŋ					
353-4				l aː ŋ ³³					
161-4				k a ŋ ⁵⁵					
814-4				kʰ j ³¹					
179-4				k j ɔː ŋ					
194-4				j a ʔ ³¹					
727-4				ʃ o ⁵⁵					
260-4				kʰ j a ŋ ³¹					
144-4				k a m ³³					
53-4				p j m ³¹					
59-4				t a̱ː ʔ ⁵⁵					
506-4				pʰ aː k ⁵⁵					
29-4				p i k					
316-4				t a̱ː ʔ ⁵⁵					
389-4				m j a ŋ ³¹					
118-4				m a ŋ ³¹					
312-4				kʰ j ⁵⁵ ⁵⁵					
490-4				n əː ŋ ⁵⁵					
436-4				m j a ŋ ³¹					
927-4				ŋ j n ŋ					
383-4				m a k ³¹					
211-4				j a m ³³					
873-4				s j ŋ					
371-4				l aː ŋ ⁵⁵					
877-4				s a̱ː ⁵⁵					
344-4				l aː m ³³					
666-4				ŋ j ŋ ŋ					
595-4				t a̱ː ŋ ⁵⁵					
660-4				j j k ³¹					
642-4				kʰ a ŋ ⁵⁵					
257-4				kʰ j a ŋ ⁵⁵					
167-4				k j ɔː ⁵⁵					
880-4				t a̱ː p ⁵⁵					
337-4				j a ŋ ³³					
484-4				n aː ŋ ³¹					
574-4				s ui ⁵⁵					
718-4				ʃ o ⁵⁵					
811-4				kʰ j aːu ⁵³					
458-4				t uː ŋ ⁵⁵					
884-4				t uː k					
499-4				n əː ŋ ³¹					
706-4				ʃ ɔː ⁵⁵					
920-4				j jː ³³					
36-4				p j a ŋ ³¹					
665-5					ŋ ɔ ³¹				
495-5					n a̱ k				
838-5					n ɔ k				
438-5					m j ʔ				
334-5					l ɔ ʔ ³¹				
360-5					l a̱ ³⁵				
394-5					m j ³⁵				
221-5					j a̱ k ³¹				
202-5					k u k ³¹				
935-5					v ɔ ³¹				
93-5					s ɔ ³⁵				
7-5					p ɔ ʔ ³¹				
664-5					v ɛ̃ ³¹				
246-5					k j k ⁵⁵				
547-5					s a k ⁵⁵				
555-5					j j k ³¹				
464-5					m u k ³¹				
119-5					m j ʔ				
835-5					n ɔ ʔ ⁵⁵				
79-5					t ɔ̱ ³⁵				
693-5					ŋ ai ³¹				
477-5					n ɔ ʔ ³¹				
891-5					t a ŋ ⁵⁵				
528-5					v ɔ ³¹				
797-5					k j ɔ ʔ ⁵⁵				
493-5					n ɔ k ³¹				
217-5					j ɔ ʔ ³¹				
896-5					tʃʰ u k ⁵⁵				
452-5					m j u k ³¹				
580-5					s ɔ ʔ ³¹				
833-5					n ɔ ³⁵				
390-5					m ɔ̃ ³⁵				
696-5					ŋ a ³¹				
86-5					t au ³⁵				
384-5					m ɔ̃ ŋ ³¹				
61-5					t ɛ̃ ³¹				
536-5					s ɔ ʔ ³¹				
731-5					ʃ i̱ ³⁵				
779-5					v ɔ ³¹				
589-5					t ɔ̃ ³⁵				
680-5					ŋ ɔ ʔ ³¹				
658-5					v ɔ ³¹				
456-5					m j ɔ̃ ³¹				
785-5					kʰ ɔ ³⁵				
714-5					ʃ j ³¹ ³¹				
331-5					l ɔ ³⁵				
206-5					j ɔ ³⁵				
930-5					ŋ ɔ ʔ ³¹				
353-5					l a̱ ³¹				
161-5					k ɔ̃ ³⁵				
814-5					kʰ ai ³⁵				
194-5					j ɔ ʔ ³¹				
727-5					ʃ ɔ̃ ³⁵				
260-5					kʰ j ɛ ʔ ⁵⁵				
144-5					k a ŋ ³¹				
53-5					p a m ³¹				
59-5					t ɔ̱ ʔ ³¹				
506-5					pʰ j k ³¹				
29-5					p a k ³¹				
316-5					t ɔ̱ ʔ ⁵⁵				
389-5					m j ɔ̃ ³¹				
118-5					m ɔ ʔ				
312-5					kʰ ɔ ³⁵				
490-5					n j ⁵⁵				
436-5					m j ɔ ³¹				
927-5					ŋ ɔ ³⁵				
383-5					m a ʔ ³¹				
211-5					j ɔ ³¹				
873-5					s a ŋ ³¹				
371-5					l a ŋ				
877-5					s a ŋ ³⁵				
344-5					l ɔ̃ ³⁵				
595-5					t ɔ̃ ³⁵				
660-5					v ɔ ³¹				
642-5					tʃʰ ɔ̃ ŋ ⁵⁵				
257-5					kʰ j ɔ̃ ³¹				
167-5					k j ɔ ³¹				
880-5					t ɔ ʔ ⁵⁵				
337-5					v ɔ ³⁵				
484-5					n ɔ̃ ³⁵				
718-5					ʃ ɔ ³⁵				
458-5					tʰ ɔ̃ ³⁵				
884-5					t a ŋ ⁵⁵				
205-5					k a k ³¹				
499-5					n ɔ ³¹				
706-5					ʃ ɔ ³⁵				
920-5					kʰ j ŋ k				
36-5					p j ɔ̃ ³¹				
665-6						ŋ a ⁵			
495-6						n a ⁵			
838-6						j a ⁵			
438-6						m a a			
334-6						l a k			
360-6						l i j ⁵			
394-6						m i ⁵			
221-6						j a p			
202-6						k j ⁵			
935-6						w a ⁵			
93-6						c a ⁵			
7-6						p a n			
664-6						w a ⁵			
246-6						k a k			
547-6						s a k			
555-6						j a m			
464-6						m ui̯			
119-6						m a ⁵			
835-6						n a p			
79-6						t u ⁵			
693-6						ŋ ai			
477-6						n a ⁵			
891-6						t a ɲ			
528-6						w ʊ ⁵			
797-6						k j a k			
493-6						n a k			
217-6						j a p			
896-6						tʃʰ a t			
452-6						m j ui̯			
580-6						s a k			
833-6						n a ⁵			
390-6						m a ɲ			
696-6						ŋ ai			
86-6						t u			
731-6						s i j			
680-6						ŋ a k			
658-6						w a m			
183-6						k j ⁵			
714-6						tʃʰ a m			
206-6						j a ⁵			
353-6						l u			
814-6						kʰ j ⁵			
179-6						k r a k			
29-6						p a k			
389-6						m j a ɲ			
118-6						m a ⁵			
490-6						n a ⁵			
436-6						m j a ⁵			
383-6						m a k			
873-6						s a ɲ ⁵			
371-6						l a ɲ ⁵			
666-6						ŋ a ⁵			
337-6						w a ⁵			
484-6						n a ɲ			
574-6						s u m			
811-6						kʰ j ⁵			
205-6						k j a			
665-7							ŋ a ¹		
495-7							ˀn u ³		
838-7							j a ²		
438-7							m a a k ⁴		
334-7							l a k ⁴		
360-7							l i ²		
394-7							m j ²		
221-7							j a p ⁴		
202-7							g u ²		
935-7							ts a ²		
93-7							dz a ²		
7-7							b a n ²		
664-7							w a ŋ ¹		
246-7							g a k ⁴		
547-7							s i k ⁴		
555-7							j a m ¹		
464-7							m u ²		
119-7							m a ŋ ¹		
835-7							ˀn a p ⁴		
79-7							d a ²		
693-7							ŋ u ¹		
477-7							ˀn a p ⁴		
891-7							ˀt a ŋ ³		
528-7							r a ¹		
797-7							g j u k ⁴		
493-7							n i k ⁴		
217-7							j a p ⁴		
896-7							ˀts a t ⁴		
452-7							m j u k ⁴		
580-7							ŋ a k ⁴		
833-7							ˀn a ŋ		
390-7							m a ŋ ²		
696-7							ŋ u		
86-7							d ʊ ŋ ¹		
384-7							m a n ²		
61-7							d a n ¹		
536-7							s a k ⁴		
731-7							ʃ i ²		
779-7							g a ¹		
589-7							ˀt a ŋ ¹		
680-7							ŋ a k ⁴		
658-7							w a m ¹		
456-7							m j a ŋ ¹		
183-7							g j i ¹		
785-7							k a ²		
714-7							ʃ a ¹		
331-7							l a ²		
206-7							j a ²		
930-7							ŋ a p ⁴		
353-7							l i ¹		
161-7							g a ŋ ¹		
814-7							k ui ²		
179-7							g r a k ⁴		
194-7							r a k ⁴		
727-7							ʃ a ŋ		
260-7							k j a p ⁴		
144-7							g a m ¹		
53-7							b a m ¹		
59-7							d a k ⁴		
506-7							p a k ⁴		
29-7							b i k ⁴		
316-7							ˀt a k ⁴		
389-7							m j a ŋ ¹		
118-7							m a ³		
312-7							k a ²		
490-7							n j ³		
436-7							m j a ²		
927-7							ŋ a n ¹		
383-7							m a k ⁴		
211-7							j a m ¹		
873-7							ˀr i ŋ ¹		
371-7							l i ŋ ²		
877-7							s ɛ ¹		
344-7							l a m ¹		
666-7							ŋ a ²		
595-7							ˀt a ŋ		
660-7							w a t ⁴		
642-7							tʃ a ŋ ²		
257-7							k j a m ¹		
167-7							g j a ¹		
880-7							d a p ⁴		
337-7							w a ¹		
484-7							n a ŋ ¹		
574-7							s u m ¹		
718-7							ʃ a n ²		
811-7							k u ²		
458-7							ˀt u ŋ ²		
884-7							ˀt a k		
205-7							g u k ⁴		
499-7							n ai ¹		
706-7							ʃ a ²		
920-7							u a ŋ		
36-7							b j a ŋ ¹		
665-8								h ȵ ɑ ʔ ⁴	
495-8								n ɛ ʔ ⁴	
838-8								j ɛ ʔ ⁴	
438-8								m j ɛ ʔ ⁴	
334-8								l u ⁵³	
360-8								l u ²²	
394-8								m j ⁵⁵	
221-8								j e ²²	
202-8								tɕ ɑu ʔ ⁴	
935-8								t θ ⁵⁵	
93-8								t ɑ ⁵⁵	
7-8								p j ɛ ʔ ⁴	
664-8								n ɛ ²²	
246-8								tɕ ɑ ʔ ⁴	
547-8								t θ ɛ ʔ ⁴	
555-8								j e ²²	
464-8								m ɑ̃u ⁵⁵	
119-8								m ɑ ⁵⁵	
835-8								n ɛ ʔ ⁴	
79-8								sʰ ɑ ⁵⁵	
693-8								h ȵ ɑ ʔ ⁴	
477-8								n ɛ ʔ ⁴	
891-8								sʰ ɑ ⁵⁵	
528-8								j ɛ ²² ⁴	
797-8								tɕ ɑu ʔ ⁴	
493-8								n ɛ ʔ ⁴	
217-8								j ɛ ʔ ⁴	
896-8								sʰ ɑ ʔ ⁴	
452-8								m j ⁵⁵ ²²	
580-8								t θ ɛ ʔ ⁴	
833-8								n ɛ ʔ	
390-8								m j ⁵⁵	
696-8								h ȵ ɑ ʔ ⁴	
86-8								sʰ o ⁵⁵	
384-8								m j ɛ ʔ ⁴	
61-8								sʰ ɑ ⁵³	
536-8								t θ ɛ ʔ ⁴	
731-8								t θ e ²²	
779-8								j ɑ ⁵⁵	
589-8								tɕʰ o ⁵⁵	
680-8								h ȵ ɑ ʔ ⁴	
658-8								n ɛ ⁵⁵	
456-8								m j ⁵⁵ ʔ ⁴	
183-8								tɕ ɑ ʔ	
785-8								tɕʰ o ⁵⁵	
714-8								t θ ²²	
331-8								l u ⁵³	
206-8								j ɛ ʔ ⁴	
930-8								n ȵ ɑ ʔ ⁴	
353-8								l u ⁵³	
161-8								tɕ ɑ ɛ	
814-8								tɕʰ o ⁵⁵	
179-8								tɕ ɑ ʔ ⁴	
194-8								j ɛ ʔ ⁴	
727-8								t θ ɛ ʔ ⁴	
260-8								tɕʰ o ʔ	
144-8								tɕ ɑ ⁵³	
53-8								p j u ²²	
59-8								sʰ ɑ ʔ ⁴	
506-8								pʰ ɑ ⁵³ ⁴	
316-8								sʰ ɑ ʔ ⁴	
389-8								m j ɛ ʔ ⁴	
118-8								m ɑ̃u ⁵⁵	
312-8								tɕʰ o ⁵⁵	
490-8								n ɛ ʔ ⁴	
436-8								m j ɛ ʔ ⁴	
927-8								h ȵ ɑ	
211-8								j ɛ ʔ ⁴	
371-8								l u ⁵³	
877-8								t θ ɛ ʔ ⁴	
344-8								l ɑ ⁵³	
666-8								h ȵ ɑ ʔ ⁴	
595-8								sʰ ɑ ⁵⁵	
660-8								j ɛ ʔ ⁴	
642-8								m j ʔ ʔ	
257-8								tɕʰ o ²²	
167-8								tɕ ɑu ʔ ⁴	
880-8								j ɑ ʔ ⁴	
337-8								n ɛ ʔ	
574-8								t θ ɛ ʔ ⁴	
718-8								t θ ɛ ʔ ⁴	
811-8								tɕʰ o ⁵⁵	
458-8								sʰ o ⁵⁵	
884-8								sʰ ɑ ⁵⁵	
205-8								tɕ ɑu ʔ ⁴	
499-8								n ɛ ⁵⁵	
706-8								t θ ɛ ʔ ⁴	
920-8								tɕ ɑ ⁵⁵	
36-8								p j u ²²	
665-9									ɲ a ŋ ⁵⁵
495-9									n̥ u ŋ ⁵⁵
838-9									j ɔ ³¹
438-9									m ɔ ŋ ⁵⁵
334-9									l ɔ ʔ ⁵⁵
360-9									l ai ³¹
394-9									m ɯ ŋ ⁵⁵
221-9									j u p ⁵⁵
202-9									k ʐ ʔ ⁵⁵
935-9									tʃʰ au ³¹ ⁵⁵
93-9									s ɔ ³¹
7-9									p a n ⁵⁵
664-9									o ŋ ³¹
246-9									k ʐ a ŋ ⁵⁵
547-9									s ɔ ³¹
555-9									j u m ⁵⁵
464-9									m ɔ ³¹
119-9									m ɔ ŋ
835-9									n̥ a p ⁵⁵
79-9									tʰ ɔ ³¹
693-9									ɲ u ⁵⁵
477-9									n̥ a ³¹ ⁵⁵
891-9									tʰ ɔ ŋ ³¹
528-9									o ɔ ³¹
797-9									k ʐ o ⁵⁵
493-9									n̥ ɔ ʔ ⁵⁵
217-9									j a p ⁵⁵
896-9									s u t ⁵⁵
452-9									m ɯ ŋ ⁵⁵
580-9									s ɔ ³¹
833-9									n̥ ɔ ŋ
390-9									m ɔ ŋ ⁵⁵
696-9									ɲ ɛ ⁵⁵
86-9									tʰ j au ⁵⁵
384-9									m ɔ ŋ ⁵⁵
61-9									tʰ ɔ ŋ
536-9									s ɔ ʔ ⁵⁵
731-9									s ɿ ⁵⁵
779-9									k ɯ ŋ
589-9									tʰ ɔ ŋ ⁵⁵
680-9									ɲ a ʔ ⁵⁵
658-9									o m ŋ
456-9									m ɯ ŋ ⁵⁵
183-9									k ʐ a ŋ ³¹
785-9									kʰ ʐ a ŋ ³¹
714-9									pʰ a p ⁵⁵
331-9									l ɔ ³¹
206-9									j ɔ ³¹ ⁵⁵
930-9									ɲ a p ⁵⁵
353-9									l ai ⁵⁵
161-9									k ʐ a ŋ
814-9									kʰ ʐ o ŋ ³¹
179-9									k ʐ ɔ ⁵⁵
194-9									j ɔ ʔ ⁵⁵
727-9									ʂ ɯ ŋ ³¹
260-9									kʰ ʐ a ŋ ³¹
144-9									k ɤ ⁵⁵
53-9									p ɔ m ⁵⁵
59-9									tʰ ɔ ʔ ⁵⁵
506-9									pʰ a ⁵⁵
29-9									p a ³¹
316-9									tʰ ɔ ʔ ⁵⁵
389-9									m ɯ ŋ ⁵⁵
118-9									m ɔ ³¹ ⁵⁵
312-9									kʰ ʐ o ŋ ³¹
490-9									n i ŋ
927-9									ɲ a n ⁵⁵
383-9									m ɔ ʔ ⁵⁵
211-9									j a m ⁵⁵
873-9									s a ŋ ³¹
371-9									l ɔ ŋ
877-9									s a p ⁵⁵
344-9									l ɔ ŋ
666-9									ɲ a ŋ ⁵⁵
595-9									tʰ ɔ ŋ
660-9									o m
642-9									tʃʰ a ŋ ⁵⁵
257-9									kʰ ʐ a ŋ ⁵⁵
167-9									k ʐ ɔ ³⁵
