COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ə ⁵⁵								
495-1	n w a ŋ ³¹								
838-1	l o ⁵⁵								
438-1	l ʐ ⁵⁵ ⁵⁵								
334-1	l ə ʔ ⁵⁵								
360-1	l ə ŋ								
394-1	m a ³¹								
221-1	s i ⁵⁵								
202-1	k ɔ ⁵⁵								
935-1	o e ⁵⁵								
93-1	s i ³¹								
7-1	p ʐ m ⁵⁵								
664-1	o ʔ ⁵⁵								
246-1	k a ʔ ⁵⁵								
547-1	s i ʔ								
555-1	s i ³¹								
464-1	m a ³¹								
119-1	m a ŋ								
835-1	n ɔ ⁵⁵								
79-1	t au ³¹								
693-1	ŋ ³¹								
477-1	n w ⁵⁵								
891-1	t ə ŋ ³¹								
528-1	o o ⁵⁵								
797-1	k ʐ o ʔ ⁵⁵								
493-1	n ə ʔ ⁵⁵								
217-1	s a ⁵⁵ ⁵⁵								
896-1	tsʰ au ³¹								
452-1	m ʐ o ʔ ⁵⁵								
580-1	s i ⁵⁵ ⁵⁵								
833-1	n a ⁵⁵								
390-1	m a ŋ ³¹								
696-1	ŋ ³¹								
86-1	t au ŋ ³¹								
384-1	m a m ⁵⁵								
61-1	t i ³¹								
536-1	s a ʔ ⁵⁵								
731-1	ʂ a ⁵⁵								
779-1	o a ⁵⁵								
589-1	x au								
658-1	o ʔ								
456-1	m ʐ w a ³¹								
183-1	k ʐ ⁵⁵								
785-1	x a ³¹								
714-1	x a ⁵⁵								
331-1	l ə ⁵⁵								
930-1	ŋ ³¹								
161-1	k ɔ ⁵⁵								
814-1	x ʐ o								
179-1	k ʐ w a								
194-1	k ɔ ʔ ⁵⁵								
727-1	ʂ a ŋ ⁵⁵								
260-1	x ʐ a a								
144-1	k ɔ ⁵⁵ ⁵⁵								
53-1	p ʐ m ⁵⁵								
59-1	t ə ⁵⁵ ³¹								
506-1	tɕ a ʔ ⁵⁵								
29-1	p i ⁵⁵								
316-1	x ʐ ʔ ⁵⁵								
389-1	m ʐ w a ³¹								
118-1	m a m								
312-1	x o ³¹								
490-1	n i ³¹								
436-1	m ʐ m ³¹								
927-1	ŋ ə ŋ ⁵⁵								
383-1	m a ʔ ⁵⁵								
211-1	n i m ⁵⁵								
873-1	s a ŋ								
877-1	s i ⁵⁵								
344-1	l ə m ⁵⁵								
666-1	ŋ ³¹								
595-1	t ə ³¹								
660-1	o ʔ ⁵⁵								
642-1	tsʰ au ³¹								
257-1	x ʐ w a								
167-1	k ʐ w a ⁵⁵								
880-1	t au ³¹								
484-1	n w ŋ ³¹								
574-1	s au ³¹								
718-1	ʂ a m ⁵⁵								
811-1	x ʐ o ³¹								
458-1	l u ŋ ³¹								
884-1	t ə ⁵⁵								
205-1	k ɔ ʔ ⁵⁵								
499-1	n w a								
706-1	ʂ a ⁵⁵								
920-1	o ə ³¹								
36-1	p ʐ w a ⁵⁵								
12-1	p i ⁵⁵								
350-1	l ə ŋ ³⁵								
4-1	p ʐ m ⁵⁵								
342-1	o ʐ ʔ ⁵⁵								
280-1	x ʐ o ³¹								
612-1	t ə ŋ ³¹								
459-1	m ʐ ŋ a								
569-1	s i ³¹								
283-1	x ʐ o ⁵⁵								
148-1	k ɔ ⁵⁵								
652-1	o ³¹								
220-1	s i ŋ								
562-1	s i ŋ								
31-1	p ʐ w a								
386-1	m a m ⁵⁵								
804-1	x ʐ o ⁵⁵ ⁵⁵								
369-1	l ə ʔ ⁵⁵								
