COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
3781		kʰ a ⁴⁴		kʰ a ⁴⁴					
6646	v ɤ ⁴⁴		v ɤ ⁴⁴						
2293	ɕ i ⁵⁵	ɕ i ⁵⁵	ɕ i ⁵⁵	ɕ i ⁴⁴				ɕ i ⁵⁵	
739	k u ²¹		k u ²¹	k u ²¹		k u ²¹			k u ²¹
4560				k u ⁴⁴			kʲ ɛ ³⁵	k ɛ ³³	
4677	pʰ j a ⁴²			p j a ⁴²				p j a ⁴²	
5776		ts ɿ ⁵⁵					ts ɿ ³⁵		ts ɿ ³⁵
418		p ɯ ³³	p o ⁴⁴	p u ⁵⁵		p o ⁴⁴	p ou ³³		
4217							a ³¹	a ³¹	
6688	ɲ a ⁵⁵	j ã ⁵⁵	j ã ⁵⁵	j ã ⁵⁵		ɲ j a ⁵⁵	n j a ⁵⁵	ɲ a ⁵⁵	ɲ a ⁵⁵
5947	t ɤ ³⁵	t w ɔ ⁵⁵	t ɤ̃ ⁵⁵	t u ⁵⁵		t u ³⁵	t ɯ ³⁵	t ɤ ³⁵	t ɤ ³⁵
1944			t w ɛ ⁴⁴	t w ɛ ⁴⁴					
5814	ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴⁴				
6616	ɔ ²¹					ɔ ²¹			ɔ ²¹
419			ts ɿ ³³						ts ɿ ³³
1460	m j ɛ ⁴²	m j ɛ ⁴²	m j ɛ ⁴²	m j ɛ ⁴²		m j ɛ ³²			m j ɛ ⁴²
6048					t ɔ ⁵⁵				t ɔ ⁵⁵
160	ts e ⁴⁴	ts e ⁵⁵	ts e ⁴⁴	ts e ⁴²		ts e ⁴⁴	ts e ⁴⁴	ts ɛ ⁴⁴	ts e ⁴⁴
3762		k ẽ ⁴²			tɕ a ⁴²		tɕ ɛ̃ ⁴²		
5299	ɕ i ⁵⁵	ɕ i ⁵⁵	ɕ i ⁵⁵	ɕ ĩ ⁵⁵	ʑ u ⁵⁵	ɕ i ³⁵		s e ⁵⁵	ɕ i ³⁵
5512	kʲ e ³⁵							k ɛ ³³	
6457	ʈʂ ɔ ³³	ts u ³³	ts õ ³³	ts õ ³³		ts o ³³		dz ɔ ³³	ts o ³³
926			ts ɿ ³¹	ts ɯ ³³			ts ɿ ³³		
6173							t ou ³¹		t ɯ ³¹
4636		j ĩ ⁵⁵	j ĩ ⁵⁵	j ɛ̃ ⁵⁵					
2001			a ³¹			a ³¹	a ³¹		
1174	p e ⁴²		p e ⁴²	p e ³³		p e ³²			p e ⁴²
3875		ts ɿ ⁵⁵			ts ɯ ³¹	tsʰ ɛ ³³		ts ɿ ³³	tsʰ ɛ ³³
5591	k a ³⁵							k ɛ ³⁵	k a ³⁵
4066		m j ɛ ⁴²	m i ⁴²	m i ³³			m i ⁴²		
5402		s ɿ ³³	s ɿ ³³	s ɿ ³³					
462	tɕ i ³⁵	tɕ ĩ ³⁵	tɕ ĩ ⁵⁵	tɕ ĩ ⁵⁵	ts ẽ ⁵⁵		tɕ ĩ ³⁵	tɕ i ³⁵	
531	p ɔ ³¹								p e ²¹
4115			k ɛ ⁴⁴	k ɛ ³³					
