COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³¹								
838-1	n̥ ə k ⁵⁵								
438-1	ȵ ɔ ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	n i ³¹								
221-1	j u p ⁵⁵								
202-1	k au ³¹								
935-1	au ³¹								
93-1	ts a n ³¹								
7-1	p a n ³¹								
664-1	ɔ ŋ ⁵⁵								
246-1	x ɔ ʔ ⁵⁵								
547-1	pʰ i k ⁵⁵								
555-1	pʰ a m ⁵⁵								
464-1	m au ³¹								
119-1	ts i ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t ɔ ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ w a ⁵⁵								
797-1	x ʐ au ³¹								
493-1	n ə k ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ u ʔ ⁵⁵								
580-1	ŋ̊ u ʔ ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	m ɔ ŋ ³¹								
696-1	ŋ ui ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m ɔ n ³¹								
61-1	t a m ⁵⁵								
536-1	s ɔ ʔ ⁵⁵								
731-1	ʂ ɿ ³¹								
779-1	tʰ ɔ ⁵⁵								
589-1	tʰ au ⁵⁵								
658-1	ɔ au ⁵⁵								
456-1	ʈʂʰ a k ³⁵								
183-1	k ʐ w a ³¹								
785-1	x ɔ ³¹								
714-1	pʰ o ⁵⁵								
331-1	l ɔ ³¹								
665-2		ŋ o ⁵¹							
495-2		ŋ j ui ⁵⁵							
838-2		n ŏ̱ ⁵¹							
438-2		m ă ²¹							
334-2		l o ʔ ²¹							
360-2		l ai ²¹							
394-2		m j i ²¹							
221-2		j o̱ ʔ ⁵⁵							
202-2		k au ²¹							
935-2		a̱u ²¹							
93-2		tʃ a̱ ŋ ²¹							
7-2		p a̱ n ²¹							
664-2		v u ŋ ²¹							
246-2		k o̱ ʔ ⁵⁵							
547-2		k j i k ²¹							
555-2		j o̱ ⁵¹							
464-2		m au ²¹							
119-2		tʃ a ŋ ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		t u t ²¹							
693-2		ŋ j ui ⁵¹							
477-2		ŋ j a p ²¹							
891-2		tʰ i ŋ ⁵⁵							
528-2		v a ⁵¹							
797-2		k j a̱u ²¹							
493-2		n a k ²¹							
217-2		j a p ²¹							
896-2		ts u̱ t ⁵⁵							
452-2		m j i̱ k ⁵⁵							
580-2		ŋ j u ʔ ⁵⁵							
833-2		n o̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ j ui ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ²¹							
61-2		t a m ⁵¹							
536-2		s o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		s e ⁵¹							
589-2		tʰ a ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		v j a m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		v u t ²¹							
331-2		l o ²¹							
665-3			ŋ a ⁵⁵						
495-3			n au ³⁵						
838-3			n a̱ k ⁵⁵						
438-3			m a ʔ ³¹						
334-3			l a ʔ ³¹						
360-3			l i ³¹						
394-3			m i ³¹						
221-3			j ɔ̱ t ⁵⁵						
202-3			k au ³¹						
935-3			a̱u ³¹						
93-3			t a̱ ŋ ³¹						
7-3			p ɛ̃ ³¹						
664-3			v ɔ̃ ⁵⁵						
246-3			k a̱ ʔ ⁵⁵						
547-3			s a k ⁵⁵						
555-3			j a̱ m ⁵⁵						
464-3			m au ³¹						
119-3			t a ŋ ⁵⁵						
835-3			n ɛ̱ ʔ ⁵⁵						
