COGID	Albanian	English	French	German	Latin
560-1	m ə r				
438-1	y r i				
1222-1	ð				
353-1	s i s a				
201-1	s e n s				
20-1	s a				
503-1	s l l n				
957-1	i n				
728-1	l a o ð				
244-1	n e				
289-1	n t				
911-1	s				
724-1	t r i				
145-1	d s				
992-1	a				
1181-1	a i n				
741-1	s i				
1150-1	u a r t r				
585-1	t s				
814-1	e r				
916-1	t				
1079-1	e i e				
630-1	a ð				
343-1	m i a i r				
8-1	ð r a t r				
385-1	ʃ a				
683-1	a ə n t				
650-1	a l l l				
612-1	e ʃ m				
871-1	r r a e				
667-1	l a m				
527-1	ɟ d d a r				
499-1	n y				
1029-1	m y				
560-2		e ɪ l			
438-2		u r s			
1222-2					
353-2		p ɪ s			
201-2		p ɛ p			
20-2		p o d			
503-2		p l			
957-2		a ə			
728-2		l au ŋ			
244-2		n au d			
289-2		n s d t			
911-2		r ə i			
724-2		d r ɪ			
145-2		t u			
992-2		w			
706-2					
106-2		p ɛ d			
741-2		p ɪ			
421-2		b l r m			
227-2		p ə t			
920-2		h r			
1083-2		h r n			
1066-2		ɪ			
1125-2		ə ə			
1197-2		d i d			
473-2		n e			
284-2		n i s			
661-2		ai			
701-2		r u v			
315-2		r au n			
1169-2		s a l			
1150-2		s ə i			
982-2		s ɪ			
987-2		m i ɪ			
1055-2		s d ə l			
1130-2		s s			
433-2		s r l			
625-2		l ə ŋ			
1186-2		n ɪ			
416-2		w			
1233-2		e ɪ			
884-2		e r d			
1016-2		ɛ n i d i l			
952-2		ɛ			
78-2		b l i s			
514-2		b r s l			
116-2		ɪ t			
188-2		p ɛ r			
745-2		p ə ŋ r			
1100-2		p r ɔ i d			
47-2		r g d			
111-2		l ɛ h			
1061-2		d au n d			
24-2		n ɪ d			
232-2		n ə n			
671-2		r ɛ ɪ d n			
385-2		s ə			
945-2		s r d n			
644-2		ʊ a			
1041-2		ʃ d ə			
492-2		d n			
1209-2		e ɛ d i			
527-2		w l t r			
14-2		ɛ l v			
1-2		a l			
915-2		ə n d			
271-2		a s			
560-3			a ɑ̃ n		
438-3			i		
1222-3			g		
