COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
134	dʒ a p							dʒ a p
1577			ɾ i				ɾ i	
453	tʃ a ŋ p u	tʃʰ a ŋ p u		tʃʰ a ŋ p u	tʃ a ŋ p u		tʃ a ŋ p u	tʃ a ŋ p u
964			tʰ i m l u ŋ			tʰ i m l u ŋ		
1809					tʃ i kʰ e n		tʃ i kʰ e n	
2055					u kʰ e n		u kʰ e n	
563		s a ŋ b u	s a ŋ b o l a		s a ŋ b u	s a ŋ b u	s a ŋ b u	s a ŋ b u
2053		u n tʃ u		ŭ n tʃʰ a m				
1924		k ɾ e m ʃ i pː a				k ɾ e m ʃ i pː a		
627		g a ɾ a ŋ k i l i	g a ɾ a ŋ k i l i		g a ɾ a ŋ k i l i		g a ɾ a ŋ k i l i	g a ɾ a ŋ k i l i
72	d̪ a n		d̪ a n			d̪ a n		
1547	j a s			j a s				j a s
2358			ʔ i w o			ʔ i w o		
389		g o g a	g o g a		g o g a	g o g a	g o g a	g o g a
2638		p e t̪ a r				b e t̪ a r		
965				tʰ i ŋ l o m			tʰ i ŋ l o m	
2219		ʃ e ʃ u				ʃ e ʃ u		
1244	t r o ŋ tʃ u m	k u ɾ o ŋ tʃ u ŋ b u	k u ɾ o ŋ tʃ u ŋ b u	t r o ŋ tʃ u m	k r o ŋ tʃ u ŋ		k r o ŋ tʃ u ŋ	
1264				z o ɾ				z o ɾ
2492		ʃ e ʃ u				ʃ e ʃ u		
2191		m a g ɾ a k a n				m a g ɾ a k a n	m a g r a kʰ e n	
2784			z i	z i		z i		z i
74				n a n	n a n			
2302	ʃ o ŋ l a k a	ʃ o ŋ l a i			ʃ o ŋ l a kʰ a n		ʃ o ŋ l a kʰ a n	ʃ o ŋ l a l a n
2209	b i t i ŋ p i n l a	b i t i ŋ p e w o	b i t i ŋ p e w o	b i t i ŋ pʰ i tʃʰ a m	b i t i ŋ p æ kʰ ə n	p i t i ŋ		
2276		ɲ e p ʃ u		ɲ e p ă n tʃʰ a m			ɲ e p a kʰ e n	ɲ e p a n
2172	b i l o		b i l o		b i l o	b i	b i kʰ e n	b i l o
1061		g u m z i ŋ			g u m z i ŋ		g u m z i ŋ	
2483					n a m kʰ a n	n a m kʰ a n	n a m kʰ e n	
2063		tʰ a kʰ u				tʰ a kʰ u		
2268				s e m pʰ e k a				s e m pʰ e l a n
1585			l a m	l a m			l a m	
1672	l e m a			l e m a				
1629					ŋ o n b u		ŋ o n b u	
2554		d̪ u ɾ i				d̪ u ɾ i		
2149					n u p kʰ ə n		n u p kʰ ə n	
936		tʰ o ŋ	tʰ o ŋ		t o ŋ	kʰ a t o ŋ		
863	s e		s e	s e				
1042			j u ŋ p a		j u ŋ p a		j u ŋ p a	j u ŋ p a
379	g u ɾ gʱ a ŋ			kʰ u r kʰ a ŋ	kʰ u r kʰ a ŋ		kʰ u r kʰ a ŋ	
2083			z a m b o		z a m b o			
1880					j o ŋ j o ŋ		j o ŋ j o ŋ	
2765	i n i ŋ			i ɲ i ŋ				i n i ŋ
1150	s o ŋ o		z o ŋ a		s o ŋ a	s o ŋ a	s o ŋ a	
509			t̪ i n u ŋ a m tʰ u r	ŋ a m tʰ u r				
2607		tʃ i k p a	tʃ i k p a			tʃ i k p a		tʃ i k p a
1996	m u t̪ i r k a	m u ŋ t̪ a ŋ			m u ŋ d i r		m u ŋ d i r kʰ e n	m u ŋ d i r p a n
1576		g o ŋ ɾ i			g o ŋ ɾ i	ɾ i g o ŋ ɾ i		
2624	d̪ u n ts i				d u n tʃ i			
2416						z i k a n		z i g p a n
1961					o tʰ u g a ŋ p u	ʔ o ɲ u g a m p u	o i g a ŋ p u	
1796	kʰ a b a ɾ a	kʰ a b a r		kʰ a b a r				pʰ a r
2054		ŭ ɾ u	ŭ ɾ u			ŭ ɾ u		
2397			ɾ i g a ɲ j e w o			ɾ i g a ŋ j a p ʃ o		
2555				g a tʃ a	k a tʃ u		k a tʃ u	
2498	l e k aː l o	l e k a ʔ a n z u		l e k a ă n tʃʰ a m	l e k aː l o	l e k a ʔ a l o		
1013	g e s a ŋ	g e dʒ a ŋ j a			g e dʒ a ŋ		g e dʒ a ŋ	k e z a ŋ
865						z a s	z a s	
1648						ɾ i t a ŋ p u		ɾ i t a ŋ p u
2348		l a ŋ tʃ o i	l a ŋ tʃ e			l a ŋ tʃ o i		
1460	s o ŋ o	s o ŋ a		s o ŋ o	s o ŋ a	s o ŋ	s o ŋ a	
1594		pʰ e i tʰ u ŋ			pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ	pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ
1584	g a ɾ i l a m	g a ɾ i l a m			g a ɾ i l a m	g a ɾ i l a m		g a ɾ i l a m
454			kʰ u r l a	k u r b a n		kʰ u r l a		
2422	j a k p o		j a k p o					
1487		dʒ o g t a ŋ	dʒ o g t a ŋ		dʒ o k t a ŋ	dʒ o k t a ŋ	tʃ o k t̪ a ŋ	tʃ o k t̪ a ŋ
2387		g ɾ o w a n			g ɾ o w a n	g ɾ o g a n		d r o g a n p a
774		tʃ i n a ŋ	tʃ i n a ŋ			tʃ i n a ŋ		tʃ i n a ŋ
2110	a l o				a l o	ʔ a l o		
276		dʒ a tʃ i				dʒ a ɲ tʃ i		
2635		ʃ i ɾ i	ʃ i r i l a		ʃ i r a		ʃ i r a	
445	n a ɾ i k o l							n a ɾ i k o l
1089		j o m l o k p a ts o k			j o m l o k p a ts o k		j o m l o k p a ts o k	
856			k j a k p a				k j a k p a	
1612		dʒ i p a n			dʒ i d p æ n			dʒ i p a n
2443	tʃʰ i k p o		tʰ i k b o	tʰ i g tʃʰ a m				tʰ i k p a n
2222					ʃ e kʰ e n		ʃ e kʰ e n	
989	tʃʰ a b u l a			tʃʰ a b u				
591		n e g a ŋ	n e g a ŋ		n e g a ŋ	n e j a g a ŋ	n e g a ŋ	
1133		j u		j u	j u	j u	j u	
1611	ɕ i t k a l a					ʃ i k a n	z i t kʰ e n	
1118		tʃʰ u i						tʰ u l i
2166					g r a n dʒ a m e kʰ e n		g r a ŋ g i m e kʰ e n	
2766		i ŋ o m	i ŋ o m		ɲ i ŋ a m	ŋ a m tʃ a	i ŋ a m	
773	g a ɾ a ŋ tʃ i ŋ n a ŋ			g ă z a ŋ tʃ i ŋ n a	g a ɾ a ŋ tʃ i ŋ n a ŋ		g a ɾ a ŋ tʃ i ŋ n a ŋ	
1170		tʃʰ a tʃʰ a	tʃʰ a tʃʰ a		tʃʰ a tʃʰ a		tʃ a tʃ i	
909		pʰ e l u l a	pʰ e l u l a		pʰ e l o	pʰ e l o	pʰ e l u l a	
446		n a ɾ i j a l			n a ɾ i j a l		n a ɾ i j a l	
2350					tʃ o kʰ ə n			tʃʰ o l a n
153	l i ʃ i ŋ			l i ʃ i ŋ				
2320	tʃ o ŋ o		tʃ o ŋ a l o		tʃ o ŋ a l o		tʃ o ŋ a kʰ e n	
1807			tʃʰ i n l a			tʃʰ i n l a		
416		kʰ a m tʃ u d a ŋ				kʰ a m tʃ u d a ŋ		
