COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2554		d̪ u ɾ i				d̪ u ɾ i		
2492		ʃ e ʃ u				ʃ e ʃ u		
2387		g ɾ o w a n			g ɾ o w a n	g ɾ o g a n		d r o g a n p a
965				tʰ i ŋ l o m			tʰ i ŋ l o m	
2034						g o k u	g o kʰ e n	
1576		g o ŋ ɾ i			g o ŋ ɾ i	ɾ i g o ŋ ɾ i		
571	g e l e n d i	g e l e n d i		g e l e n t i	g e l e n d i	g e l e n d i	g e l e n d i	g e l e n d i
2312		g o tʃ u				g o tʃ u		
2625		b e n a m z u m	b i n a z u ŋ			b o i n a m z u ŋ	b i n a z u ŋ	i n a ŋ z u m
145		d u k p u	d̪ u pʰ u l a	d u k p u	d u k p u	d u k p u	d u k p u	d u k p u
1918					o tʰ u g a ŋ p u	u t u g a m p u	u t g a m b u	
310	a l e j a k			a l a k				a l j a k
389		g o g a	g o g a		g o g a	g o g a	g o g a	g o g a
1760	s a h̥	s a h̥	s a	s a				
1798					dʒ o ŋ		dʒ o ŋ	
135		tʃʰ i ŋ kʰ a ŋ	tʃʰ i ŋ kʰ a ŋ	tʃʰ i ŋ kʰ a ŋ				
562	s a ŋ k a			s a ŋ k a				
2033	g o k p o	g o k tʃ u	g o k p o	g o k tʃʰ a m	g o k p o			g o k p a n
1226	l a ɲ i ŋ		l a ɲ i	l a n i ŋ	l a ɲ i	l a ŋ i	l a ɲ i	l a ɲ i
2200	n a d̪ o k l a			n a d̪ o k tʃʰ a m				n a h a d o k p a n
1170		tʃʰ a tʃʰ a	tʃʰ a tʃʰ a		tʃʰ a tʃʰ a		tʃ a tʃ i	
200		pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a			pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a	
1961					o tʰ u g a ŋ p u	ʔ o ɲ u g a m p u	o i g a ŋ p u	
1680	kʰ a n d i	kʰ a n d a		kʰ a n t i	kʰ a n d a	kʰ a n d a	kʰ a n tʰ u r	kʰ a n d a
2055					u kʰ e n		u kʰ e n	
267		dʒ i	dʒ i		dʒ i	dʒ i	dʒ i	dʒ i
655		s a tʃ i l a	s a tʃ i l a		s a tʃ i l a	s a tʃ i l a	s e tʃ i l a	
2222					ʃ e kʰ e n		ʃ e kʰ e n	
