COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə sː ɨ																		
63-1	ʔ a r ɨ j																		
107-1	g a ʃː ə																		
112-1	d ə b ə r ə																		
331-1	n ə n u r																		
377-1	b ə kʼ u																		
381-1	ʔ a r ə																		
417-1	r a r																		
451-1	s ə b ə																		
454-1	ʔ a r																		
484-1	s ə sː ə j																		
535-1	ʔ a s ɨ r																		
543-1	s ə																		
593-1	ʔ a m ə r																		
640-1	m ə m ə																		
1-1	d ə b ə r																		
65-1	tʼ ɨ r																		
212-1	ʔ a n																		
244-1	ʔ a r aː																		
248-1	m ɨ r e r																		
293-1	f ə r ə																		
373-1	kʼ ɨ ʃː ə																		
408-1	b ə r a																		
414-1	d ə r																		
601-1	ʔ a r o																		
642-1	n ə n ə																		
60-1	n ə n ə																		
115-1	ʔ ə r																		
209-1	s ə ʃː ə t ə																		
242-1	ʔ a m ɨ j																		
415-1	ʔ ɨ n a																		
450-1	ʔ ə r																		
490-1	tʼ ə b																		
638-1	s ə r ə																		
645-1	kʼ a r																		
160-1	d ə r ə kʼ ə   i																		
208-1	ʔ a n kʼ u r																		
214-1	ʔ a zː																		
378-1	ʔ a n g u																		
379-1	s ə tʼː ə																		
409-1	g a t																		
598-1	ʔ a r																		
646-1	ʔ a zː ə																		
210-1	ʔ ə sː ə																		
215-1	ʔ ɨ																		
285-1	m ɨ ʃː ɨ																		
332-1	ʔ a g u r																		
380-1	ʔ a zː u r ə																		
412-1	s ə																		
64-1	d ə																		
67-1	w ɨ r																		
251-1	ʔ ə kʼ ə																		
294-1	m ə r u																		
597-1	ʔ ə sː ə																		
7-1	ʔ a r e																		
158-1	kʼ ə sː ɨ																		
372-1	ʔ ə n ə ə																		
374-1	ʔ ə b ə																		
375-1	s ə b																		
411-1	t ɨ r																		
541-1	kʼ ə kʼ																		
6-1	m ə r																		
113-1	ʔ ə n																		
330-1	kʼ ə r e																		
448-1	kʼ ə ʃː																		
449-1	ʔ a																		
491-1	d ə n ə																		
596-1	n ə g ə																		
4-1	g ɨ n																		
8-1	kʼ ə b ə																		
106-1	m ə sː ə																		
290-1	ʔ a g ə																		
489-1	ʔ ə r																		
602-1	m ɨ n																		
2-1	ʔ a r a r																		
3-1	ʔ ə n ə																		
61-2		d ə m a																	
63-2		ʔ a r ɨ m a																	
107-2		g a m a d																	
112-2		d ə m ə r																	
331-2		n ə g a r a																	
377-2		b ə kʼ u e																	
381-2		ʔ a z																	
417-2		r u ʃ o																	
451-2		s ə b a																	
454-2		ʔ a m e r																	
484-2		s ɨ b ɨ r a																	
535-2		ʔ a r ɨ r																	
543-2		s ə s ə																	
593-2		ʔ ə m a																	
640-2		m ə m																	
1-2		d ə d ə r																	
65-2		tʼ ɨ ʃ																	
163-2		s ə dː ə																	
212-2		ʔ a n																	
244-2		ʔ a r aː ə																	
248-2		m u ʃ e r																	
293-2		f ə r ə																	
373-2		kʼ u m a																	
408-2		b ə r a																	
414-2		d ɨ ʃ a																	
642-2		n ə n i																	
60-2		n ə f ə s																	
115-2		l ə m a																	
209-2		s ə m ə m																	
242-2		ʔ a m b m a																	
415-2		dʒ ɨ n kʼ																	
450-2		dʒ ə r																	
490-2		tʼ ɨ b ə																	
645-2		kʼ ə r e																	
160-2		tʼ ɨ r ə kʼ ə																	
208-2		ʔ a n kʼ u r e																	
378-2		ʔ a n a a																	
379-2		l ə sː e																	
409-2		g a z o r																	
598-2		l ɨ d o																	
646-2		ʔ a z ə																	
210-2		d ə h e																	
215-2		ʔ ɨ r																	
285-2		m ɨ sː ɨ																	
380-2		ʔ a z e																	
412-2		s ə m e m																	
496-2		w ə r b ə																	
64-2		d ɨ z a																	
251-2		l ə kʼ																	
294-2		m u ʃ u																	
597-2		ʔ ɨ m a																	
7-2		ʔ a r e a																	
158-2		kʼ ə m b																	
296-2		d a t																	
375-2		s ə b																	
541-2		kʼ ə tʼː e																	
113-2		b ə n																	
252-2		n ə r a																	
330-2		kʼ ə tʼː e																	
449-2		ʔ a m ɨ																	
491-2		d ɨ n tʃ a																	
545-2		g ɨ n a																	
596-2		n ə g a																	
4-2		g ɨ n																	
106-2		m ə s ə																	
254-2		dʒ ɨ m a																	
290-2		ʔ ə m																	
602-2		m ɨ n																	
2-2		d ɨ t																	
3-2		d ɨ n ə																	
61-3			d ə m																
63-3			ʔ a t ɨ m																
107-3			g a m e																
112-3			d a t a r																
331-3			n ɨ g u ə ə																
377-3			m ə kʼ ə ə																
381-3			ʔ a t																
417-3			r u t																
451-3			s ə t a t																
454-3			ʔ a t ə r																
484-3			s ɨ k ɨ r ə																
535-3			ʔ a t a r																
543-3			s ə z ə																
593-3			ʔ a m																
640-3			m a ə																
1-3			d ə p ə r ə																
65-3			tʼ ɨ t																
163-3			s ə t ə																
212-3			ʔ ɨ n																
244-3			ʔ a r a a																
248-3			m ɨ t																
293-3			n ə r ə r																
373-3			kʼ ɨ m a																
408-3			m a z a																
414-3			d ə nː a																
601-3			ʔ ə r ə																
642-3			n ɨ n a a																
60-3			n ə n ə r ə																
115-3			ʔ a m																
209-3			s ə t ə																
242-3			ʔ a t ɨ r ə																
415-3			w ɨ n a																
450-3			w ə r																
490-3			tʼ ə p ə ə																
638-3			s ɨ n ə																
645-3			kʼ a r																
75-3			ʔ a m a a r																
160-3			d ə r ə kʼ ə																
208-3			ʔ ɨ n kʼ a ə m																
214-3			ʔ a t a																
218-3			ʔ ɨ n ə																
378-3			ʔ a n g a																
379-3			d ə k ə																
409-3			g a t ə r																
497-3			t ə n																
598-3			x ɨ ə																
646-3			ʔ a t a																
164-3			n ə k ə																
210-3			d ə h a ə																
215-3			ʔ a t																
256-3			t ə t a																
285-3			m ɨ kʼ a																
332-3			ʔ ə g a r																
380-3			ʔ a k a a																
412-3			s a t a r																
496-3			w ə n ə ə																
64-3			d a t																
67-3			w ɨ r																
169-3			n ə r ə r ə m																
251-3			n ɨ kʼ ə																
461-3			tʼ ɨ																
547-3			w ə kʼ a																
597-3			ʔ e m																
655-3			m ɨ x ə																
7-3			ʔ a n g a																
158-3			kʼ ə m																
168-3			ʔ ɨ m a r																
296-3			ʔ ə h u t																
372-3			k ə n ə ə r																
374-3			n ə kʼ ə																
375-3			s ə w a																
385-3			w ɨ k ɨ t																
411-3			t ə r																
500-3			ʔ ɨ m ɨ r																
6-3			m ə n																
17-3			ʔ ə h																
123-3			d ə m																
252-3			n ə k ə r ə																
421-3			m ɨ kʼ ə																
448-3			kʼ ə t a																
449-3			ʔ a t ə																
545-3			x ɨ n ə																
596-3			n ə g ə																
653-3			n ə t																
4-3			g ɨ ə j																
254-3			dʒ ɨ j																
290-3			ʔ a g a																
339-3			m ə kʼ ə r																
460-3			x ɨ ə																
489-3			m a ə																
552-3			ʔ ɨ x																
652-3			ʔ ɨ t ə																
61-4				d ə m															
63-4				ʔ a n ə r															
107-4				g a r ə m ə															
112-4				d a n a															
331-4				n ɨ ʃ ə d															
377-4				b ə r ə ə															
381-4				ʔ a n ə															
417-4				ʔ ɨ ʃ ə															
451-4				m a r a															
454-4				ʔ a n a															
484-4				m a n ə r															
535-4				ʔ a r a r															
543-4				ʔ a n ə															
593-4				ʔ a m e ʔ															
640-4				m a n g															
1-4				d ə n ə															
65-4				g a ʃ a															
163-4				m a n ə															
408-4				b a r a															
414-4				d a n ə															
601-4				ʔ a r a ə															
642-4				n ɨ n g ə															
60-4				n ə n ə															
115-4				ʔ a r g															
450-4				ʔ ə r															
490-4				t ə n ə															
638-4				ʔ ɨ r g ʔ															
645-4				kʼ ə r ə															
75-4				ʔ a m e ə															
160-4				d ə r ə															
378-4				ʔ a n g ə															
379-4				ʔ ə n ə															
409-4				g a n ə ə															
497-4				t ə n g															
598-4				ʔ ɨ ʃ ɨ															
646-4				ʔ a n ə															
164-4				b ə n a															
332-4				ʔ a n ə r															
380-4				ʔ a															
412-4				ʔ a n a r															
64-4				d a															
67-4				d a r ɨ															
169-4				n ə r ə															
461-4				ʔ a ʔ															
547-4				d a															
597-4				ʔ a n ə															
655-4				m ɨ n a															
158-4				kʼ ə m															
168-4				ʔ ɨ m a															
372-4				g a n g ə															
374-4				b ə															
375-4				m a															
385-4				d a k ə															
411-4				t ɨ r a															
500-4				ʔ ɨ m a															
541-4				kʼ ə															
6-4				m a r ə a															
17-4				ʔ a															
330-4				kʼ ə															
421-4				b ə ʃ ɨ															
449-4				ʔ a															
545-4				d ɨ ʃ g															
596-4				n ə n ə															
653-4				b ə															
4-4				g ɨ n															
8-4				kʼ ə															
106-4				m e															
339-4				b ə															
489-4				b ə															
652-4				ʔ a															
61-5					d ə m														
63-5					ʔ a dː ə m														
107-5					g a m ə														
112-5					d a m ə r ə														
331-5					n ɨ nː w ə														
377-5					b ə nː ə ə														
381-5					ʔ a t ɨ														
417-5					k ə nː														
451-5					s ə m ə														
454-5					ʔ a n e r														
484-5					s ɨ nː ɨ r ə														
535-5					ʔ a sː ɨ r														
543-5					s ə z ə														
593-5					ʔ a m b														
640-5					m a ə														
1-5					d ə kː ə r ə														
65-5					k ə nː ə														
163-5					s ə t ə														
212-5					ʔ ɨ n g														
244-5					ʔ a r b ə														
248-5					m e nː a														
293-5					ʔ ə r ə														
373-5					kʼ ɨ m a														
408-5					b ə z a														
414-5					d ə nː a														
601-5					ʔ ə r b														
642-5					ʔ ɨ n a														
60-5					n ə n ə														
115-5					ʔ a m a														
209-5					s ə m i														
242-5					ʔ a m ɨ r ə														
415-5					z ɨ nː a														
450-5					z ə r														
490-5					t ə bː e ə														
638-5					s ɨ nː ə														
645-5					kʼ a l														
75-5					ʔ a m b														
160-5					d ə r ə kʼ ə														
208-5					ʔ ɨ n kʼ ə ə														
214-5					ʔ a sː e														
218-5					ʔ ɨ nː g														
378-5					ʔ a n g ə														
379-5					ʔ ə kː ə														
409-5					g a t ə r														
497-5					t ə n														
598-5					k ɨ ə														
164-5					b ə kː ə														
210-5					d ə kː a ə														
215-5					ʔ a t														
256-5					t u nː a														
285-5					m ɨ m a														
332-5					ʔ ə nː i r														
380-5					ʔ a kː a a														
496-5					w ə nː ə ə														
64-5					d a dː e														
67-5					w ə r														
169-5					b ə kː ə														
251-5					ʔ ə k ə														
294-5					m w ə														
461-5					ʔ ə ə														
547-5					w ə jː a														
597-5					ʔ ɨ m ə r ə														
655-5					m ɨ nː ə														
7-5					ʔ a l e a														
168-5					ʔ ɨ m a														
296-5					ʔ ə kː ɨ														
372-5					k ə n g ə														
374-5					b ə kː ə ə														
375-5					s ə w														
385-5					w ə k ə														
411-5					t ɨ r a														
500-5					ʔ ɨ m b r														
6-5					m ə m														
17-5					ʔ ɨ kː ɨ r														
113-5					b ə nː g														
123-5					ʔ ə m ə														
252-5					ʔ ə kː w														
421-5					b ə nː ə														
448-5					kʼ ə kː ə														
449-5					ʔ a														
545-5					ʔ ɨ nː g														
596-5					n ə g ə														
653-5					b ə t ɨ r														
4-5					g ɨ nː g														
8-5					kʼ ə kː ə														
290-5					ʔ a g ə														
339-5					b ə m ə r														
460-5					ʔ ɨ ə														
489-5					b ə ə														
552-5					ʔ ɨ k														
602-5					m ɨ n ɨ														
652-5					ʔ ɨ t g														
3-5					ʔ u nː ə														
61-6						d ə m													
63-6						ʔ a n ə													
107-6						g a m ai̯ r													
112-6						d ə b ə r ə													
331-6						n ə s w s													
377-6						b ə r b r													
381-6						ʔ a n ə													
417-6						r ɨ n e													
451-6						s ə b ə t													
454-6						ʔ ə s e r													
484-6						s ə ʔ s													
535-6						ʔ a s ɨ													
543-6						s ɨ s s s													
593-6						ʔ ə m ɨ													
640-6						m ɨ n													
1-6						d ə b ə r													
163-6						s ə s ə													
212-6						ʔ a n u													
244-6						ʔ a r b ə													
248-6						m ɨ r ɨ													
293-6						ʔ ə r ə r ə													
373-6						m ɨ m m													
408-6						b ə r a r													
601-6						ʔ ə r ə													
642-6						n ə f r													
60-6						n ə f ə ə s													
115-6						l ɨ r u													
242-6						ʔ ə m ɨ													
415-6						z ɨ r b													
450-6						z ə r b													
490-6						ʔ ə b ə kʼ													
638-6						s ɨ r b													
645-6						m ə l ɨ													
75-6						ʔ ə n b t													
208-6						ʔ ɨ n u ə													
214-6						ʔ a b ə													
218-6						ʔ ɨ ʔ e ə													
409-6						g a ʔ u r													
497-6						ʔ ə n ə													
598-6						w ɨ ʔ u													
646-6						ʔ ɨ f u													
215-6						ʔ ɨ n ə													
256-6						t ə													
294-6						m ɨ ʔ													
655-6						m ɨ s ɨ t													
158-6						m ə m ai̯													
372-6						s ə n ə ə													
375-6						s ə b ə													
411-6						m ə r b													
500-6						ʔ ɨ ʔ ə													
541-6						m ə s ə t													
113-6						b ə n													
252-6						n ə r ə kʼ ə													
330-6						m ə l u													
448-6						m ə tʼ													
106-6						m ɨ tʼ ə													
290-6						ʔ ə g w kʼ													
460-6						m ɨ ʔ ɨ t													
552-6						m ɨ ʔ u													
602-6						m ɨ ʔ u													
2-6						m ɨ ɨ b													
61-7							d ə m												
63-7							ʔ a zː ɨ m												
107-7							g a m a												
112-7							d a b a r a												
331-7							n ɨ g w ɨ r												
377-7							m ə kʼ ə r												
381-7							ʔ a t												
417-7							x u tː												
451-7							s ə s a												
454-7							ʔ a n a r												
484-7							s ɨ x ɨ r												
535-7							ʔ a s o r												
543-7							s ə t a												
593-7							ʔ a m ɨ a r												
640-7							m a ə												
1-7							d ə pː ə r ə												
65-7							tʼ ɨ t  ɨ												
163-7							s ə n ə												
212-7							ʔ ɨ n o												
244-7							ʔ a r a a												
248-7							m ɨ ə a												
293-7							tʃ ə r ə r												
373-7							kʼ ɨ m a												
408-7							m a t a												
414-7							d ə k a												
601-7							ʔ ə r o												
642-7							n ɨ n a												
60-7							n ə n ə												
115-7							ʔ a m a												
209-7							s ə m ɨ ə r												
242-7							ʔ a m ɨ r												
415-7							m ɨ n a												
450-7							m ə r												
490-7							tʼ ə pː a ə												
638-7							s ɨ n ə												
645-7							kʼ a n												
75-7							ʔ a m a a r												
160-7							d ə r ə r ə												
208-7							ʔ ɨ n kʼ a ə j												
214-7							ʔ a b a												
218-7							ʔ ɨ n o												
378-7							ʔ a n g a												
379-7							m ə s ə												
409-7							g a t												
497-7							t ə n ə  ə												
598-7							x u ə												
646-7							ʔ a n a												
164-7							m ə kː ə ə												
210-7							d ə x a ə												
215-7							ʔ a n												
256-7							t ɨ t a												
285-7							m ɨ k a												
332-7							ʔ ə g ɨ r												
380-7							ʔ a x a a												
412-7							s a n a a												
496-7							w ə n												
64-7							d a b a												
67-7							w ɨ r												
169-7							n ə r												
251-7							ʔ ɨ m ə												
294-7							m w ə												
461-7							tʼ ɨ												
547-7							w ə k a												
597-7							ʔ ə m												
655-7							m ɨ n ə												
7-7							ʔ a n g a												
158-7							kʼ ə m												
168-7							ʔ ɨ m a												
296-7							m ə x												
372-7							k ə n ə ə												
374-7							m ə kʼ w ə												
385-7							w ɨ k ə												
411-7							t ɨ r a												
500-7							ʔ ɨ m ɨ r												
6-7							m ə n												
17-7							ʔ ə x ɨ r												
123-7							n ə m												
252-7							n ə kː ə												
421-7							m ɨ n ə												
448-7							kʼ ə s a												
449-7							ʔ a n a												
491-7							d ɨ n g												
545-7							x ɨ n ə												
596-7							n ə n ə												
653-7							m ə s												
8-7							kʼ ə s ə												
254-7							dʒ ɨ m												
290-7							ʔ a g a												
460-7							x ɨ ə j												
489-7							m ə t												
552-7							m ɨ n												
652-7							ʔ ə t												
3-7							x ɨ n ə												
61-8								d ə m											
63-8								ʔ a sː ɨ m											
107-8								g a m ə r											
112-8								d a n a r a											
331-8								n ɨ g a a											
377-8								n ə kʼ ə r											
381-8								ʔ a t											
417-8								r u t											
451-8								s ə b a											
454-8								ʔ a sː ə r											
484-8								s ɨ kʼ ɨ m											
535-8								ʔ a sː ɨ r											
543-8								s ə s ɨ											
593-8								ʔ a m w r											
640-8								m a a											
1-8								d ə p ə r ə m											
65-8								tʼ u t  a											
163-8								s ə p ə											
212-8								ʔ e n											
244-8								ʔ a r a a											
248-8								m u n a											
293-8								d ə r ə r											
373-8								kʼ ɨ m a r											
408-8								b ə w a											
414-8								d ə x a											
601-8								ʔ ə r ə											
642-8								n ɨ x a a											
60-8								n ə k ə											
115-8								ʔ a m											
209-8								s ɨ m											
242-8								ʔ a m ɨ m											
415-8								w ɨ n a r											
450-8								w ə r											
490-8								tʼ ə p ə ə											
638-8								s ɨ n ə											
645-8								kʼ a n											
75-8								ʔ a m ɨ a											
160-8								d ə r ə r											
208-8								ʔ ɨ n kʼ a ə m											
214-8								ʔ a t a											
218-8								ʔ ɨ n ə											
378-8								ʔ a n g a											
379-8								w ə k ə											
409-8								g a t ə r											
497-8								t ə n											
598-8								k ɨ ə											
646-8								ʔ a t a											
164-8								n ə k ə											
210-8								d ə p a ə											
215-8								ʔ a t i											
256-8								t u t ə											
285-8								m ɨ m a											
332-8								ʔ ə g ɨ r											
380-8								ʔ a k a a											
412-8								s a t ʔ											
496-8								w ə t ə ə											
64-8								d a t ə											
67-8								w ɨ r											
169-8								n ə r ə r											
251-8								h ɨ kʼ ə											
294-8								m w ə											
461-8								tʼ ə											
547-8								w ə x a											
597-8								ʔ e m ə r ə											
655-8								m ɨ x ə											
7-8								ʔ a n											
158-8								kʼ ə m ɨ a											
168-8								ʔ ɨ m a r											
296-8								ʔ ə t ʔ t											
374-8								n ə kʼ ə ə											
385-8								w ɨ kʼ ə											
500-8								ʔ ɨ m ɨ r											
6-8								m ə n											
17-8								ʔ ə p ʔ r											
123-8								n ə m ə											
252-8								n ə k ə r											
421-8								n ɨ x ə											
448-8								kʼ ə											
449-8								ʔ a sː ə											
545-8								h ɨ n ə											
596-8								n ə g ə											
653-8								w ə t											
4-8								g ɨ ə											
8-8								kʼ ə											
254-8								dʒ ɨ m											
290-8								ʔ a g a											
339-8								n ə kʼ ə r											
460-8								h ɨ ə											
489-8								n ə r											
552-8								w ɨ x											
652-8								ʔ e t											
3-8								k u n											
61-9									d ə m a										
63-9									ʔ a tː a ʔ										
107-9									g a m a r										
112-9									d a s a r ə										
331-9									n ɨ k u ə ə										
377-9									m ə kʼ ə r ə										
381-9									ʔ a t a										
417-9									d u t ɨ										
451-9									d ə m a										
454-9									ʔ a n ɨ r										
484-9									d ə k ɨ j ə										
535-9									ʔ a s ə r										
543-9									d ə s a										
593-9									ʔ a w a a										
640-9									m a ə										
1-9									d ə s ə r ə										
65-9									l u t										
163-9									d ə k ə										
212-9									ʔ a n										
244-9									ʔ a r a a										
248-9									m ə n a a										
293-9									d ə r ə r										
373-9									kʼ u m a r										
408-9									m ə r a										
414-9									d ə m a ə										
