COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
167	θ e d a					t i d a			t iː d a	
345	w a r a b ɨ					j a r a b i			w a r a b i	
32				j o k e	j oː k e					
164				o h i s a m a	o h i s a ɴ		o ɸ i s a ɴ			o h i s a m a
440	ʔ u θ u r u ɕ a		o t o r o sː e s ui				o s o r e r u		ʔ u t u r u s a	
5					a ɴ t a					a n a t a
-136				n e r u	n e r u		n e r u	n e b u r u		
211				eː	eː		eː	eː		iː
21	n uː					n a u			n uː	
58		s a k a n a			s a k a n a					s a k a n a
106						p ɨ s a			h w i ɕ a	
85	z u b u					dz uː			z uː	
160	k u r ɨ r u r i		k ui r u			f iː ɭ			k w iː j u ɴ	
343		k oː r u	k oː	k oː r u	k oː r u		k oː r u	k oː r u		k oː r u
294	h a ɴ g e	h a n e	h a i n e		h a n e		h a n e		h a n i	h a n e
122				t a b e r u	t a b e r u					t a b e r u
265							m o j a	m o j a		
443		s a g e r u		s a g e r u						
155	i r u r i	i t e							i ts oː n	
278		h e b u m e	h e	h e b i	h e b i			h e b i		h e b i
86			s iː b o							s i pː o
280	n a g a m u ɴ								n a g a m u ɴ	
192		a o kʲ a	a o	a o i	a o i	a u	a w eː	a o i		a o i
13			o i d o ɴ				o r a r a	o r a tɕ i		
150		n e t e	n e i tɕ o	n e j uː	n e t e r u		n e tɕ oː r u	n e t o r u		n e t e r u
215		j o kː j a	j o k a							
23	ʔ a r a ɴ					a r a ŋ				
136	n ɨ b u r u r i		n e i m u tɕː o i			n i v			n i ɴ z u ɴ	n e m u r u
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
383	n a b i r o s a r i					n a b ɭ ɨː				
370		k i t a n a kʲ a	k i sː a n e		k i t a n a i		k i t a n eː			k i t a n a i
184	u a ts ɨ					u m a ts ɨ				
149	x u r i	k u r u	k u	k u r u	k u r u		k u r u	k u r u		k u r u
357	h i sː a r i					pˢ ɨ s ɨ			h w i sː a ɴ	
244	x u m a					k o m a n			k u m a	
124	x a m u r i								k a n u ɴ	
427							k a ŋ u	k a g u		k a ŋ u
382			ts u r u ɴ		ts u r u ts u r u		ts u r u ts u r u	ts u r a ts u r a		
183		h i	h i	h i	h iː		ɸ i	h i	h w iː	h i
415	m u s u b u r i	m u s u b u		m u s u b u	m u s u b u		m o s u b u	m u s u b u	m u s u b u ɴ	m u s u b u
457					n a w a			n a w a		
376	w a r u s a r i	w a r u kʲ a	w a r i		w a r ui		w a r iː	w a r ui	w a sː a ɴ	w a r ui
398		k o s u r u	k o s u	k o s u r u	k o s u r u		k o s u r u	k o s u r u		k o s u r u
251	b i tɕ i n a								b i ɕ i n u	
290			t e		t eː				t iː	
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
431		n o m u		n o m u						
448	ʔ u d u ɴ	u m u				mː		u ɴ d a	ʔ ɴ d oː r u	
331	u θ u					b u t u		o tː o	u t u	
230	ʔ a ɴ tɕ u		a iː	a n o h i t o	a n o h i t o		a r e	a n o h i t o	ʔ a n u tsː u	a n o h i t o
159				j a r u			j a r u	j a r u		
270			m i z u i u ɴ		m i z uː m i					m i z uː m i
113	w a θ a					b a t a			w a t a	
437					k o w a ŋ a r u					k o w a ŋ a r u
444	m u θ u r i				m o ts u	m u ts ɨ	m o ts u	m o ts u	m u ts u ɴ	m o ts u
258	ʔ i k i r a s a r i								ʔ i k i r a s a ɴ	
245		k o k o	k o k o	k o k o	k o k o		k o k o	k o k o		k o k o
210	m iː s a r i		n i k e			m ɨː			m iː s a ɴ	
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
449					dʑ u k u s i t a					dʑ u k u s i t a
73	s i s i					s ɨː s ɨ			s i s i	
203			s a m i		s a b ui		s a b iː	s a m ui		s a m ui
354	ʔ a tɕ i ɕ a r i	a ts u kʲ a	a i tɕ i	a t ui			a tɕ iː	a ts ui	ʔ a ɕ i s a ɴ	a ts ui
153			s u w a iː tɕ o	s u w a r u	s u w a tː e r u		s u w a r u	s u w a r u		s u w a tː e r u
1	w a ɴ	w a r e				b a n			w a ɴ	
59	ʔʲ u		iː o	u o		i z o	e o	u o	ʔ i j u	
287	h a g i	h a g i				k a r a p a dz ɨ				
179		tɕ i tɕ i		t u t i	ts u tɕ i		tɕ i tɕ i	ts u tɕ i		ts u tɕ i
261		s o r a		s o r a						s o r a
356		u s u kʲ a	ui s i	u s ui	u s ui		o s iː	u s ui		u s ui
451		h o k o r i		h o k o r i	h o k o r i	p u k i	h o k e	h o k o r i	h u k ui	h o k o r i
456	ts ɨ n a	ts u n a	ts u n a	t u n a		ts ɨ n a	ts u n a		ɕ i n a	ts u n a
355					g o ts ui	u d a				
142	θ u b u r i		t o i	t o b u	t o b u		t o b u		t u b u ɴ	t o b u
91				a t a m a	a t a m a		a t a m a	a t a m a		a t a m a
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
2				a s i	w a t e					w a t a s i
206						m t i			m iː	
45							k o m eː		g u m a s a ɴ	
289		u d e		u d e		u d i	o d e	u d e		u d e
369	k i r i r u ɴ	k i r e r o	k i r u	k i r e r u	k i r e r u	tʃː i	j oː			k i r e r u
126	k ui ts ɨ k ɨ r u r i	k ui ts u k u		k ui t u k u					k uː j u ɴ	
104		a s i	a ɕ	a s i	a s i		a s i	a s i		a s i
360	ʔ i kː j a s a r i								ʔ i ɴ ts a s a ɴ	
306	n a r i					n a ɭ			n a i	
80		t a m a g o	t a m a g o	t a m a g o	t a m a ŋ o		t a m a ŋ o	t a m a g o		t a m a ŋ o
38					oː k iː	u k u		oː k iː		oː k iː
191	ʔ oː s a r i								ʔ oː s a ɴ	
118	s i ɴ d o	s i ɴ z oː	s i ɴ i z oː		s i ɴ z oː		s i ɴ z oː	s i ɴ z oː		s i ɴ z oː
88	h i g i					pˢ ɨ g i				
384	m a sː ɨ g u	m a sː u g u d u a	m a sː u g u	m a sː u g u	m a sː u ŋ u n a			m a sː u g u		m a sː u ŋ u n a
178	m i tɕ a					m t a			ɴ ts a	
53			o t o k o	o t o k o	o t o k o		o t o k o	o t o k o		o t o k o
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
330				ɕ u dʑ i ɴ	ɕ u dʑ i ɴ					ɕ u dʑ i ɴ
204		i pː i a	pː e	i pː a i	i pː a i		e pː eː	i pː a i		i pː a i
386						m a tː oː β u			m a tː oː b a	
43			tɕ i ɴ k e		tɕ iː s a i			tɕ iː s a i		tɕ i tɕː a i
222	ʔʲ a x j a					vː a d u			ʔ i tː aː	
359		m i dʑ i k a kʲ a	m i ɕ k e	m i z o i	m i dʑ i k a i		m e tɕ i k eː	m i dʑ i k a i		m i dʑ i k a i
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
426		k a m a r u		k a m u						
340	m a ɕ u					m aː s o			m aː ɕ u	
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
117				k i m o					tɕ i m u	
3			o iː				o r a	o r e		
274	n eː θ a		n u r e i t a	n u r e t a	n u r e t a		n o r e t a	n u r e t a	ɴ d i t oː r u	n u r e t a
248	ʔ a m a								ʔ a m a	
399	s ɨ r u r i								ʃ i j u ɴ	
387				eː	eː		eː			iː
269	ʔ i x i	i k e		i k e			e k e	i k e		
250		h o k u a	h o k a ɴ	h o k a n o	h o k a n o	p u k a n u	h o k a n o	h o k a n o ɴ		h o k a n o
151	n ɨ h u θ u r i								n i ɴ t oː ɴ	
199	ʔ a ts ɨ s a r i		a tɕ i	a t ui	a ts ui	a ts ɨ		a ts ui	ʔ a ɕ i s a ɴ	a ts ui
418	n o u r i		n uː	n uː	n uː	n u z ɨ	n oː	n oː		n uː
72		n i k u	n i	n i k u	n i k u		n i k u	n i k u		n i k u
175	s ɨ n a		z ui n a	s u n a	s u n a		s u n a	s u n a	ʃ i n a	s u n a
344		k o d o m o	k o i d o ɴ	k o d o m o	k o d o m o		k o d o m o	k o d o m o		k o d o m o
303	w a θ a	h a r u t a	z u z u w a t a	h a r a w a t a	h a r a w a t a		h a r a w a t a	h a r a w a t a		h a r a w a t a
341		k oː r i	k oː i	k oː r i	k oː r i		k oː r i	k oː r i		k oː r i
362	k i r i r a ɴ	k i r e ɴ n u a	k i r e ɴ		k i r e h e ɴ		k i r e ɴ			k i r e n a i
247			a s i k o	a k o	a k o		a s u k o	a k o		a s u k o
238				d oː	d oː		d o ŋ e	d o g a i n i		d oː
297	ʔ w ɨː s ɨ b a		s u b a			s u b a			ʃ i b a	
109	ts ɨ b u s i					ts ɨ g u s ɨ			tɕ i ɴ s i	
450			u r e i t a	u r e t a			o r e t a			
433	s i b u r u r i								ʃ i p u j u ɴ	
338				k a n a i	k a k a			k aː s a ɴ		k a n a i
235	x j a s i		i k e ɴ						ts aː	
288			a ɕ	a s i	a s i		a s i			a s i
-107			h iː z a				ɸ u z a			
-260	θ ɨ ɴ		t e i ɴ		t e ɴ	t i n	t e ɴ	t e ɴ dʑ i k u	t i ɴ	
