COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a a a a									
1285-1	n w a									
1303-1	ŋ ɔ m a									
2197-1	z a l a									
2828-1	z i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	n ɛ a									
1789-1	k a l a ŋ ŋ g a									
3207-1	f ʊ l a									
3519-1	t ʊ m a									
3686-1	i i m β a									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	n ɔ n i a									
630-1	β ɛ ɛ l ɛ									
814-1	ŋ ɔ m m ɛ									
1216-1	g a β a									
1228-1	b w a									
1418-1	z i m a									
1475-1	g w a a									
2026-1	t w ɛ									
2775-1	β ʊ m β a									
3397-1	β ɔ l a									
3826-1	z ɔ k a									
4003-1	i β β a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	ʊ ʊ g ʊ ʊ									
116-1	j i k a									
181-1	g ɔ ŋ ŋ ɔ ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ ŋ ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	n a									
1350-1	l j a									
1374-1	n a a n ɛ									
1396-1	s ɔ f ʊ									
1430-1	i s ɔ ɔ									
1666-1	t a n ɔ ɔ									
1767-1	k ɔ k ɔ									
1906-1	i ŋ p i l a									
2177-1	ŋ g a p									
2286-1	l a a									
2317-1	f u β a									
2419-1	s ɛ k a									
2750-1	ɛ n i									
3018-1	z i l a									
3275-1	k á a n a									
3441-1	s a ŋ ŋ a a									
3464-1	β ɔ n a									
3639-1	d ɛ t ɛ m ɛ l									
3885-1	t u m ɔ									
3981-1	i m a a									
4192-1	β i m n a									
4260-1	s w a									
4350-1	l ɛ ɛ l ɔ									
43-1	z i m u									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	a w l w a									
459-1	l ʊ m a									
508-1	β ɔ f u									
528-1	β i l i									
575-1	t a a									
871-1	t a m a									
2689-2		s a m a								
893-2		a n a								
1303-2		ŋ o m a								
2197-2		s a l a								
2828-2		s i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a m ŋ a								
3207-2		v u l a								
3519-2		t u m a								
3686-2		i i m m a								
4249-2		k u m i								
4451-2		v i s i								
448-2		o o n i								
630-2		v e e l e								
814-2		ŋ o m m e								
1216-2		g a v a								
1228-2		b w a								
1418-2		s i m								
1475-2		g w a								
2026-2		t w e								
3826-2		s o k a								
4003-2		i v v								
4373-2		l i m i								
4384-2		i s o								
84-2		u u g u								
116-2		w i k								
419-2		l o ŋ o								
587-2		o ŋ ŋ o								
660-2		l e l a								
848-2		k a l a								
1122-2		v i n a								
1159-2		s a								
1350-2		l j a								
1374-2		n a a n e								
1906-2		i i g i l								
2419-2		s e k a								
2750-2		e e s i								
3441-2		s e m ŋ g								
3464-2		v o n a								
3639-2		t e t e m a								
3981-2		i m a								
4192-2		v i m b a								
4350-2		l e e l o								
278-2		v a								
3971-2		k a m a								
55-2		ɲ a m a								
43-2		s i m u								
93-2		k o n o								
459-2		l u m a								
2689-3			dʒ a m a							
893-3			a n a a							
1285-3			n w a							
1303-3			k o m a							
2197-3			s a l a							
2828-3			i i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n e							
1789-3			x a l a ŋ k a							
3207-3			f u l a							
3519-3			r u m a							
3686-3			g m b a							
4249-3			x u m i							
4451-3			β i s i							
448-3			n o n i							
630-3			β e e l e							
1216-3			k a β a							
1228-3			b w a							
1418-3			s i m a							
1475-3			k w a							
3397-3			β o l a							
4003-3			ìì β a							
4040-3			k e n i							
4373-3			tʰ i m i							
4384-3			i dʒ o							
181-3			k o k k o							
419-3			l o k a							
587-3			o k k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			n a a n e							
1396-3			s o f u							
1666-3			r a n o							
1767-3			x o x o							
1906-3			i ŋ g i l a							
2177-3			ŋ k a p							
2286-3			l a							
2317-3			f u f a							
2750-3			e s i							
3275-3			x a a a							
3464-3			β o n a							
3639-3			tʰ e r e m a							
3981-3			i m a							
4192-3			f i i m b a							
4260-3			s w a							
4350-3			l e e l o							
278-3			β a							
745-3			r a x o							
3971-3			x a m a							
93-3			x o n o							
200-3			β i							
374-3			w a l w a							
508-3			p o f u							
528-3			β i l i							
2689-4				ɲ a m a						
893-4				a s n						
1285-4				ɲ m a						
3572-4				s ɔ ɲ i						
1755-4				ɲ e						
1789-4				k a l a a g a						
3686-4				i m m a						
4451-4				b i s i						
1216-4				a a b a						
4003-4				e b b						
419-4				l ɔ a						
1122-4				b e n a						
1430-4				i s ɔ						
1666-4				r s ɲ ɲ ɔ						
1767-4				a ɔ k ɔ						
55-4				ɲ a m a						
94-4				b ɔ k ɔ						
2717-4				g a ŋ g a						
2689-5					j a m a					
893-5					a n n					
1285-5					n w					
1303-5					g o m a					
2197-5					ʃ a l					
2828-5					i i n					
3572-5					ʃ o n i					
1095-5					l i m					
3207-5					f u l a					
3519-5					t u m a					
3686-5					i i m β					
4249-5					k u m i					
448-5					d u n i					
630-5					β e e l e					
814-5					ŋ o m β e e					
1228-5					β w a					
