COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ɲ a m a									
893-1	a á a a									
1285-1	n w a									
1303-1	g ɔ m a a									
2197-1	j a l a									
2828-1	i s a a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	á ɛ									
1789-1	k a l a á g a a									
3207-1	j u l a									
3519-1	t ʊ m a									
3686-1	j m m b a									
4249-1	k u m i									
4451-1	β i s i									
448-1	j ʊ n i									
630-1	β ɛ l l ɛ									
814-1	g ɔ m m ɛ									
1216-1	g a β a									
1228-1	m w a									
1418-1	j i m a									
1475-1	g w a									
2026-1	t w ɛ									
2775-1	m u m m a									
3397-1	m ɔ l a									
3826-1	j ɔ k a									
4003-1	i β a a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	s l g ʊ									
116-1	j i i a									
181-1	g ɔ ŋ g ɔ									
419-1	l ɔ g a									
587-1	ɔ ɔ g ɔ ɔ									
660-1	l ɛ l a									
848-1	i p l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	ɲ a									
1350-1	l j a									
1374-1	n a a ɛ ɛ									
1396-1	j ɔ j ʊ a									
1430-1	i s ɔ									
1666-1	t á á ɔ i									
1767-1	k ɔ k ɔ									
1906-1	i ŋ g i l a									
2177-1	ŋ g a ɛ									
2286-1	l a									
2317-1	j u j a									
2419-1	s ɛ k a									
2750-1	ɛ j i									
3018-1	j i l a									
3275-1	k p a a a									
3441-1	s a ŋ g a a									
3464-1	j ɔ n a									
3639-1	t ɛ t ɛ m ɛ l									
3885-1	s u m ɔ									
3981-1	ɛ m a a									
4192-1	j i m m a a									
4260-1	s w a a									
4350-1	l ɛ ɛ l ɔ									
43-1	z i ɔ m									
93-1	i ɔ s ɔ									
200-1	m i									
374-1	l l l a a									
459-1	l ʊ m a									
508-1	p ɔ j u									
528-1	m i l i									
575-1	t a a									
871-1	t b a									
1137-1	s i g ʊ									
1339-1	ɔ w i i									
1585-1	a l a a									
1712-1	j u l ɔ									
1872-1	p a									
2088-1	β i s a									
2166-1	u m m l a									
2334-1	m i g ɔ									
2393-1	m a n a									
2537-1	l ɔ ɔ ɔ									
2665-1	i ŋ g i									
2738-1	m ɛ ɛ l ɛ									
2872-1	k ɔ s i									
2893-1	j i k ʊ a									
2997-1	g a s s a									
3075-1	g u l u β ɛ									
3675-1	l w ʊ l l ɛ									
4028-1	m w ɛ									
4137-1	m i l a									
4238-1	i s ɔ s i									
4316-1	t á t ʊ									
4429-1	a s a a									
4440-1	m i l i									
4485-1	j u a									
4574-1	β a a l a a									
4688-1	w ɛ									
143-1	f ʊ									
240-1	ɔ ɔ g a									
388-1	p m ɲ ʊ m									
401-1	s a									
599-1	t a m m b i									
649-1	l ɛ ɛ t a									
755-1	g u l a									
836-1	s u m m i									
969-1	ɲ a a									
