COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2605	ɾ e d̪ a ŋ			pʰ a i ɾ e d̪ a ŋ				
67				n a n	n a n			
464		t o tʃ a ŋ	t o tʃ a ŋ		t o tʃ a ŋ	t o tʃ a ŋ	t o ʃ a ŋ	
1823	l e m	l e m	l e m	l e m	l e m	l e m	l e m	l e m
855		b e ŋ k u ɾ t a			b e ŋ k u t̪ a	b e ŋ k u t̪ a		
117					kʰ a r i		kʰ a r i	
2560	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ	s o ŋ n i tʃ i ŋ
1593	pʰ a i b ŭ ŋ n a ŋ			pʰ a i b ŭ ŋ n a ŋ				
2638		p e t̪ a r				b e t̪ a r		
89	k a ŋ p o	g a ŋ p u	g a ŋ p u	g a ŋ p u	g a ŋ p u	k a ŋ p u	g a ŋ p u	
2608					j a m l o k		j a m l o k	
1170		tʃʰ a tʃʰ a	tʃʰ a tʃʰ a		tʃʰ a tʃʰ a		tʃ a tʃ i	
72	d̪ a n		d̪ a n			d̪ a n		
2302	ʃ o ŋ l a k a	ʃ o ŋ l a i			ʃ o ŋ l a kʰ a n		ʃ o ŋ l a kʰ a n	ʃ o ŋ l a l a n
2728	k o tʃ y ŋ	k o tʃ u ŋ	k o tʃ u ŋ	k u tʃ u ŋ	k o tʃ u ŋ	k o tʃ u ŋ	k o tʃ u ŋ	k o tʃ u ŋ
445	n a ɾ i k o l							n a ɾ i k o l
1088	j o n			j o n				j o n
107	d i m i n z u	d i m i n	l i d i m i		d i m i n	d i m i n	d i m i n	d i m i n
774		tʃ i n a ŋ	tʃ i n a ŋ			tʃ i n a ŋ		tʃ i n a ŋ
2285		dʒ a ŋ k u	dʒ a ŋ p o		dʒ a ŋ p o	tʃ a ŋ k u		dʒ a ŋ p a n
873		pʰ u ŋ b e	pʰ u ŋ b e		pʰ u ŋ b e	pʰ u ŋ b e	pʰ u ŋ b e	
2607		tʃ i k p a	tʃ i k p a			tʃ i k p a		tʃ i k p a
2588		kʰ u	kʰ u		kʰ u	kʰ u	kʰ u	
1008		a b i tʃ a ŋ				a b i tʃ a ŋ	a i p tʃ a ŋ	
1603		r a	r a		ɾ u	r a	ɾ u	
856			k j a k p a				k j a k p a	
1235	n a m n i ŋ	n a m n i ŋ	n a m n i ŋ		n a m n i ŋ	n a m n e ŋ	n a m n i ŋ	n a m n i ŋ
388	g u w a			g o w a				
590	n a			n a				n a
2081		d̪ o ŋ b a	d̪ o ŋ b a			d̪ o ŋ k a n	d o ŋ kʰ e n	
493			ɾ i d o n	ɾ i d o n	ɾ i d o n	ɾ i d o n	ɾ i d o n	
1307		t̪ʰ e p z a	t̪ʰ e p z a	k e p k a	t e p k a	t e p k a	t e p k a	k e p k a
2006	s e m tʃ e n							s e m tʃ e n
1796	kʰ a b a ɾ a	kʰ a b a r		kʰ a b a r				pʰ a r
1860	ŋ a m	ŋ a m	ŋ a m	ŋ a m	ŋ a m	ŋ a m	ŋ a m	ŋ a m z i ɾ
2445		t̪ a m tʃ u				t̪ a m tʃ u		
2191		m a g ɾ a k a n				m a g ɾ a k a n	m a g r a kʰ e n	
1918					o tʰ u g a ŋ p u	u t u g a m p u	u t g a m b u	
1585			l a m	l a m			l a m	
2756	tʃ e r b u	s e r b u	s e r b u	s e r b u	s e r u	s e r b u	s e r u	s e r b u
989	tʃʰ a b u l a			tʃʰ a b u				
1924		k ɾ e m ʃ i pː a				k ɾ e m ʃ i pː a		
827	bʱ i		bʱ i	bʱ i	b i h̥	b i h̥	bʱ i	
2681	b a l a ŋ b u	b a l u ŋ b o	b a l u ŋ b o		b a l a ŋ b u	b a l u ŋ b o	b a l a ŋ b u	b a l a ŋ b u
2277			ŋ j e w o			ŋ j e w o		
1725	tʃʰ a p t e n	tʃ a p tʃ e	tʃ a p tʃ e	tʃʰ a p t e n		tʃ a p tʃ e	tʃ a p tʃ i	tʃ a p tʃ e
908	l j a k p u			l e k p u				j a k p u
1627	d̪ u l u l a			d o l u				
1852		kʰ o m tʰ e ɾ a ŋ	kʰ o m d̪ a ɾ a ŋ		kʰ o m d̪ a ɾ a ŋ	kʰ o m tʰ e ɾ a ŋ	kʰ o m d i r a ŋ	
635	a t a			a t a				
1486	p a s a g o ŋ			p a s a g o m				
