COGID	dutch	english	french	german
1469-1	z ɑ n t			
2047-1	z ɔ n			
2054-1	d ɔ n ə r r			
1375-1	l ɛɪ k			
760-1	w ɛ n t			
756-1	s ə eː			
726-1	m ɔ d ə r			
1351-1	x r ɔ n t t ə r ə r r			
1353-1	x r ɔ n t ə ə d ə r			
412-1	v ə eː x ə r + eː d ə			
406-1	z ɔ eː k ə r + m d ə			
1005-1	s t eː t + k ɑ l ə r			
1012-1	s t eː l + m ə d ə r			
1016-1	w ɪ t ə ə r			
1069-1	eː			
509-1	v ɔ l ə			
693-1	m ə l l ə			
2179-1	n eː s t			
1753-1	v ɪ s t			
1131-1	w ɔ l f			
1198-1	b ɛ r t			
2032-1	h ɔ r			
2241-1	n aː k			
2244-1	l ɛɪ p			
610-1	n ɛɪ			
945-1	h ɛ r			
1534-1	l ɛɪ k			
384-1	z eː k			
1650-1	n ɔ t			
1663-1	z ɑ l t			
2279-1	l ɛɪ n ə			
471-1	z ɛɪ ə			
1385-1	z ɛɪ d ə ə			
792-1	j øː k			
1111-1	m ɑ s t			
197-1	z ɛɪ d ə			
2020-1	l ɑ l			
867-1	h ɔ n d ə r d			
1970-1	v ɔ l			
1230-1	d ə l d ə			
2017-1	n x ə			
968-1	w ɑ l t			
1674-1	l ɑ n t			
1671-1	h eː l ə l			
829-1	k l l p			
1025-1	w ɑ t ə r			
1027-1	z ɛɪ			
1832-1	r ɑu w			
-1816-1	x t n			
-335-1	l ə ɣ ə n			
1043-1	s t r oː m			
423-1	s t eː n			
2049-1	m ɔ n			
2062-1	s t ə r m			
2065-1	r aː n + b oː x ə			
1368-1	s ɑ t ə			
1365-1	d ə r			
754-1	r aː n ə			
768-1	w ɛ d ə r			
1211-1	v oː r r			
106-1	m ɑ n			
-98-1	b aː v iː			
719-1	v ɑ d ə r			
1341-1	z oː n			
-2027-1	d ɑ n			
-2026-1	n eː v ə			
409-1	z w eː ɣ ə r + l ɔ n			
402-1	d t eː ɣ ə r ɛɪ n + l t			
1014-1	s t eː p + d ɔ x t ə r			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	s ə ə r			
2194-1	ɔ t s			
2199-1	k ɑ l ə			
2197-1	d ɪ p			
1523-1	z ɑu			
1521-1	b ɔ k			
512-1	m eː r aː			
2141-1	h ɑ n			
2147-1	x ɑ n			
814-1	k r ɔ			
810-1	d oː r			
1755-1	h ɛ n t			
1758-1	m uː r			
1760-1	r ɑ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l ə s			
1307-1	n eː t			
1305-1	v l iː			
711-1	w ɑ s p ə			
1442-1	v l iː ɣ ə			
62-1	m ʉ x			
-73-1	m ɛɪ s k iː t			
1810-1	h oː t			
1805-1	v l eː s			
1813-1	h aː r			
1811-1	b l ɔ t			
690-1	r ʉ p			
2177-1	h ɑ p ə			
246-1	s x ə r w b r ɑu			
249-1	s x ə ə d ə			
1506-1	n aː x ə ə ə l ə			
2242-1	m ɔ n			
2245-1	t ɔ ŋ			
1196-1	d ɑ k			
2174-1	s x ʉ d ə r			
575-1	ɑ r ə l			
603-1	ɑ l ə + b oː x ə			
601-1	h ɑ n t			
615-1	v ɪ ŋ k r r			
901-1	k l ə			
608-1	v ɔ t			
596-1	t aː			
937-1	b r eː s t			
936-1	n aː v ə l			
646-1	l ɔ ŋ			
947-1	l iː v ə r			
1606-1	h ɔ p			
472-1	n iː ə d			
1535-1	z w eː t ə			
1546-1	s p ɑ k			
1959-1	s l iː p ə			
694-1	s n eː r			
1961-1	d r ɛɪ m ə			
323-1	l ɛɪ l ə			
1885-1	x r ɑ p			
2156-1	k r eː k l			
1903-1	w ɔ n d ə			
525-1	z w eː l iː ŋ			
276-1	l ɑ m			
274-1	d oː p			
278-1	b l ɪ n t			
258-1	d ə ɔ d r r k k ə			
256-1	n aː k t			
383-1	eː t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	x f ə			
2003-1	k eː t ə l			
2024-1	p ɑ n			
1321-1	r ɔ p			
1976-1	t ə ŋ ə			
1243-1	m ɑ l ə ɛɪ t			
1265-1	p ɑ l ə			
1261-1	z iː r ə			
655-1	b r oː t			
650-1	d iː x			
1532-1	d n t ə			
-36-1	z ɔ p ə			
34-1	b oː n			
-1647-1	v ɪ x			
-1615-1	d l l			
125-1	v ɑ t			
1659-1	h oː n ɪ x			
1661-1	m ɪ l k			
1676-1	b ɔ d ə r			
480-1	d r ɪ k r k k k			
1466-1	k l aː ə			
2277-1	w eː l ə			
2271-1	v ɑ l t			
2293-1	l aː x ə r			
624-1	s p ɪ n ə			
628-1	s p ɪ n d ə l			
626-1	w ɛ r ə			
633-1	n eː d ə l			
1185-1	s t l ə ə r r r			
1179-1	h aː t			
2168-1	k ɑ m			
1952-1	d ə r			
899-1	l ɛɪ d ə r			
922-1	b eː t			
-934-1	l ɑ m p			
916-1	d r ɔ t			
1726-1	v ɑ l t			
2108-1	p l t ɣ ə			
1133-1	v ɔ r			
