COGID	dutch	english	french	german
1828	s x œy m			ʃ au m
1424	r ɛɪ d ə	r aɪ d		r ai t ə n
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
133	x aː n	ɡ əʊ		
164	x iː r			ɡ ai ə r
-588	p l ɑ t			p l a t
122	d iː r			t iː r
1254	h aː r t			h eː r t
1900	z iː k	s ɪ k		
2091	b ə + w aː r ə			b ə + v aː r ə n
1509	s n ɔ t	s n ɔ t		
2216	v l øː ɣ ə l			f l yː ɡ ə l
-1041	r iː v iː r	r ɪ v ə r		
186	s x ʉ l t			ʃ ʊ l t
838		s t eɪ	ʀ ɛ s t e	
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
2094		ʃ ʌ v l̩		ʃ au f ə l
116	j ɔ ŋ ə			j ʊ ŋ ə
1638	k oː p ə r	k ɔ p ə r		
801		f r ɔ ɡ		f r ɔ ʃ
1240	h iː l	h iː l		
855	l aː x	l əʊ		
-425	r ɔ ts	r ɔ k		
314	d oː d ə			t ɶː t ə n
2125	w ɪ k ə l ə			v ɪ k ə l n
352	eː r s t ə			eː r s t ə
1407	v ɑ s t + h ɑu d ə	h əʊ l d		h a l t ə n
-1161	l ɛɪ n	l aɪ n		
758	l ʉ x t			l ʊ f t
1681	d ɑ l			t aː l
776	v ə r + d eː l ə			t ai l ə n
2275	b eː l t + h ɑu w ə r			b ɪ l t + h au ə r
1948	s l ɔ t			ʃ l ɔ s
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
1212	r oː k			r au x
847	h oː x	h aɪ		h oː x
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
1300	x ɛ r s t			ɡ ɛ r s t ə
612	b eː n			b ai n
1144	k aː l			k aː l
1777	v ɔ l ɣ ə	f ɔ l əʊ		f ɔ l ɡ ə n
672	d eː k ə			d ɛ k ə
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
20	k l ɛɪ n			k l ai n
2111	x r aː v ə			ɡ r aː b ə n
2192	k uː	k aʊ		
1091	uː v ə r			uː f ə r
1912	s t ɛ r k			ʃ t a r k
347	t w eː d ə			ts v ai t ə
993	x l ɑ s	ɡ l ɑː s		ɡ l aː s
1689		l ɪ f t	l ə v e	
1789	b eː d ə l aː r			b ɛ t l ə r
782	w ɛ x			v ɛ k
340	b ə + ɣ r aː v ə			b ə + ɡ r aː b ə n
1222	aː n + s t eː k ə			a n + ʃ t ɛ k ə n
877	w eː ɣ ə			v iː ɡ ə n
1839	w ɛ + ɣ aː n	ɡ əʊ + aʊ t		au s + ɡ eː ə n
393	k ɑu w ə			k au ə n
1024	aː d ə r			aː d ə r
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
6011	j ʉ l iː		e t a b l	
51		b r ɪ k	b ʀ i k	
528	j øː k			j ʊ k ə n
1075	b l aː z ə	b l əʊ		b l aː z ə n
305	p aː l			pf aː l
2006	p ɔ t	p ɔ t		
1548	aː d ə m ə			aː t m ə n
850	t ɔ p	t ɔ p		
1553	h uː s t ə			h ʊ s t ə n
2097		h əʊ		h a k ə
2038	n ɪ x t			n ɪ x t ə
260	m uː			m yː d ə
-346		r iː f		r ɪ f
2107	h ɑ r k			h a r k ə
-134	d ɑ n s ə	d ɑː n s		t a n ts ə n
7	w oː n ə			v oː n ə n
1472	m ɔ d ə r	m ʌ d		
205	ɑ r m + b ɑ n t			a r m + b a n t
2166	b ɔ r s t ə l			b ʏ r s t ə
1434	b r ɛ ŋ ə	b r ɪ ŋ		b r ɪ ŋ ə n
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
1431	d r aː ɣ ə			t r aː ɡ ə n
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
474	d ɪ k	θ ɪ k		d ɪ k
1447	b oː m			b au m
169	r ɛɪ ɣ ə r			r ai ə r
721			p ɛ ʀ	eː ə
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
864		s aɪ d		z ai t ə
1918	d oː r + s n ɛɪ d ə			ʃ n ai d ə n
300		f əʊ l d		f a l t ə n
1177	d iː p	d iː p		t iː f
677	t ɛ l ə			ts ɛː l ə n
940	m aː x			m aː ɡ ə n
1317	r ɔ t	r ɔ t n̩		
635	v ɛ r v ə			f ɛ r b ə n
427	w ɑu t			v a l t
1181	m ʉ ts			m ʏ ts ə
1065			t y	d uː
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
268	d ɛɪ	θ aɪ		
-2030		ʌ ŋ k l̩		ɔ ŋ k ə l
1389			ʃ o z	z a x ə
2253	k ɛ r v ə	k ɑː v		
790	b r ʉ x	b r ɪ dʒ		b r ʏ k ə
2016		f r aɪ	f ʀ i ʀ	
2001		l iː f		l au p
885	d eː l ə			au s + t ai l ə n
-1682	v ɑ l ɛɪ	v æ l ɪ		
1343	k ɪ n t			k ɪ n t
-1021	m uː r ɑ s			m oː r a s t
588	v l ɑ k		p l a	f l a x
736	v r ɑu w			f r au
1052	z ɛɪ			z iː
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
2105		r eɪ k		r ɛ x ə n
1264	s x ɪ l ə			ʃ ɛː l ə n
135	x l ɛɪ d ə	s l aɪ d		ɡ l ai t ə n
517	p aː r t			pf eː r t
1397	h ɑu d ə			b ə + h a l t ə n
-1158	b ɑ l	b ɔː l		
-1723		ɡ ɑː d n̩		ɡ aː r t ə n
1408	n eː m ə			n eː m ə n
467	d ʉ n	θ ɪ n		d ʏ n
579	v ɪ n d ə	f aɪ n d		f ɪ n d ə n
1678	v ɑ s t ə + l ɑ n t			f ɛ s t + l a n t
3	h ɔ f			h oː f
1895		h iː l		h ai l ə n
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
1571	m eː n ə x t ə			m ɛ ŋ ə
874	m ɑ n	əʊ l d + m æ n		
1295	h aː v ə r			h aː f ə r
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
1401		ɡ r ɑː s p		ɡ r ai f ə n
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
1188	n ɑu w	n æ r əʊ		
-1785	x r aː n	ɡ r eɪ n		
1821	r ʉ x			r ʏ k ə n
2127	d r aː j ə			d r eː ə n
159	h aː v ɪ k			h aː b ɪ x t
