COGID	1	10	2	3	4	5	6	7	8	9
2689-1	p a m a									
893-1	a á a a									
1285-1	á s a									
1303-1	ŋ ɔ u a									
2197-1	j a l a									
2828-1	p i n a									
3572-1	s ɔ á i									
1095-1	l i m a									
1755-1	n i i									
1789-1	k n l a p ŋ a a									
3207-1	β ʊ l a									
3519-1	t ʊ m a									
3686-1	i m m m a									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	b ʊ n i									
630-1	β ɛ ɛ l ɛ									
814-1	ŋ ɔ m β ɛ									
1216-1	g a β a									
1228-1	β a									
1418-1	s i m i a									
1475-1	l a									
2026-1	t ɛ									
2775-1	β ʊ m m a									
3397-1	β ɔ l a									
3826-1	s ɔ k a									
4003-1	i β t a									
4040-1	l ɛ á i									
4373-1	l i m i									
4384-1	i á ɔ									
84-1	s l g a									
116-1	s i k a									
181-1	g ɔ ŋ ŋ ɔ									
419-1	l ɔ l a									
587-1	ɔ ɔ ŋ ɔ									
660-1	l ɛ l a									
848-1	k p l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	s a									
1350-1	l j i									
1374-1	n n a n i									
1396-1	s ɔ β ʊ									
1430-1	i s ɔ									
1666-1	j a n ɔ									
1767-1	k ɔ k ɔ									
1906-1	i ŋ w i l a									
2177-1	ŋ g a z									
2286-1	l a a									
2317-1	β u β a									
2419-1	s ɛ k a									
2750-1	ɛ s i									
3018-1	s i l a									
3275-1	k a a a a									
3441-1	s n ŋ g a a									
3464-1	β ɔ n a									
3639-1	t ɛ t ɛ m n a									
3885-1	s u m ɔ									
3981-1	i u a a									
4192-1	β i m m a a									
4260-1	s a									
4350-1	l ɛ ɛ l ɔ									
43-1	j i j u a									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	l l l a a									
459-1	l u m a									
508-1	t ɔ β u									
528-1	β i l i									
575-1	t a									
871-1	j p u a									
1137-1	s i k ʊ									
1339-1	j i a									
1585-1	a l i a									
1712-1	β u l l									
1872-1	p a									
2088-1	β i s a									
2166-1	ʊ u m a ŋ									
2334-1	s i k ɔ									
2393-1	m á s a									
2537-1	l ɔ u l									
2665-1	i ŋ w i i									
2738-1	β ɛ ɛ l ɛ									
2872-1	k ɔ s i									
2893-1	j i k ʊ a									
2997-1	l a z p a									
3075-1	g ʊ l ʊ β ɛ									
3675-1	l ɛ l l ɛ									
4028-1	β s ɛ									
4137-1	m i l a									
4238-1	s s ɔ s i									
4316-1	t z t ʊ									
4429-1	a s n a									
4440-1	β i l i									
4485-1	s ʊ a									
4574-1	β t a l a a									
4688-1	p ɛ									
143-1	ɔ ʊ									
240-1	ɔ ɔ l a									
388-1	n m a a a									
401-1	d a									
599-1	t z m m k i									
649-1	l ɛ ɛ t a									
755-1	l u i a									
836-1	s ʊ m β i									
969-1	z n a									
994-1	j ɛ l ɛ k a									
1006-1	u m ŋ u a									
1032-1	k ɔ l ɔ l a									
1043-1	β a l a									
1110-1	t ɛ m a									
1263-1	t n p a									
1273-1	l ɔ ɔ t a									
1329-1	i k a l a									
1362-1	l i									
1606-1	ɔ ɔ ɔ									
1617-1	t i k ɔ a									
1629-1	k w i									
1744-1	i β a a									
1895-1	t a									
1917-1	β ʊ m a									
1969-1	b d b a									
1989-1	s a g a									
2037-1	k b z b a									
2128-1	n ɛ m s ɛ									
2186-1	g a n a									
2483-1	g l l									
2592-1	l ɔ l a									
2615-1	d a									
2700-1	a z ŋ a a									
2784-1	k u l a									
2797-1	ɔ ɔ a									
2884-1	j j p a									
2904-1	k ɛ i n n a									
2972-1	s ɛ a									
3030-1	l i p a									
3148-1	i t a									
3160-1	l ʊ ɛ a i									
3261-1	t ɛ t ɛ									
3364-1	s ɔ t a									
2689-2		n a m a								
893-2		a n a								
1303-2		b oː m a								
2197-2		s a l a								
2828-2		s i n a								
3572-2		s oː n i								
1095-2		l i t								
1789-2		k á e a n a								
3207-2		v u l a								
3519-2		t u m a								
3686-2		i m m a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n o n i								
630-2		v e e l e								
814-2		b oː m m e								
1216-2		g a v a								
1228-2		v a								
1418-2		s i m								
1475-2		g j a								
2026-2		t e								
3826-2		s oː k a								
4003-2		i v t								
4373-2		l i m i								
4384-2		i n oː								
84-2		n l g								
116-2		s i k								
419-2		l o g								
587-2		o e b o								
660-2		l e l a								
848-2		k á l								
1122-2		v i n a								
1159-2		s								
1350-2		l s								
1374-2		n a a n n								
1906-2		i p g i l								
2419-2		s e k								
2750-2		e s i i								
3441-2		s e e b a								
3464-2		v o n a								
3639-2		t i t i m a								
3981-2		i m á								
4192-2		v i m m l								
4350-2		l e e l o								
278-2		v a								
3971-2		k a m								
55-2		a a m a								
43-2		p i m u								
93-2		k o n o								
459-2		l u t a								
1137-2		s i k u								
1585-2		a a l								
1872-2		p								
2166-2		u u m a o								
2872-2		k oː s i								
2997-2		g a n p a								
3075-2		g u l u v e								
3675-2		l j i i l e								
4137-2		m i l a								
4238-2		i e s i p								
4316-2		t á t u								
4574-2		t j á n g								
3067-2		n t u								
3531-2		a n i a n								
1033-2		k o e l o a								
3185-2		v i k a								
794-2		v e k a								
143-2		v u u								
240-2		o g a								
388-2		n u a a								
599-2		t á m m i i								
969-2		i a a								
994-2		t e e k a								
1606-2		o v v o								
1629-2		k b i i								
1895-2		s								
2592-2		l o l a								
2884-2		p j a a								
3148-2		i t a								
3261-2		t e t e								
2689-3			tʰ a m a							
893-3			a n a							
1285-3			n w a							
1303-3			w o m a							
2197-3			s a l a							
2828-3			i i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n i							
1789-3			x a l a k a							
3207-3			f u l a							
3519-3			j u m a							
3686-3			i m m n							
4249-3			x u m i							
4451-3			f i s i							
448-3			tʰ o n i							
630-3			β e e l e							
1216-3			k a f a							
1228-3			j j a							
1418-3			s i m a							
1475-3			k w a							
3397-3			β o l a							
4003-3			i f a							
4040-3			g e n i							
4373-3			l i m i							
4384-3			i n o							
181-3			g o w k o							
419-3			l o k a							
587-3			o w k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			n a a n a							
1396-3			s o f u							
1666-3			j a n o							
1767-3			x o x o							
1906-3			i w g i l a							
2177-3			ŋ g a							
2286-3			l a							
2317-3			β u β a							
2750-3			e s i							
3275-3			x a a n							
3464-3			f o n a							
3639-3			dʒ e dʒ e m n							
3981-3			i m a							
4192-3			f i a m k a							
4260-3			s j a							
4350-3			l e e l o							
278-3			β a							
745-3			j a x o							
3971-3			x á m a							
93-3			x o n o							
200-3			β i							
374-3			a a l g a							
508-3			tʰ o f u							
528-3			β i l i							
1137-3			s i x ɲ							
1585-3			a a a							
1712-3			f u l o							
2088-3			β i s a							
2334-3			j i k o							
2393-3			m n u a							
2665-3			i b g i							
2738-3			β e e l e							
3675-3			l j i l l e							
4137-3			m i l a							
4440-3			β i l i							
4574-3			j ŋ a l a							
4688-3			i i l							
2798-3			n w a							
3067-3			n dʒ u							
3531-3			a n i x a							
3767-3			l o							
4632-3			x s s i							
401-3			tʰ a							
649-3			l e e j a							
755-3			g u l a							
1032-3			x o l o l a							
1043-3			f a l a							
1273-3			l o o j a							
1362-3			g i i							
1895-3			dʒ a							
2615-3			tʰ a a							
2784-3			k a l							
2904-3			x e i n a a							
2689-4				ts a m a						
893-4				a á a						
1285-4				ɲ s a						
3572-4				s ɔ ɲ e						
1755-4				n ts						
1789-4				k a r a a ŋ a						
3686-4				e m m a						
4451-4				b e s e						
1216-4				a a b a						
4003-4				e b a						
419-4				ɔ ɔ a a						
1122-4				b e n a						
1430-4				e s ɔ						
1666-4				t á á ɔ						
1767-4				a ɔ k ɔ						
55-4				a a m a						
94-4				b ɔ k ɔ						
2717-4				g a ŋ g a						
1339-4				t t i						
4632-4				k á s e						
2784-4				g o i o						
3160-4				r o dʒ a						
2689-5					s a m a					
893-5					a a a					
1285-5					n j a					
1303-5					g o m a					
2197-5					j a l					
2828-5					i i a					
3572-5					s o n i					
1095-5					l i t a					
3207-5					f u l a					
3519-5					t u m a					
3686-5					i á m a					
4249-5					k u m i					
448-5					ʃ u n i					
630-5					β e e l e					
814-5					g o m m e					
1228-5					s j a					
1418-5					ʃ i m a					
2026-5					t j e					
2775-5					β u m β					
3397-5					β o l					
3826-5					s o k					
4040-5					g e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					ʃ u k u					
116-5					j i k a					
587-5					o ŋ g o					
848-5					k á l					
1159-5					s a					
1350-5					l j a					
1396-5					j o β u					
1430-5					i s o					
1767-5					k o k o					
2286-5					l a					
2317-5					β u t					
2419-5					s e k a					
2750-5					e ʃ ʃ					
3018-5					ʃ i l					
3275-5					k á n a					
3441-5					s a ŋ g a					
3885-5					s u m o					
4192-5					β i á m a					
4260-5					s j a					
4350-5					l e e l o					
278-5					β a					
745-5					t á k o					
3971-5					k a m a					
55-5					a a m					
94-5					β o k o					
2717-5					g a ŋ g a					
4139-5					m i n a					
200-5					β i					
374-5					a l ŋ					
508-5					β o f u					
528-5					β i l i					
575-5					t a					
1137-5					s i k u					
1339-5					t j i i					
1872-5					p a					
2537-5					l o m o					
2738-5					β e e l e					
2872-5					k o s i					
2893-5					j i k u					
3675-5					l j e l e					
4028-5					j e					
4238-5					i s f ʃ i					
4429-5					t s i					
4485-5					s u					
2798-5					n j a					
3531-5					a a l i k					
3767-5					l o					
4632-5					k á ʃ i					
1033-5					k o s o u					
3185-5					β i k a					
649-5					l e e t					
1110-5					t e u a					
1263-5					t á p a					
1273-5					l o o t					
1329-5					i k a l					
1617-5					n k k					
1917-5					β u u a					
1969-5					a m a á					
2483-5					g u l u					
2615-5					d					
2700-5					g a p g a					
2884-5					p j t a					
2972-5					ʃ e					
3030-5					l i p					
3261-5					t e t e					
1303-6						ŋ o m a				
1755-6						ɛ i				
448-6						tʃ o ɛ i				
1475-6						l s				
3397-6						ɓ o l				
2286-6						l a				
278-6						ɓ				
2717-6						g a s g a				
4137-6						m i l				
3767-6						l o				
1033-6						k o s ɔ				
2689-7							á a b a			
893-7							a n a			
1285-7							ɲ w a			
1303-7							g o b a			
2197-7							s a a			
2828-7							i i a			
3572-7							s o n i			
1095-7							r i b			
1755-7							a i			
1789-7							k ŋ a ŋ a			
3519-7							t u b			
3686-7							i s b n			
