COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
618	ɣ ɑ	ɣ ɑ	ɣ ɑ	ɣ ɑ	ɜ ɣ ɑ	ɣ ɑ	
939		ɑ ŋ o	ɜ m o	ɑ ŋ o	ɑ ŋ o	ɑ ŋ o	
887	ɕ ɛ d i	ɕ ɛ d i	ɕ ɜ d i		ɕ ɛ d i	ɕ ɛ d i	ɕ ɑ d i
573		s̪ ɛ n̪ m ɜ	s̪ ɛ n̪ m o	s̪ ɛ n̪ m o	s̪ ɛ n̪ m o	s̪ ɛ n̪ m o	
980	kʰ ɜ p	kʰ ɜ p	kʰ ɜ p	kʰ ɜ p	kʰ ɜ p	kʰ ɜ p	
358	pʰ r̪ u	pʰ r̪ u	pʰ r̪ u		p l̥ u	p l̥ u	pʰ r̪ u
1315	t̪ ɑ k s̪ k ɜ n̪	t̪ ɜ x s̪ k ɜ n̪	t̪ ɑ k s̪ k ɜ n̪	t̪ ɑ x s̪ k ɜ n̪	t̪ ɑ x s̪ k ɜ n̪	t̪ ɑ k s̪ k ɜ n̪	t̪ ɑ x s̪ k ɜ n̪
1348		ʑ ɪ n̪ d o	ʑ ɪ g d o	dʑ i n̪ d o	ʑ ɪ n̪ d o	ʑ ɪ n̪ d o	
912	gʲ o x p ɑ	gʲ o x p ɑ	gʲ o x p ɜ	gʲ o x p ɜ	gʲ ʊ x p ɜ	gʲ ʊ k s̪ p ɜ	
1660	g o n̪ d e	g u n̪ d e	g ʊ n̪ d e	g ʊ n̪ d e	g u n̪ d e	g u n̪ d e	g ʊ n̪ d e
9	l̪ t̪ o k s̪	l̪ t̪ o k s̪	l̪ t̪ o k s̪	l̪ t̪ o k s̪	l̪ t̪ o k s̪	l̪ t̪ o k s̪	l̪ t̪ o k s̪
163	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɜ	ŋ ɑ
1207	p ɑ j u	p ɑ j u	p ɑ j u	p ɑ j u	p ɑ j u	p ɑ j u	
1456	h ɜ s̪ k e	h ɜ s̪ k e	h ɜ s̪ k e	h ɜ s̪ k e	h ɜ s̪ k e	h ɜ s̪ k e	
1684	kʰ i t̪ ɜ ŋ	kʰ i d ɜ ŋ	kʰ ɪ t̪ ɜ ŋ	kʰ i d ɜ ŋ	kʰ i t̪ ɜ ŋ	kʰ i t̪ ɜ ŋ	
153				kʰ ɜ k t̪ ɜ t̪ s̪	kʰ ɑ k t̪ ɜ t̪ s̪	kʰ ɜ k t̪ ɜ t̪ s̪	
626	m ɪ n̪ d o qʰ	m ɪ n̪ d o q	m ɪ n̪ d o q	m ɪ n̪ d o q	m ɛ n̪ d o q	m ɛ n̪ d o q	m ɛ n̪ d o q
1626		n̪ ɜ m ɑ					n̪ ɑ m ɑ
1692	n̪ o n̪ o	pʰ o n̪ o	pʰ o n̪ o	pʰ o n̪ o	pʰ o n̪ o	pʰ o n̪ o	n̪ o n̪ o
1331	ɾ d̪ β̞ ɑ	ʊ ɾ d̪ β̞ ɑ	ɾ d̪ β̞ ɑ	ʊ ɾ d̪ β̞ ɑ	ʊ ɾ d̪ β̞ ɑ	ʊ ɾ d̪ β̞ ɑ	ʊ ɾ d̪ β̞ ɑ
399	b ɑ				b ɜ	b ɜ	
1545	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɑ d ɑ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ
1627	tɕ ʊ ŋ m ɜ	tɕ ʊ ŋ m ɜ					
888				ɕ ɛ r̪ i		ɕ ɛ r̪ i	
734	ɾ β̞ ɑ	ɾ β̞ ɑ	ɾ β̞ ɑ	ɾ β̞ ɑ	ɾ β̞ ɑ	ɾ β̞ ɑ	ɾ β̞ ɑ
1585	n̪ ɑ m	n̪ ɑ m	n̪ ɑ m	n̪ ɑ m	n̪ ɑ m	n̪ ɑ m	n̪ ɑ m
1371	d̪ o	d̪ o	d̪ o	d̪ o	d̪ o	d̪ o	
173			gʲ ɜ̃ l ɜ				gʲ ɜ̃ l ɜ
1012	t̪ r̪ o b ɜ ɾ	tɕ o b ɜ ɾ	t̪ r̪ o b ɜ ɾ	t̪ r̪ o b ɑ ɾ	t̪ r̪ o b ɜ ɾ	t̪ r̪ o b ɜ ɾ	t̪ r̪ o b ɑ ɾ
669	s̪ ɛ ɾ	x s̪ ɛ ɾ	x s̪ ɛ ɾ	x s̪ ɛ ɾ	x s̪ ɛ ɾ	x s̪ ɛ ɾ	s̪ ɛ ɾ
1	m i n̪ s̪	m i n̪ s̪	m ɪ n̪ s̪	m i n̪ s̪	m ɪ n̪ s̪	m ɪ n̪ s̪	
531	t̪ʰ ɜ q r̪ i ŋ	t̪ʰ ɜ x r̪ i ŋ	t̪ʰ ɜ q r̪ i ŋ	t̪ʰ ɜ q r̪ i ŋ	t̪ʰ ɑ ɣ r̪ i ŋ	t̪ʰ ɜ q r̪ i ŋ	t̪ʰ ɑ q r̪ i ŋ s̪
1448	p ɑ ɣ ɜ n̪	p ɑ ɣ ɜ n̪	p ɑ ɣ ɜ m	p ɑ ɣ ɜ n̪	p ɑ ɣ ɜ n̪	p ɑ ɣ ɜ n̪	p ɑ ɣ ɜ n̪
767	ɜ ɕ i p ɑ	ɜ ɕ i p ɑ	ɜ ɕ i p ɑ	ɜ ɕ i p ɜ	ɜ ɕ i p ɑ	ɜ ɕ i p ɜ	
1048	k ɜ k ɑ	k ɜ k ɑ	k ɜ k ɜ	k ɜ k ɜ	k ɜ k ɜ	k ɜ k ɜ	k ɑ ɣ ɑ
1081	ts̪ õ ŋ	ts̪ o ŋ	ts̪ o ŋ	ts̪ o ŋ	ts̪ o ŋ	ts̪ o ŋ	ts̪ o ŋ
634	ʑ i	b ʑ i	b ʑ i	β ʑ i	b ʑ i	b ʑ i	β ʑ i
1578		ʈʂ o		ʈʂ o	ʈʂ o	ʈʂ o	
1389	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ
