COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a n a a									
1285-1	n w a									
1303-1	g ɔ m a									
2197-1	s a l a									
2828-1	i i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	n ɛ									
1789-1	k a l a a g a									
3207-1	β u l a									
3519-1	t ʊ m a									
3686-1	i a m ɔ a									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	u ʊ n i									
630-1	β ɛ ɛ l ɛ									
814-1	g ɔ m β ɛ i									
1216-1	g a β a									
1228-1	β w a									
1418-1	z i m a a									
1475-1	g w a									
2026-1	t w ɛ									
2775-1	β u m β a									
3397-1	β ɔ l ɔ									
3826-1	s ɔ k a									
4003-1	i β ɔ a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	z a g u									
116-1	f i k a									
181-1	g ɔ g g ɔ ɔ									
419-1	l ɔ g a									
587-1	ɔ g g ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	n a									
1350-1	l j a									
1374-1	n a a n a									
1396-1	s ɔ β ʊ									
1430-1	i s ɔ ɔ									
1666-1	t a n ɔ									
1767-1	z ɔ k ɔ									
1906-1	i ʊ g i l a									
2177-1	ŋ g a i									
2286-1	l a									
2317-1	f u β a									
2419-1	s ɛ k a									
2750-1	ɛ z i i									
3018-1	z i l a									
3275-1	k a a a a									
3441-1	s a ŋ g a a									
3464-1	β ɔ n a									
3639-1	t ɛ t ɛ m ɛ l									
3885-1	s u m ɔ									
3981-1	i m a a									
4192-1	β i m m a									
4260-1	s w a									
4350-1	l ɛ ɛ l ɔ									
43-1	z i m ʊ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	a a a a									
459-1	a u m a									
508-1	f ɔ f u									
528-1	β i l i									
575-1	t a i									
871-1	t a m a									
2689-2		n a m a								
893-2		a n a								
1303-2		ŋ o m a								
2197-2		s a l a								
2828-2		s i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a i ŋ a								
3207-2		w u l a								
3519-2		t u m a								
3686-2		i a m b a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n u n i								
630-2		v e e l e								
814-2		ŋ o m m e								
1216-2		g a v a								
1228-2		b w a								
1418-2		s i m a								
1475-2		g w a								
2026-2		t w e								
3826-2		s o k a								
4003-2		i v a a								
4373-2		l i m i								
