COGID	Albanian	English	French	German	Latin
560-1	m e m				
438-1	r				
1222-1					
353-1	p e r				
201-1	e ə				
20-1	e r				
503-1	p ʃ r				
957-1	ə				
728-1	m e r				
244-1	m e m				
289-1	m e t r				
911-1	p e r				
724-1	d r u				
145-1	n				
992-1	m				
1181-1	m e r				
741-1	p ə m				
1150-1	m e				
585-1	p ə				
814-1	ɟ a r				
916-1					
1079-1	ɟ a n				
630-1	m				
343-1	ɟ a a r				
8-1	d r r				
385-1	m a				
683-1	m e r				
650-1	m a r				
612-1	p e m				
871-1	n a r				
667-1	m ɟ a t				
527-1	d e r				
499-1	m e				
1029-1	p e				
336-1	p ə ʃ r				
198-1	m				
164-1	n ʃ ʃ a r o t				
560-2		j ɪ			
438-2		r			
1222-2					
353-2		p ɪ s			
201-2		s a			
20-2		s s			
503-2		p l i			
957-2					
728-2		s a n			
244-2		s			
289-2		l a s			
911-2		s i s			
724-2		g r i			
145-2		s			
992-2		s			
706-2					
106-2		p ʊ			
741-2		p			
421-2		ə s			
227-2		p ʊ			
920-2		h ɪ r			
1083-2		s i s			
1066-2		r			
1125-2		ə s			
1197-2		m au			
473-2		s ai			
284-2		l s			
661-2		n			
701-2		r ai d			
315-2		r a n			
1169-2		s a l			
1150-2		s r i			
982-2		s i			
987-2		s t			
1055-2		s i a n			
1130-2		s i g			
433-2		s a n			
625-2		s a θ			
1186-2		s i s			
416-2		s			
1233-2		s ɪ n			
884-2		g ɪ r s			
1016-2		l s i ə s			
952-2					
78-2		l i s			
514-2		g r i n			
116-2					
188-2		p r a n			
745-2		f ɪ r			
1100-2		f l au s			
47-2		a r i			
111-2		l s			
1061-2		r s			
24-2		s ɪ t			
232-2		s a n			
671-2		l i f			
385-2		s t			
945-2		s ɪ s a n			
644-2		ʊ t			
1041-2		s t			
492-2		s a n			
1209-2		ɪ r s			
527-2		w ai			
14-2		g ʊ l			
1-2		o l			
915-2		l n d			
271-2		s			
711-2		ð ai t			
1112-2		l ʊ d			
205-2		ai r r s d			
301-2		l au			
72-2		m l d			
162-2		s s			
238-2		s e			
560-3			ɛ		
438-3			r		
1222-3					
353-3			p u s		
201-3			p		
20-3					
503-3			p l i		
957-3					
728-3			s ɛ		
244-3					
289-3			d ɔ s		
911-3			i		
724-3			g r		
145-3					
992-3					
1181-3			ʃ o d		
706-3					
106-3			p u		
741-3			p ø		
421-3			l ɛ̃ t		
227-3			p u s		
920-3			k r		
1083-3			k		
1066-3					
1125-3					
1197-3			l ɛ̃		
473-3			k		
284-3			k s e		
661-3			n		
701-3			r s e		
315-3			s ɛ		
1169-3			s ɛ l		
1150-3			s t r		
982-3			s		
987-3			s		
1055-3			s i		
1130-3			s s		
433-3			s		
585-3			p		
625-3			ɛ̃		
1186-3					
814-3			v ɛ r		
416-3					
1233-3			k		
884-3			v ɛ r t		
916-3			s e		
1016-3			o d ɛ ɛ l		
952-3					
514-3			ɛ s		
1079-3			s ɑ̃		
1100-3			p l ɛ̃ s		
47-3			ɛ r		
111-3			l a		
1061-3			m ɛ̃ n		
1155-3			ʃ ɔ l l		
343-3			s ɛ r ɛ r		
671-3			r ɛ s		
460-3			p u s		
8-3			ɑ̃		
644-3			s		
683-3			ʃ ə e		
650-3			o l e		
612-3			p m		
871-3			s t e		
1209-3			v ɛ s		
667-3			s o i		
499-3			n		
14-3			u		
1029-3					
272-3			ʃ n ɛ r		
278-3			m o l		
410-3			ʃ ɔ r t		
336-3			k p ɑ̃ t e		
1009-3			t ɛ t ɛ r		
479-3			o v		
712-3			m œ r		
1113-3			s ɛ̃ t		
605-3			ɛ r		
752-3			p i l e		
695-3			l s		
73-3			p r ø		
162-3			d o s		
239-3			d		
560-4				eː	
438-4				r	
1222-4				r	
353-4				h a t	
201-4				eː	
20-4					
503-4				f l	
957-4				n	
728-4				l	
244-4				m i t	
289-4				h au t	
911-4				r z	
724-4				g r	
145-4				t	
992-4					
1181-4				m i	
706-4				d	
106-4				f a n d	
421-4				f l au d	
227-4				f a t	
920-4				h eː	
1083-4				h aː d	
1066-4					
1125-4				l eː d	
1197-4				m eː n d	
473-4				m t	
284-4				l iː z	
661-4				d	
701-4				a t	
315-4				r a n	
1169-4				z a l	
1150-4				ʃ r	
982-4				ʃ eː	
987-4				ʃ eː	
1055-4				ʃ	
1130-4				z a r	
433-4				z a n	
585-4					
625-4				z d	
1186-4				r d	
814-4				g r	
416-4				i	
1233-4				ʃ eː d	
884-4				g eː r d	
78-4				f l	
514-4				ə a n	
116-4				s	
188-4				f r	
745-4				h a n d r	
1100-4				a a t	
630-4				r z t	
1155-4				m a	
24-4				m a n	
232-4				m au t	
671-4				r ai t	
460-4				g a t	
8-4				g r z	
385-4				ʃ t	
945-4				z i z	
1041-4				ʃ t a n	
492-4				d eː d	
527-4				v ai s	
14-4				ʃ aː l	
1-4				f l	
915-4				a n d	
271-4				a s	
711-4				v ai s	
1112-4				f l ə t	
205-4				t r aː z t	
301-4				l a	
72-4				m a l t	
238-4				t aː	
560-5					i a
438-5					r i
1222-5					
353-5					p m i
201-5					s iː
20-5					k a i
503-5					p l e
957-5					n iː
728-5					k a
244-5					k a
289-5					n u
911-5					
724-5					r iː
145-5					k
992-5					k
1181-5					k t n
706-5					iː
106-5					p u
741-5					p oː m o
421-5					l a i
227-5					p u e
920-5					m p r iː
1083-5					k p r n a
1066-5					
1125-5					e n
1197-5					m a
473-5					k iː
284-5					k a iː
661-5					
701-5					k a
315-5					s a n i o
1169-5					s e l iː
982-5					n t i
987-5					s i a
1055-5					n e l a
1130-5					s t a
433-5					s i
585-5					
625-5					n a d
1186-5					s a n a
814-5					t e
416-5					k d
1233-5					s i m i
884-5					w i r a
916-5					
1016-5					a n a k a l a
952-5					d e
78-5					l aː t
1079-5					s i d
116-5					a
188-5					u i
745-5					p u s a
47-5					m a n a
111-5					l a k a
1061-5					m a i d a
630-5					m o
1155-5					k u
24-5					n u
232-5					n u w
343-5					w i e i
460-5					p u l iː
945-5					s e k a
644-5					k a
683-5					s i n d
650-5					m w i l a
612-5					s m o
1041-5					u e
871-5					i r e n
492-5					n a
1209-5					w i l a d
667-5					k a
499-5					n o
1029-5					w i
272-5					s i m t
278-5					d a w i r a
410-5					m o r e i
1009-5					w i m t e
198-5					m o
479-5					a r a
712-5					m o r e
1113-5					s i m o
605-5					a l i
752-5					r e s r aː
695-5					u a r e
73-5					f o d n d
164-5					n i m o r l i
239-5					g e l e
