COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
374		k j ḛ ʔ ³	kʰ oi ⁴³			k j u	
549	dʒ a m ³		dʒ æ m ⁵⁴				
101			pʰ j u ²¹	pʰ j u ⁵¹	pʰ j u ⁵⁵		pʰ j u ⁵¹
338	n j ɔ ʔ ⁴³		m j ɔ ʔ ³	m j ɔ ʔ ³²		h m i t	m j ɔ ʔ ³
457	b ai ʔ ³¹		b ə k ²	b a k ³²		p a ts	
64	k ɔ̰ ³¹		g o ŋ ³	g ɔ ŋ ³¹	kʰ o ³¹	k w i ŋ	k ɔ ʔ ⁵⁴
434						t w i k	tʰ w i ⁵³
22	k u ŋ ⁵¹	k a̰ː ⁵²	g o ŋ ⁵¹	g au ³¹			g u ŋ ⁵³
515	d a n ³		d ai n ³	d ɪ n ⁴		t a ɲ	d i ŋ ⁴
361	d j ɔ ʔ ³¹		j ɔ̰ ʔ ³²	j ɔ ʔ ³²		h l j a k	j ɔ ʔ ³²
524	n ɛ ³¹	n ẽ ³	n e ³¹	n e ³	n ɛ ³¹	n i	n e ³²
527	tʃʰ ɔ ʔ ⁵⁴		tʃʰ ɔ ʔ ⁵³				tʃʰ a ⁵
320				d z o ³²		ʔ a ŋ	d z a ŋ ³¹
551	d w a m ³					t u m	
483					h e ŋ ⁵⁵		h i ŋ ⁴⁵
180	l ɔ m ⁵³	l a m ⁵²	l ø̃ m ⁵¹				l ṵ m ³¹
246	g j ɛ̰ ³	k j ɛ ³	k j ṵ ⁵	g j œ ²	x w ai	kʰ dʒʷ eː	
485	n j ɔ ³⁵	m j a ⁵²	m j õ ³⁵	m j ɔ ⁴⁵		m j aː	m j ɔ ³
315	tʰ u ŋ ⁵		tʃʰ a ŋ ⁴⁵	tʃʰ a ³²	ts i ⁵⁵		tʰ u ŋ ³⁴
123			n ɔ̃ ʔ ³¹				n ɔ ʔ ³²
240			tʃʰ a m ⁵⁴	tʃʰ e ⁴²			tʃʰ a m ³²
465	tʰ ai ʔ ³¹		tʰ e ⁵³	tʰ a ⁴³		pʰ ai	tʰ ai ⁵⁴
90	pʰ ɔ ³		pʰ ɔ ʔ ³	pʰ ɔ ⁵²		h b aːu	pʰ ɔ ⁵⁴
58			ʔ o ʔ ⁵³	ʔ a̰u k ⁵			
427	b w a ³¹		b oe ʔ ³				
87	ŋ ɔ ʔ ³		ŋ ɔ ³	ŋ o ʔ ³	ŋ u ʔ ³¹	h ŋ a k	ŋ ɔ ⁴⁵
274	m a ŋ ³		m a ŋ ⁴	m a ²	m o ³¹	m aˀ	m a ŋ ⁵³
488	j a m ⁵		j æ̰ m ⁴			ʔ ə	ʔ a̰ m ³¹
196		k j ɛ ²³	kʰ j æ p ⁵³				kʰ j æ p ⁵
239	n a m ³¹		n a m ³¹	n ɛ ³		n a m	n a m ³²
92	kʰ ə ³		kʰ ə ⁵	kʰ ə t ³		kʰ a	kʰ ə t ⁵
376	s ɛ ʔ ⁵³	s j ɛ ²³	s ɛ ʔ ⁵²		ʃ i	s iˀ	s e ⁵³
71	ʃ i ⁵		ʃ i ⁴	ʃ i ⁴³	ʃ i ³¹	s iː	ʃ i ³¹
78	m au ³¹		m au ³¹	m o k ⁴³	m u ⁵⁵	h m w i	m ai ³
309	l ɔ ʔ ³²		l ɔ̰ ʔ ³	l o ʔ ³²		l a k	l ɔ ʔ ³²
344				m ø ʔ ⁵⁴	m j e ʔ ³¹	m w a t	m ʊ t ³²
414	l a ŋ ³	l õ ⁵²	l a ŋ ²			l uˀ	l a ŋ ⁵³
234	k a̰ ŋ ³		g a ŋ k ⁵²	k a̰u ŋ ⁴			
248	kʰ j ei ⁵		kʰ ei ⁵	kʰ i ʔ ⁵⁴		kʰ j eː	kʰ i ³¹
73	dʒ ei ⁵⁴			dʒ i t ⁴⁵		ts eˀ	dʒ i ⁴
146	m au ⁴⁵		m au ³⁵	m o̰ k ⁵	m j ai	m w eː	m au ³¹
66	d z u ³⁴		d z u ⁴	d z au ⁴	sʰ u ³¹	tsʰ uː	d z u ³¹
421	n j ɔ p ⁴¹	n a p ⁵²	m j o k ³²	n a p ⁴		h n a ts	m j u p ³⁴
350			b i ⁴⁵				b e ³²
543	j a m ³		j æ̰ m ³			r a m	
10			w ɔ ⁵¹		w a ʔ ⁵⁵	r w a	
60	kʰ j a m ⁴¹		kʰ au ³²				
519	h ai ³		h ɛ ³		h ai ŋ ⁵⁵		
343	j w a t ⁴²		j oi ʔ ²	v w e ³⁴			
500	n j æ̰ n ⁴¹	n j a̰ p ⁵²	n j w ɛ̃ m ³²	m j a̰ m ⁵		n i mˀ	j ṵ m ⁴³
210	w o m ³	x w ĩ ³	w ɛ m ³			w a m	β w a m ³
399	k j ɛ̰ n ³		g j ẽ ŋ ³²	g ɪ n ⁴¹		kʰ r a ts	g i n ³¹
317	m ɔ t ⁴²		m oi ʔ ³				
452				m i ⁴			m i ³
177	g au ⁵		g au ⁵		k o ³¹		
259	w ɛ ³¹		j ḛ ʔ ⁵³	j ɪ p ²	j i ³¹		
468	d j ei ³			b ḭ ʔ ⁵⁴		p eː	b i ⁵³
211	d au ³	t au ⁵²	d au ³²	d u k ³²			d au ³¹
268	pʰ ɔ ʔ ³¹			pʰ o ³			
296	m i ³¹		m ḛ ḭ ⁵¹	m ai ³²			
63		kʰ i ³	g a m ³¹	g e ⁴¹			g a m ⁵³
52	tʰ j ɛ ʔ ⁴²	t a̰ ʔ ⁵²	d ɔ ʔ ⁵²	t o̰ ʔ ⁵⁴			d ɔ ʔ ⁵
408	d u ³	t a̰u ⁵²	d ɔ ²	d u ⁴²		t w aː	d ɔ ³²
86	j ei ³		j eː ŋ ⁴	ʔ ḭ ʔ ⁵⁴		r a k	ʔ i ⁵
15			g w ɛ m ³			k r w iː	g u m ⁵³
393	kʰ u ŋ ³					h au k	kʰ ɔ k ³²
425	d j e ³		b j e ³	p j i t ⁵⁴	p e ³¹	p eː	b i ⁵³
201					s ɛ	s w aː	
558		j e ³	ɹ ɛ ⁵³				j ɔ̰ ⁴⁵
554	dʒ ṵ a̰ t ⁵⁴		dʒ w e ʔ ⁵³				
334	h j æu ⁵	k j a̰ ⁵²	ʃ au ⁵				w ɔ ⁴
69	h u ʔ ⁵	f a ʔ ⁵²	f o ʔ ⁵³	f o ʔ ⁵			h a ʔ ⁵
348	j ɛ t ³¹		j e ʔ ³	ʒ i t ³⁵	z e ³¹	j a ts	
326	pʰ ə ³					pʰ aˀ	b j ɔ ³
417			p j æ̰ p ⁵³	p j ḛ ʔ ⁵⁴		p j a ts	
545	dʒ w ɛ ʔ ⁵²		dʒ ø m ³²	dʒ o ⁵		tsʷ a t	
569	kʰ a ⁴		kʰ a ²⁴	kʰ ø ⁵		k aˀ	kʰ ə t ⁴³
27	d z a n ⁴²		ts ai n ⁴	d z ɪ n ³¹			d z a n ⁵¹
444				j a ⁴		p r a	p j a̰ ŋ ⁵³
222			tʃʰ æ p ⁵³	tʃʰ ɛ ʔ ⁴³			
378	n j ḛ k ⁵²		m j ɛ̰ ʔ ⁵²	m ḭ t ⁵⁴		m eˀ	m ḭ ⁵³
422				w a ⁵⁴			w a ŋ ³¹
389	n a̰ ḭ ⁵³	n a̰ k ⁵²	n ə k ³²	n a̰ k ⁵⁴		m j a k	n ɪ k ⁵
128			l a ⁵³	l ə			
275	n u ⁵	n au ŋ ⁵²	n õ ŋ ⁵	n au ŋ ³²		n uˀ	
358	ʃ ɛ t ³¹		ʃ ɛ ³¹	ʃ ɛ ³¹	ʃ e t		ʃ e ³¹
223			kʰ j o ŋ ⁴	kʰ æu ŋ ⁴²		kʰ j w i ŋ	
23		j ə ²³	j ɪ n ⁵³	j ɛ ʔ ²³		j a	
448	dʒ au ʔ ³¹	ts a̰ ʔ ⁵²	dʒ a ʔ ⁵³	d z ɔ ³²			d z a ŋ ³
382	d a p ³¹			d e ³²			
286	kʰ w a m ⁵	kʰ a m ²³	kʰ æ m ⁴	kʰ a m ³		kʰ aː	kʰ u m ³¹
339				l a p ³²			l ʊ p ³
379	kʰ j ɛ n ³		kʰ j e ⁴³	kʰ ɪ n ⁴³		kʰ j ai	kʰ ɪ n ⁴²
450	ŋ æ̰ ʔ ³¹		ŋ e ⁴	ŋ a ⁴⁵			n j ɛ̰ ⁵³
573	h a ŋ k ⁵⁴	kʰ a k ³	h a ŋ ⁴				
283			l ḛ ʔ ⁵⁴	l a̰ ³¹	l i ʔ ⁵⁵	h l e	l a̰ ḭ ⁵³
100	s o n ³	s au n ²³	s oi n ⁴²		ʃ w e ³¹	s w a n	s ʊ n ⁵⁴
263			d z u ⁴	d z o ³²			dʒ ə ³
153	l a̰ ŋ ³		l a̰ ŋ ³⁴	l a̰ ³			l a̰ ŋ ⁵³
556	n j a p ⁴²		m j æ p ³				
28	b w i ⁴²	p w i ³	b ø ⁵³	b a ³¹			b a ³¹
312	ʔ au ⁵		ʔ au ⁵	ʔ o̰ k ⁵⁴	o ʔ ⁵⁵	ʔ w iː	
333	ʃ a m ³	ʃʰ ḭ ²³	ʃ æ m ³	ʃ j ɛ ³			ʃ a m ⁵³
497						t u t	d ɔ t ⁵⁴
54					s e ⁵⁵	s a m	ʃ a m ⁵⁴
565				ŋ a ³⁴			ŋ ɔ t ³²
48	ʃ ə ⁴³		ʃ o ⁵³			tʰ u mˀ	tʃʰ ɔ ³²
131	ŋ a t ³¹		ŋ ai t ³	n a ³²			ŋ a t ³²
11	s ai ³⁵		s ə ŋ ⁴³	s a ŋ k ⁵³	s ə	s a k	
346	ʃ ɛ t ⁵³		ʃ i ʔ ³¹	ʃ a p ⁵³		s i p	ʃ ɪ t ⁵
181	n j ɔ ʔ ⁴³	m j a ʔ ²³	m j ɔ̃ ʔ ⁴	m j ɔ ʔ ³		m j a k	m j ɔ ʔ ³²
81			b æ m ³¹	p ḛ ⁴²		p a m	b a n ⁵³
179	ʔ u t ⁵	ʔ u ³	w ə ⁵	ʔ au ²			ʔ ʊ t ³²
282	l ṵ ³				ɹ i ³¹	l a m	
80			l a ³²	l ə ²		l a k	l ə ²
59			g j ɛ m ⁵³	dʒ a m ⁴			
538	tʃʰ au ³		tʃʰ au ³¹	tʃʰ o k ⁵⁴	ʃ w a ⁵⁵	kʰ j w i	tʃʰ w i ⁵³
571			m ɔ ²¹			h m a	
412	t a̰u ⁵			t o̰ k ⁵⁴			
559	j ɔ m ³		j ɛ m ²³	ɣ a m ³			v u m ³
228	b au ⁵	p au ⁵²	b au ⁴	b au ŋ ³¹		p au ŋ	b au ³
406	tʰ u k ⁵³		tʰ o ʔ ⁵³	tʰ au k ⁵⁴		tʰ au k	tʰ u ʔ ⁴³
508	b u ³¹		b ɔ ⁴			p a k	
575	tʃʰ a ³		tʃʰ ɛ ⁵³				dʒ u ŋ ⁵²
116	l u ³	l a ⁵²	l o ³		l a ³¹	k j aː	l ə ³²
164	dʒ a ŋ ³			dʒ a̰ ³²			dʒ a ŋ ³²
442	d u ³		d u ³	d au t ⁴	t u ³¹	t uː	d u ⁵³
359				n a̰ ḭ t ⁵⁴			n ʊ̰ t ⁵
557	d z ɔ ⁵	t a ⁵²	d z ɔ ⁴⁵			tsʰ eː	
102	l a ³		l a ²				
110	s a n ³		s ɨ ⁵		ʃ e ʔ		tʃʰ ɪ ŋ ⁵³
506	d z ə ³¹	ts ḛ ʔ ⁵²	dʒ æ p ⁵³		ʃ a ŋ ⁵⁵	k r a ɲ	dʒ a p ⁵⁴
561	n ṵ k ⁵³		n ə ŋ ²	n e ⁵		n a n	n j ɔ̰ m ⁵³
436	tsʰ a m ³	x a m ³				tsʰ a m	
83	tʃʰ au ³		tʃʰ au ³¹	tʃʰ u k ⁵⁴	ʃ u ⁵⁵		tʃʰ w i ⁵³
560	b ɔ ³¹		b ɔ ⁵¹	b o ³			b ɔ ³¹
208	n o ŋ ⁵		n o ŋ ⁴⁵			n au k	
203	ʔ a m ³		ʔ æ m ³	ʔ e ³²			ʔ a m ⁵
106	g u k ³		k o̰ k ⁵³	g au k ³²	k o ʔ ⁵⁵		g u ʔ ³²
125	g j u ʔ ⁴²	ɣ o ²³	g ɛ n ³²	ɣ o k ³²		k r w a t	
423	j au ³¹		j au ³¹	j o̰ k ⁵		k j aˀ	ʔ ʊ̰ t ⁵
166	tʰ j ɔ ⁴²	pʰ j a ³	pʰ j ɔ ⁴²	pʰ j ɔ ³¹		p w iː	pʰ j ɔ ⁵³
107	w ɔ m ³		w ø m ²				
99	h u ⁵		h ø ⁵	h au ³			h u ³
158	b au ³				p u ³¹	p w iː	b au ³¹
190	dʒ i ⁴³	ts i ²³			s i ³¹		dʒ i ³
236			tʰ u ŋ ⁴	tʰ au ŋ ²	tʰ a ŋ ³¹		tʰ a ŋ ⁴³
502	b u ³		b o ³	b o ³	p a ³¹	p aː	
