COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³⁴						
4-1	l a ⁵						
18-1	n j ɛ̰ n ⁵						
19-1	n j ei ³¹						
44-1	l u ʔ ³						
50-1	tsʰ ai ŋ ³						
62-1	s ai ḭ k						
70-1	b a n n						
75-1	n j ɔ ʔ ³²						
97-1	tʃʰ a ŋ ⁵						
112-1	tsʰ u ³						
122-1	n j u k ³²						
127-1	kʰ w i ⁵						
132-1	w ɔ ʔ ³²						
133-1	n ɔ̰ ³						
135-1	n au ⁵						
142-1	d z i ³¹						
143-1	ŋ ɔ ɔ ʔ						
149-1	d u ⁵						
152-1	ŋ u ³						
157-1	b ə ⁵						
183-1	ʔ u ³						
184-1	n u ʔ ʔ						
185-1	tsʰ a m ³¹						
189-1	n j ɔ ʔ ³²						
192-1	n ɔ̰ ³¹						
195-1	n ɔ̰ ³¹						
200-1	g i n ⁵						
216-1	s ai n ⁵						
218-1	l ɔ ʔ ³²						
225-1	s ai ŋ ⁵						
235-1	kʰ j ei ³¹						
244-1	s w i ⁵						
253-1	n j ³¹						
270-1	n j ³						
278-1	m j ɛ̰ ³¹						
279-1	w u ⁵						
285-1	j æ̰ a m ³¹						
308-1	d j i ⁵						
322-1	m j ⁵						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³¹						
341-1	d z ɔ ³						
347-1	ʃ u k ³¹						
362-1	j i ³						
391-1	j æ p ⁵³						
394-1	m ɔ ʔ ³²						
397-1	tʃʰ ei ⁵						
443-1	n j æ p ⁵³						
460-1	s ɛ ɛ ⁵³						
463-1	w i ³¹						
464-1	ʔ u ŋ ³						
473-1	s a m ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ ɛ ³¹						
494-1	g i ⁵						
496-1	tsʰ j ɛ̰ ⁵						
516-1	w ɛ t						
1-2		m au ⁵²					
4-2		l a ²³					
18-2		n i i ³					
19-2		n j ɛ					
44-2		l a ⁵² ⁵²					
50-2		ʃ a ŋ ⁵²					
62-2		s a k					
70-2		p a ²³					
75-2		m j a ʔ ⁵²					
97-2		tʃʰ o ŋ ⁵²					
112-2		ts a ²³					
122-2		m j au k ³					
127-2		kʰ au i ²³					
132-2		w ʔ ʔ ⁵²					
133-2		n a ⁵² ⁵²					
135-2		n au ⁵²					
142-2		ts a̰ w i ³					
143-2		n a ʔ ⁵²					
149-2		ʔ u ⁵²					
152-2		n a					
157-2		p au ²³					
183-2		ʔ u ³					
184-2		n au ⁵² ⁵²					
185-2		x a m					
189-2		m j a ʔ					
192-2		n a ⁵²					
195-2		n a ⁵²					
200-2		ts ḭ ²³					
216-2		s ḭ ŋ ²³					
218-2		l a ʔ ⁵²					
225-2		s a ŋ ²³					
235-2		kʰ j ⁵²					
244-2		s au i ²³					
253-2		m i ³					
270-2		m i ²³					
278-2		m i ²³ ³					
279-2		w a ⁵²					
285-2		j a̰ m ³					
308-2		p au ŋ ²³					
322-2		m i ²³					
325-2		kʰ au ⁵²					
337-2		m j o ŋ ³					
341-2		ts a a					
347-2		ʃ au ʔ					
362-2		ɣ ɛ ³					
391-2		j a̰ ʔ ⁵²					
394-2		m a ʔ ⁵²					
397-2		tʃʰ ə ²³					
443-2		n j a̰ ʔ ⁵²					
460-2		s j t					
463-2		x u ³					
464-2		ʔ a ⁵² ²³					
473-2		s a m ⁵²					
476-2		kʰ j au k					
481-2		ts a ³					
494-2		ɣ ḭ ⁵²					
496-2		ɣ ḭ ²³					
516-2		w ɛ ²³					
1-3			m au ³				
4-3			l a ⁴				
18-3			m j e n				
19-3			n j e				
44-3			l o ʔ ³²				
50-3			ts ə ŋ ³¹				
62-3			s ə k ⁵³				
70-3			b ai n ³				
75-3			m j ɔ ʔ ⁴				
97-3			tʃʰ a ŋ ⁵				
112-3			ts ɔ ⁴				
122-3			m j o k ³²				
127-3			kʰ i e ⁵				
132-3			w ɔ ʔ ³				
133-3			n ɔ̃ ³ ³				
135-3			n au ⁴				
142-3			d ai ḛ i				
143-3			ŋ ɔ ʔ ³²				
149-3			w u ⁴				
152-3			ŋ ɔ ⁴				
157-3			b ɔ ⁴				
183-3			ʔ ə ⁵				
184-3			n ɔ̃ ʔ ³²				
185-3			ts æ m ³¹				
189-3			m j ɔ̃ ʔ ³²				
192-3			n ɔ̃ ⁴²				
195-3			n ɔ̃ ³				
200-3			dʒ e ⁵				
216-3			s ə ŋ ⁴				
218-3			l ɔ̰ ʔ ³				
225-3			s ə ŋ ⁴				
235-3			kʰ j e ³²				
244-3			s oi i ⁴				
253-3			m j ŋ				
270-3			m j ŋ				
278-3			m j ŋ ŋ ³¹				
279-3			w ɔ ³				
285-3			j ɛ ⁵³ ⁴²				
308-3			b j ʔ ⁴				
322-3			m j ⁴				
325-3			kʰ au ⁴				
337-3			m j a ŋ ³¹				
341-3			d z ɔ ⁴²				
347-3			ʃ o ʔ				
362-3			j i ⁴				
391-3			j w ɛ ⁵³				
394-3			m ɔ̃ ʔ ⁴				
397-3			tʃʰ e ⁴³				
443-3			n j w ɛ ³²				
460-3			s ə t ⁵³				
463-3			w ḛ ³¹				
464-3			w o ŋ ⁴				
473-3			s ɛ m ²				
476-3			kʰ j o ʔ ³²				
481-3			ts e ³¹				
494-3			g i ⁵⁴				
496-3			ts j ŋ ⁴				
516-3			w e ⁴				
1-4				m o k ⁴³			
4-4				l ə ²			
18-4				m j ɪ n ³²			
19-4				n a̰ i t			
44-4				l au k ³²			
