COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
978	t a m	t a m		t o m			t a m i		t o m		t e m u			t o m		
2267					d i g ɛ			d i g ɛ								
3514	o m	o m														
613	m a			m aː					m aː					m a j̃		
1124	e r e	i r e			e l e			e l e l e		eː l eː	e l e					
4807								j e						j		
5498			k a b a l a		k a b a			k a b a l a								
3772	t u m a	t u w̃ ɔ					t u m a				t o m a				t u m a	
4845			b o r a lː a								b u r a d a					
521	k ɔː dʒ ɛ			k ɔː dʒ ɔ	g oː dʒ i			k oː dʒ o l	k oː dʒ o					k a t u		
1152	t i w ɛ	t i w ɛ	d ɔː w ɛ			t i b ɛ	t u w ɛ	d ɔ g ɛ		t i b ɛ	t i w ɔ				t i b ɛ	
652									b i j̃ ɛ			b i j ɛ		b i w		
25				a s ɛ g ɛ			g a s ɛ g ɛ		a s ɛ g ɛ	a s ɛ g ɛ		a r u s ɛ g ɛ		a r u z a k a	a z ɛ g ɛ	a r u s ɛ g ɛ
1787	n aː	n aː			n ɛː			n ɛː								
2843					l e			l ɛ								
3113				t e g e	t e g e		t e g e		t e g e	t e g e		t e g e	t e g e		t e g e	t e g e
4539													b ɔ d ɔ	b ɔ s u		b ɔ dʒ ɔ
5695										d a m b a			d a mː a		d a m a	
4441		b aː r i		b aː r a			b aː r i					b aː r i				
4740		g u l ɔ		g u n o n					g u l ɔ n			g u n ɔ	g u nː ɔ	g u n ɔ	g u n o	g u n ɔ
5961					g i b i	g i b u		i b i								
3088		ɲ ɛ r̃ u					ɛ r̃ i		ɲ ɛ r̃ u			ɲ ɛ r̃ u		ɛ r u		
4536				b ɛː					b ɛː			b ɛː				
3001													p a d a	p a s u		
684	ɲ a n	ɲ a r̃ i	ɲ aː ŋ i				ɲ aː r̃ i									
2759									ɛ g ɛ			ɛ g ɛ	i g ɛ	ɛ g a		i g ɛ
2063	i r ɛ	i r ɛ				i r ɛ	i r ɛ			i r ɛ						
4380		tʃ ɛː											d ɛ			
1153				n u w̃ o					n u w̃ o							
1862	i s i	i s i		iː dʒ u		i dʒ i	i s i		iː s u	i d e					i z u	i dʒ i
5228					b u n dʒ õ	b a n d i	b ɛ n d i		b ɛ n			b ɛ n				
347				tʃ ɛ r ɛ						tʃ ɛ r ɛ	tʃ ɛ r ɔ			tʃ ɛ r u		
596				s aː m a								s ɔ m u				
5496	k a m b o													k a m		
5279							t i ŋ i					t i ŋ ɛ				
4102					k u m a ŋ g a			k u m aː ŋ g a								
1070	l u w oː			l u g o			l u g o		l u g o					l u g u	l u g o	l u g o
2819			ŋ aː ŋ aː						a ŋ u		a n a					
5963										z i b e			dʒ i b u		z i b e	dʒ i b u
4520				p eː dʒ u					p eː s u	p e dː e		p e dʒ u	p e d u	b ɛ l u	p ɛː	p e dʒ u
4296					d u g u			d u g u			d uː r u					
136		k ɛ l ɛ							k ɛ l ɛ			k ɛ n ɛ				
4610		g oi					g o									
1989		m ɛ l i		m i n e					m ɛ l ɛ			m i n e	m ɛ nː ɛ		m ɛ n ɛ	m ɛ n ɛ
3906				i n e n			i n e n		i n e r̃ u							
5675							k ɛ n dʒ i			ɛ n d ɛ						
3663				ɔ ɣ ɔ					ɔ g ɔ							
5380						k a dʒ a b i							a d u b a			
4659										iː		iː				
2926				s i r u					s i r u							
4821	k u	k u		k i					k u			k u				
246									n ɔː						n ɔ	
5393												dʒ i j e	g i j e		z i j e	
3179					j ɔ l ɛ						j ɔ l ɔ					
4389										tʃ ɛ b d ɛ					tʃ ɛ b z ɛ	
5231								ɲ iː n i			j iː n i					
468														d u n u	d o n u	
2580			k i b a					k i b a								
5583	t a ŋ g i		t a ŋ g e	t a ŋ a			t a ŋ i		t a ŋ g a	t a ŋ g i	t a ŋ g o	t a ŋ a				t a ŋ a
3194	t oː r̃ u													t o r̃ u		
21	d aː b a				d e b u			d aː b a								
5969															s ɔ ŋ	s ɔ j
4461	j̃	j̃														
5233										m u g o			m u g o	m u g u	b u g o	
5358			w ɛː								w ɛː					
615			s i m i					s i m ɛ								
3254			d i l i m a		d u l u m a			d a l m a			d u m a					
3905			n u m			n oː				n uː		ɲ e		n a	n u	n o
114	d ɔ j̃	d ɔ j̃		d ɔ j̃ ɔ			d u j a		d ɔ j̃ ɔ	d ɔ ɛ		d ɔ j̃ ɛ			d ɔ j̃ ɛ	
3013			g a					g a								
998	w ɔ					w e				w ɔː					w o	w ɛ
4781				s aː dʒ a	s aː n dʒ e	s a dʒ i		s a n dʒ a			s a dʒ o	s a dʒ a	s a d a			s a dʒ ɛː
1374	k ɔ r ɔ	k ɔ r ɔ		k ɔ ŋ ɔ			k ɔ ŋ g ɔ		k ɔ ŋ g ɔ	k ɔ ŋ g u	k o ŋ g o		g u nː ɔ			k ɔ ŋ ɔ
3069	z ɛ													s o		
386	m	m														
3908								n t a			n d aː		n̩ d ɛ			
5939				ɛː r u			ɛː r i		ɛː r u							
5232									b ɛ n ɛ			b ɛ n ɛ				b o n iː
4905					n ɔː			n ɔː			nʷ ɛː					n ɛː
196			k u l ɛ	k u r ɔ	k u l ɛ			k u l ɛ		k u l a	k u l e				k u l a	
5106	b ɛ n d i							b u n d e					b ɛ n d ɛ			
3550	ŋ i nː iː	i n i r̃ iː	ʔ i n i		i n i			u n u			i n i					
2927					t a l a						t a n a					
1377			k u l ɛ			k u l ɛ										
3483			m i n dʒ i l i					m i n dʒ i l i								
4101				a r̃ a					a r̃ a	a r̃ a		a r̃ u	a n a	a r̃ a	a r̃ u ŋ	a r̃ a
5868						k a	k a			k a		g a ɲ a	k a		k a	
1275	t ãː	t ãː	t a										t aː			t ãː
1500	g oː m	g oː m														
5357	k ɔ n	k ɔ̃ː				k o ŋ g o	k ɔ									
1544													j oː			j oː
4337				s ɔ m			s ɔː m b ɔ		s u m			s ɔ n ɔ			z ɔ m	s o m
2			k ɛ m n ɔ		k aː n u			k aː m n ɔ								
5303						p i j ɛ l i					p i j ɔ l u				p i j ɛ l	
2083	k a ŋ		k a n i		k a n i		k a w r i	k a n i			k a n		k a n a	k a r̃ u		k a r̃ a
4888	s a pː i n a	s a m n a		s a m n a		s a p u n		s aː m n o	s a m n a		s a m u n u	s a n a				s a m n ɛ
3176	z ɔ r ɔ	dʒ ɔ r ɔ					dʒ ɔ r ɔ			z ɔː						
3751	p ɛ			p ɛ j̃			p ɛː			p ɛː	b a j	p ɛ̃		p a j	p ɛ j	p ɛ j
980					k e l o							k e l u				
5124	ɔ z i													ɔ̃ s u		
3407				ɛ m					ɛ m				e m	ɛ m		ɛ m
3625									d ɛː g ɛ							d i g ɛ
4501			d ɛ n dʒ i								n iː n dʒ i					
5017	d a j̃					d a j										
2637					s o ɲ o			s o n dʒ o			s o ɲ o					
2714				s u ŋ		k ɛː s u m								z a ŋ		s u m
952		k u r ɔ		k u r u w ɔ					k u r ɔ			k u r u	k u l u	k u r ɔ	k u r u	k u l
4160						p ɛ l ɛ					ɛː l ɛ					
3199				k a r u m			k ɔ r ɔ ŋ		k ɔ r ɔ m	k ɔ r ɔ ŋ						
2497			d e		d e						d o					
526						e g a	d a r g a			d a r a k a	d a r a g a	aː g a	a g a			d a r a g a
4804						p a l ɛː									b e l e	
1433			p o l e		p o l e			p o l e			p o l					
4294		j ɔ ɣ ɔ					j ɔ g ɔ				j o					
5570				dʒ ɛ n ɛ ŋ ɛ					dʒ ɛ n i ŋ g ɛ							
4297					r e			r e								
3357			p a n a ŋ g e								ɲ aː ŋ g e					
4647	ei															ɛː
