COGID	1	10	2	3	4	5	6	7	8	9
2689-1	n a m a									
893-1	a n a a									
1285-1	n w a									
1303-1	ŋ ɔ m a									
2197-1	s a l a									
2828-1	i i n a									
3572-1	s ɔ n i									
1095-1	l i m a									
1755-1	n ɛ									
1789-1	k a l a ŋ ŋ a a									
3207-1	dʒ ʊ l a									
3519-1	t ʊ m a									
3686-1	i m m β a									
4249-1	k ʊ m i									
4451-1	β i s i									
448-1	n ʊ n i									
630-1	β ɛ ɛ l ɛ									
814-1	ŋ ɔ m β ɛ ɛ									
1216-1	g a β a									
1228-1	w a									
1418-1	s i m a l									
1475-1	g w a									
2026-1	t w ɛ									
2775-1	β ʊ m β a									
3397-1	β ɔ l a									
3826-1	s ɔ k a									
4003-1	i β β a									
4040-1	g ɛ n i									
4373-1	l i m i									
4384-1	i n ɔ									
84-1	s ʊ g ʊ ʊ									
116-1	dʒ i k a									
181-1	g ɔ ŋ ŋ ɔ									
419-1	l ɔ g a									
587-1	ɔ s ŋ ɔ ɔ									
660-1	l ɛ l a									
848-1	k a l a									
1083-1	l i l a									
1122-1	β i n a									
1159-1	ɛ a									
1350-1	l j a									
1374-1	n a a n ɛ									
1396-1	dʒ ɔ dʒ ʊ									
1430-1	i s ɔ									
1666-1	t a n ɔ									
1767-1	k ɔ k ɔ									
1906-1	i g s i l a									
2177-1	ŋ g a w i									
2286-1	l a									
2317-1	dʒ ʊ β a									
2419-1	s ɛ k a									
2750-1	ɛ t i									
3018-1	s i l a									
3275-1	k a a a a									
3441-1	s a ŋ g a a									
3464-1	β ɔ n a									
3639-1	t ɛ t ɛ m a l									
3885-1	β ʊ m ɔ									
3981-1	i m a a									
4192-1	dʒ i m β a									
4260-1	s w a									
4350-1	l ɛ ɛ l ɔ									
43-1	s i m u ʊ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	l l l w a									
459-1	l u m a									
508-1	β ɔ dʒ ʊ									
528-1	β i l i									
575-1	t a									
871-1	t a m a									
2689-2		t a m a								
893-2		a n a								
1303-2		ŋ o m a								
2197-2		s a l a								
2828-2		s i n a								
3572-2		s o n i								
1095-2		l i m a								
1789-2		k a l a a ŋ a a								
3207-2		v u l a								
3519-2		t u m a								
3686-2		i i m v a								
4249-2		k u m i								
4451-2		v i s i								
448-2		n u n i								
630-2		v e o l e								
814-2		ŋ o m w e								
1216-2		g a v a								
1228-2		w a								
1418-2		s i m a a								
