COGID	dutch	english	french	german
1469-1	s ɑ n t			
2047-1	s ɔ n			
2054-1	d ɔ n t ə r			
1375-1	l ɪ x			
760-1	w ɪ n t			
756-1	s n aː			
726-1	m ɔ d ə r			
1351-1	x r ɑ n t r d ə r			
1353-1	x r ɑ n + m ɔ d ə			
412-1	v oː uː iː ə r aː d			
406-1	z oː ɛɪ ɣ ə r ə m			
1005-1	s t œy p v ɑ d ə			
1012-1	s t iː p ə m ɔ d ə			
1016-1	w ɪ d ə ə r			
1069-1	s x			
509-1	v ɛ l ə			
693-1	m ɑu l ə			
2179-1	n eː s t			
1753-1	v ɪ s x			
1131-1	w ɔ l f			
1198-1	b aː r			
2032-1	h ɔ r			
2241-1	n aː z			
2244-1	l ɪ p			
610-1	k n eː			
945-1	h ɛ t			
1534-1	l eː k ə			
384-1	z oː k ə			
1650-1	n ɔ t			
1663-1	s ɑ l t			
2279-1	l ɛɪ n ə			
471-1	z ɪ ə			
1385-1	z ɛɪ t			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l ɑ ŋ			
867-1	h ɔ n d			
1970-1	v ɔ l			
1230-1	d r ɪ d ə			
2017-1	n ɛɪ w			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h øː ɣ ə l			
829-1	k l ɪ v			
1025-1	w ɑ t ə r			
1027-1	z ɛɪ			
1832-1	r oː f			
-1816-1	oː t ə aː			
-335-1	l ɑ x uː n			
1043-1	s t r oː m			
423-1	s t eː n			
2049-1	m oː n t			
2062-1	s t ɔ r m			
2065-1	r aː n ə + b oː oː x ə			
1368-1	s ɑ d ə			
1365-1	d oː ɛɪ			
754-1	r aː ɣ ə			
768-1	w eː t ə r			
1211-1	v oː ɣ r			
106-1	m ɑ n			
-98-1	b eː b iː			
719-1	v ɑ d ə r			
1341-1	z oː n			
-2027-1	d ɑ n t			
-2026-1	n eː v ə uː			
409-1	z oː ɛɪ ɣ ə r + z oː n			
402-1	d oː ɛɪ ɣ ə r ɑ n ɣ iː t ə r			
1014-1	s t iː p + d ɔ x t ə			
1059-1	w eː r			
120-1	s t ɑ l			
2183-1	s t iː r			
2194-1	ɔ k s			
2199-1	k ɑ l f			
2197-1	s oː p			
1523-1	z ɑu			
1521-1	b ɔ k			
512-1	m ɑ r			
2141-1	h uː n			
2147-1	x ɑ n t			
814-1	k r aː			
810-1	d oː v ə			
1755-1	h ɔ n t			
1758-1	m œy s			
1760-1	r ɑ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l uː s			
1307-1	n eː t ə			
1305-1	v l oː			
711-1	w ɑ s p			
1442-1	v l iː ɣ ə			
62-1	m ʉ x			
-73-1	m ɔ s k eː t ə			
1810-1	h oː t			
1805-1	v l eː s			
1813-1	h aː r			
1811-1	b l uː t			
690-1	r ʉ p			
2177-1	h ɛ p			
246-1	oː ɣ + r ɛɪ v r ɑu			
1469-2		s æ n d		
2047-2		s ʌ n		
2054-2		d aʊ n d r		
1375-2		l ɪ		
760-2		w aɪ n d		
756-2		s n eɪ		
726-2		m ʌ d ə r		
1351-2		ɡ r aɪ t ə p eɪ d ə r		
1353-2		ɡ r aɪ t ə m aʊ d ə r		
412-2		s uː æ n l r ə d		
406-2		s uː aɪ n + r ə m		
1005-2		s d + p r d d		
1012-2		s t + p ə m aʊ d ə r		
1016-2		w ɛ d r ɪ n r		
1069-2		ɪ k		
509-2		f iː l		
693-2		m iː l æ d		
2179-2		n ɛ s d		
1753-2		f aɪ ʃ		
1131-2		w əʊ l f		
1198-2		b ɔː r d		
2032-2		h ʌ r n		
2241-2		n ɔ s		
2244-2		l ɪ p		
610-2		k ɪ n		
945-2		h ɑː r		
1534-2		l ɪ k		
384-2		s aɪ k		
1650-2		n ʌ t		
1663-2		s əʊ l		
2279-2		l aɪ n		
471-2		s ɪ		
1385-2		s ɛ d		
792-2		n ɔ		
1111-2		m ɔː s d		
197-2		s ɪ d		
2020-2		l æ ŋ		
867-2		h ʌ n d ə r		
1970-2		f ɔ l		
1230-2		d r ɪ d l̩		
2017-2		n ɪ w r		
968-2		w ɛ l		
1674-2		l æ n d		
1671-2		h ɪ v l̩		
829-2		k l aɪ f		
1025-2		w əʊ d l̩ r		
1027-2		s ɪ		
1832-2		r ɪ w		
-1816-2		ɔ ɪ n̩ ð ə		
-335-2		l eɪ aʊ ʌ n		
1043-2		s d r aɪ m		
423-2		s d ɛ n		
2049-2		m eɪ n		
2062-2		s t ɔː r m		
2065-2		r aɪ v m əʊ aɪ		
1368-2		s uː əʊ d s		
1365-2		d əʊ		
754-2		r aɪ v		
768-2		w ɛ d ə r		
1211-2		f ʌ r r		
106-2		m æ n		
-98-2		b iː v aɪ		
719-2		f ɛ d l̩ r		
1341-2		s ʌ n		
-2027-2		d ɑː n d		
-2026-2		n ɛ f		
409-2		s uː æ n + r ʌ n̩		
402-2		s uː æ n + r ɔː d r		
1014-2		s d ɪ v æ d d ə r		
1059-2		w aɪ r		
120-2		s t əʊ l		
2194-2		ɔ k		
2199-2		k ɑː l f		
2197-2		ʃ uː eɪ p		
1523-2		s ɪ		
512-2		m ɔː r		
2141-2		h æ n		
2147-2		ɡ æ n s		
814-2		k r eɪ		
810-2		θ aʊ v		
1758-2		m aʊ s		
1760-2		r ɑː d		
1620-2		f aɪ n		
1282-2		w ɛ l v ɪ s		
1136-2		f ɔ k		
1309-2		l aʊ s		
1307-2		n ɛ t		
1305-2		f l aɪ		
711-2		w ɛ s p		
1442-2		f l aɪ		
62-2		m ɪ dʒ		
-73-2		m ɔ ʃ tʃ ɪ d		
1810-2		h ʌ t		
1805-2		f l aɪ s		
1813-2		h ɑː ə r		
1811-2		b l ʊ t		
690-2		r ɪ p		
2177-2		h ʌ f		
246-2		w əʊ ŋ + + b r əʊ		
1469-3			ʃ o t t	
2047-3			ʃ u p	
2054-3			k u n t	
1375-3			l ɑ̃ t	
760-3			p ɑ̃ n ʀ	
756-3			ʀ ɛ y	
726-3			p ʀ	
1351-3			f ʀ u t ɛ p ʀ ʀ	
1353-3			f ʀ ɔ t ɛ p ʀ	
412-3			p e t p ʀ ʀ p	
406-3			k u p z ʀ ʀ l	
1005-3			ʀ ɛ ʀ p ə p t ʀ	
1012-3			ʀ ɛ ɑ̃ p ʀ p ʀ	
1016-3			ʀ ə ʀ u l ʀ	
1069-3			p	
509-3			p l l e	
693-3			l l	
2179-3			n y t i ʀ	
1753-3			p ə i	
1131-3			ʀ u l p	
1198-3			b ɔ t i	
2032-3			k u t	
2241-3			n y k	
2244-3			l ə p	
610-3			k y y	
945-3			s ɑ̃ t s	
1534-3			l ə k	
384-3			ʃ o z	
1650-3			n y t	
1663-3			ʃ o t s	
2279-3			l ə l ʀ	
471-3			ʃ o ʀ	
1385-3			ʃ o t	
792-3			e y k	
1111-3			ɔ t i ʀ	
197-3			ʃ o z	
2020-3			l a	
867-3			k u n t ʀ u i	
1970-3			p l	
1230-3			t y t ʀ	
2017-3			n y k	
2183-3			t ɛ ʀ	
1521-3			b ɛ k	
1755-3			k u t	
1760-3			ʀ u t	
1469-4				z a n t
2047-4				z ʊ n ə
2054-4				d ʊ n d ə r
1375-4				l ɪ x t
760-4				v ɪ n t
756-4				ʃ n a
726-4				m ʊ t ə r
1351-4				ɡ r ɛ t d ə r r
1353-4				ɡ r ɛ t + m d ə r
412-4				f ɔ l eː ə + aː n ə
406-4				ʃ ɔ n n r m ə n ə n
1005-4				ʃ t iː p ə r r
1012-4				ʃ t iː p + m d ə r
1016-4				v ai t l n r +
1069-4				ɪ x
509-4				f ɔ l ə n
693-4				m iː k + z
2179-4				n ɛ s t
1753-4				f ɪ ʃ t
1131-4				v ɔ l f
1198-4				b ɪ r t
2032-4				h oː n n
2241-4				n a k
2244-4				l ɪ p
610-4				k eː x
945-4				h ɛ r t
1534-4				l ɪ x ə n
384-4				z uː ɡ ə n
1650-4				n oː t
1663-4				z a l
2279-4				l ɪ n n n
471-4				z eː b ə n
1385-4				z aː t ə n
792-4				j a k
1111-4				m aː s t
197-4				z uː t ə n
2020-4				l a ŋ
867-4				h ʊ n d ə n t
1970-4				f ɔ l
1230-4				t ɛ r t ə n
2017-4				n iː f
968-4				v eː l t l t
1674-4				l a n t
1671-4				h ʏ f ə l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z iː x
1832-4				r au f
-1816-4				a z iː x aː n
-335-4				l aː ɡ uː n ə n
1043-4				ʃ t r ɔy m
423-4				ʃ t ai n
2049-4				m eː n
2062-4				ʃ t a r m
2065-4				r eː ɡ ə n + b oː ɡ
1368-4				ʃ uː t t ɶː
1365-4				t au ʊ
754-4				r eː ɡ ə n
768-4				v eː r ə r
1211-4				f ai r
106-4				m a n
-98-4				b ɛ b iː
719-4				f aː d ə r
1341-4				z ʊ n
-2027-4				ts a n ə ə n
-2026-4				n eː p
409-4				ʃ ʊ n n + n oː n
402-4				ʃ ɔ oː n + + ʏ n t ə r
1014-4				ʃ t iː p + t ɶː f t r
1059-4				v eː
120-4				ʃ t a l
2183-4				ʃ t iː r
2194-4				ɔ s
2199-4				k ɛ l f
2197-4				ʃ uː aː f
1523-4				z iː ɡ
1521-4				b a k ə
512-4				m ɛ r iː ə
2141-4				h ɛ n
2147-4				ɡ a n ə
814-4				k r ai ə n
810-4				t au f
1755-4				h ʊ n t
1758-4				m au s
1620-4				f ɪ n
1282-4				v a l b ɪ s
1136-4				f ɔ ʃ
1309-4				l ai s ə
1307-4				n ɛ t
1305-4				f l oː
711-4				v a ʃ p
1442-4				f l iː ɡ
62-4				m ʏ k ə
-73-4				m ʏ ʃ k iː s
1810-4				h ai t
1805-4				f l ɛ s
1813-4				h aː r
1811-4				b l ʊ t
690-4				r ɪ pf
2177-4				h oː f t
246-4				v ɛ k r + b r au
