COGID	Albanian	English	French	German	Latin
560-1	v k				
438-1	r u i				
1222-1	n				
353-1	p r k				
201-1	p e				
20-1	k r				
503-1	p ə				
957-1	n				
728-1	l				
244-1	n u				
289-1					
911-1	p r r				
724-1	t u ə				
145-1	r				
992-1	ʃ u				
1181-1	k e				
741-1	p e				
560-2		w ɪ n			
438-2		j s			
1222-2		m			
353-2		f ɑ s			
201-2		s ə n o			
20-2		f ə d			
503-2		f ɔ			
957-2		ə ə n			
728-2		l i ŋ			
244-2		n o n			
289-2		n u			
911-2		r ə s			
724-2		ð ə			
145-2		t u			
992-2		w ɑ			
706-2		s			
106-2		f ɛ ð ə r			
741-2		ʃ ai			
421-2		f t r t			
227-2		f ɛ t			
560-3			v j ɛ j		
438-3			ʒ		
1222-3			k		
353-3			p ɑ̃ s		
201-3			s ɔ n		
20-3			p i		
503-3			p u r		
957-3			ɑ̃		
728-3			l ɑ̃ t		
244-3			n u		
289-3			n ɥ		
911-3			r ɑ̃		
724-3			r r		
145-3			n u		
992-3			k r		
1181-3			s ɑ̃ d		
706-3			ʒ		
106-3			p u r		
741-3			p ɛ		
421-3			f r u		
227-3			p		
560-4				v i eː n	
438-4				i z	
1222-4				k	
353-4				f au k r	
201-4				m o n	
20-4				f eː	
503-4				f e ts	
957-4				ai n	
728-4				z u ŋ	
244-4				n aː m ə n	
289-4				n u x	
911-4				r ts	
724-4				d	
145-4				n aː	
992-4				h	
1181-4				h a n	
706-4				a n	
106-4				f eː r ə r	
421-4				f r u n r	
227-4				f eː	
560-5					w e t n
438-5					e g
1222-5					k o i
353-5					p e n eː
201-5					p oː n u
20-5					k aː i r
503-5					p i aː
957-5					e n n
728-5					l i n gʷ
244-5					n o m n
289-5					n u iː i
911-5					s i s
724-5					t r e uː
145-5					t uː n o
992-5					k aː
1181-5					k i t n o
706-5					m g
106-5					p r t r
741-5					p i n o
421-5					f l l n o
227-5					p r d
