COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	n o tʃ i								
2-1	k w aː + t eː								
8-1	w e j +								
16-1	eː s + tɬ i								
24-1	i s t i								
32-1	m i k i								
51-1	o n + i								
52-1	w a k + tɬ i								
53-1	n a k a s								
54-1	tɬ a l + i								
55-1	k w a								
60-1	iː ts +								
83-1	tɬ e + t								
87-1	ʔ a tɬ a n i								
92-1	m a k a								
103-1	m a +								
106-1	k a k i								
138-1	n a + a								
139-1	m i k + t i a								
142-1	m a t i								
145-1	m o + t eː k a								
176-1	tɬ aː k a + tɬ								
179-1	n a k a + tɬ								
180-1	m eː ts + tɬ i								
186-1	k e tʃ								
190-1	j a k a								
194-1	s eː								
220-1	o + + tɬ i								
231-1	i t a								
240-1	k o tʃ i								
283-1	t e + tɬ								
293-1	i n + i								
314-1	k w a w + + tɬ								
315-1	oː m e								
322-1	t e + a m o								
323-1	tɬ a								
9-1	t oː t oː + tɬ								
17-1	o m i + tɬ								
22-1	tɬ a t i a								
30-1	w iː ts								
88-1	i i i								
158-1	w e j a k								
159-1	a t i m i +								
177-1	m i a + k								
184-1	t oː k a +								
187-1	j a n k w i + k								
227-1	ts aː l i i								
235-1	m o + tɬ a l i a								
249-1	ʔ oː k + tɬ i								
251-1	m o + k e ts a								
289-1	k w i tɬ a ʔ i l								
294-1	t a + a								
296-1	n e n e ʔ i l								
313-1	tɬ a n								
316-1	n e + + n e m i								
318-1	t o t oː n i k								
320-1	a + t								
324-1	i s t aː k								
326-1	a k i								
1-2		m u tʃ i							
2-2		t i x + t i							
8-2		w e j i							
16-2		e s s t i							
24-2		i s t i							
32-2		m i k i							
51-2		u n + i							
52-2		w a k + t u							
53-2		n a k a s							
54-2		t a h +							
55-2		k w a							
60-2		iː x + t							
83-2		t i + t							
87-2		s a t a n i							
92-2		m a k a							
103-2		m a +							
106-2		k a k i							
138-2		n a h a							
139-2		m i k + t i a							
142-2		m a t i							
145-2		m u + t e k a							
176-2		t a k a + t							
179-2		n a k a + t							
180-2		m e ts + t i							
186-2		k e tʃ +							
190-2		j a k a t							
194-2		s e							
220-2		u h + t i							
231-2		i t a							
240-2		k u tʃ i							
283-2		t e + t							
293-2		i n + i							
314-2		k w a i i + t							
315-2		u m e							
322-2		t e h w a e							
323-2		t e							
9-2		t u t u + t							
17-2		u m i + t							
22-2		t a t i a							
88-2		i i i							
158-2		w e j a k							
159-2		a t i m i + t							
177-2		m i a k							
184-2		t u k a +							
187-2		j a m k w i + k							
227-2		x a h + h							
235-2		m u + t a h i a							
249-2		s u k + t i							
289-2		k w i t a b i h							
294-2		t e h a							
296-2		n e n e tʃ i h							
313-2		t a n +							
316-2		n e h + n e m i							
318-2		t u t u n i k							
324-2		i s t a k							
326-2		a k							
1-3			n o tʃ i						
2-3			n w aː t oː						
8-3			w eː j						
16-3			eː s + t i						
24-3			i s t i						
32-3			m i k i						
51-3			o n + i						
52-3			w aː k + ʔ i						
53-3			n a k a s						
54-3			t aː l +						
55-3			k w a						
60-3			iː eː + t o						
83-3			t a + t						
87-3			p a t aː n i						
92-3			m a k a						
103-3			m aː +						
106-3			k a k i						
138-3			n a + w						
139-3			m i k + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː k a + t						
179-3			n a k a + t						
180-3			m eː ts + t i						
186-3			k eː tʃ +						
190-3			j a k a						
194-3			s eː						
220-3			o + + t i						
231-3			i t a						
240-3			k o tʃ i						
283-3			t eː + t						
293-3			i n n i						
314-3			k w a w i ʔ						
315-3			oː m eː						
322-3			t eː h w a n						
323-3			t a						
9-3			t oː t o + t						
17-3			o m i + t						
22-3			t a t i a						
30-3			w i ts						
88-3			i i i						
158-3			w eː j a k						
159-3			a t i m i						
177-3			m i a aː k						
184-3			t oː k a +						
187-3			j a n k w i + k						
227-3			eː aː l + l						
235-3			m o + t aː l i a						
249-3			p oː k + t i						
251-3			m o + k eː ts a						
289-3			k w i t a k i l						
294-3			t a + w						
313-3			t a n						
316-3			n eː + + n eː m i						
318-3			t o t o n i ʔ						
320-3			aː + t						
324-3			i s t aː k						
326-3			aː k						
1-4				n o tʃ i					
2-4				k e x + t i					
8-4				w e j					
16-4				e s + t i					
24-4				i s t i					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + tɬ o					
53-4				n a k a s					
54-4				tɬ a l +					
55-4				k w a					
60-4				i x					
83-4				tɬ e + t					
87-4				k a t a n i					
92-4				m a k a					
103-4				m a +					
106-4				k a k i					
138-4				n e h w					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t e k a					
176-4				t a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m j ts + t i					
186-4				k e tʃ +					
190-4				j a k a					
194-4				s e					
220-4				o h + tɬ i					
231-4				i t a					
240-4				k o tʃ i					
283-4				t e + +					
293-4				i n + i					
314-4				k w a w i + tɬ					
315-4				o m e					
322-4				t e h w m e					
323-4				tɬ e					
9-4				t o t o + tɬ					
17-4				o m i + tɬ					
30-4				w i ts					
88-4				i i i					
158-4				w e j a k					
177-4				m i a a k					
184-4				t o k a +					
187-4				j a n k w i + k					
227-4				x a l + l					
235-4				m o + t a l i a					
249-4				k o k + tɬ i					
251-4				m o + k e ts a					
289-4				k w i tɬ a k i l					
294-4				t e h w					
296-4				n e n e h i l					
313-4				tɬ a n					
316-4				n e h + n e m i					
318-4				t o t o n i k					
320-4				a + t					
324-4				i s t a k					
326-4				a k					
1-5					m o tʃ i				
2-5					n a + t h				
8-5					w eː j i				
16-5					e s s t i				
24-5					i s t i				
32-5					m i k i				
51-5					o n + i				
52-5					w a k +				
53-5					n a k a s				
54-5					t a l h				
55-5					b w a				
60-5					i x				
83-5					t a + t				
