COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
433	s i b u r u r i								ʃ i p u j u ɴ	
395	n i g i r i	n i g i r i	m iː	m i g i	m i ŋ i	n ts ɨ	m i ŋ i	m i g i	n i dʑ i r i	m i ŋ i
314		m o s i	m o ɕ i k a		m o s i	m u s ɨ	m o s i	m o s i	m u s i	m o s i
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
340	m a ɕ u					m aː s o			m aː ɕ u	
264	k i r i	k i r i	k i j i	k i r i	k i r i	ts ɨː			tɕ i r i	k i r i
171		k u a	k a i w a	k a w a	k a w a	k aː	k a w a	k a w a	k aː r a	k a w a
352	tɕ i kʲ a s a r i	tɕ i k a kʲ a	tɕ i k e	t i k a i	tɕ i k a i		tɕ i k eː	tɕ i k a i	tɕ i ts a s a ɴ	tɕ i k a i
447	ʔ w ɨː tɕ i	w e	u eː	u e	u eː	w aː r a	e w e	u e	ʔ w iː ɴ k a i	u eː
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
431		n o m u		n o m u						
382			ts u r u ɴ		ts u r u ts u r u		ts u r u ts u r u	ts u r a ts u r a		
161	ʔʲ u r i	j u	j u i u	j uː	j uː		e o	j uː	ʔʲ u ɴ	j uː
251	b i tɕ i n a								b i ɕ i n u	
101	h w a		h a	h a	h aː	p aː	ɸ a	h a	h aː	h a
437					k o w a ŋ a r u					k o w a ŋ a r u
114	k u b i	k u b i	k ui	k u b i	k u b i		k u b i	k u b i	k u b i	k u b i
126	k ui ts ɨ k ɨ r u r i	k ui ts u k u		k ui t u k u					k uː j u ɴ	
62	ʔ i ɴ		i ɴ	i n u	i n u	i n	e n o	i n u	ʔ i ɴ	i n u
403		h oː r u		h oː r u	h o r u					
75		k u a b e	k a w a	k a w a	k a w a	k aː	k a w a	k a w a	k aː	k a w a
21	n uː					n a u			n uː	
175	s ɨ n a		z ui n a	s u n a	s u n a		s u n a	s u n a	ʃ i n a	s u n a
298	x ɨ ɴ x o	k e g u a	k e g a i w a	k e g a w a	k e ŋ a w a		k e ŋ a w a	k e g a w a		k e ŋ a w a
343		k oː r u	k oː	k oː r u	k oː r u		k oː r u	k oː r u		k oː r u
379	k u s a r e θ a	k u s a r u a	k e sː a r e t a	k u s a tː a	k u s a tː a	f u s a r i t a m	k u s a tː a	k u s a tː a	k u tsː oː r u	k u s a tː a
287	h a g i	h a g i				k a r a p a dz ɨ				
