COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
14-1	x u r ɨ									
18-1	dʑ a r ɨ									
35-1	h i θ u ts u									
36-1	h u θ a ts u									
48-1	n a g a s a r									
60-1	θ u r i									
63-1	s i r a m i									
64-1	x i									
67-1	h w r									
68-1	n ɨː									
71-1	tɕ i									
76-1	h u n e									
83-1	ts ɨ n u									
87-1	h a n e									
95-1	m i m i									
98-1	h a n a									
99-1	k u tɕ i									
-102-1	s i θ a									
103-1	ts ɨ m e									
110-1	θ ɨː									
116-1	m u n a									
120-1	n u m u r									
132-1	k i k u r									
139-1	x u r u s u r									
140-1	ʔ j u g u r									
156-1	θ a tɕ u r u									
168-1	ts ɨ k i									
169-1	h u s i									
170-1	m i d ɨ									
173-1	ʔʲ s i									
180-1	k u m u									
185-1	h a i									
186-1	m u ɨ r u									
187-1	m i tɕ i									
190-1	a x a s s									
193-1	k sː r u i									
194-1	s i r u s a r									
195-1	k u r u s a r									
216-1	m a r u s a r i									
221-1	n w i									
239-1	ʔʲ ts u									
252-1	m i k ɨ									
253-1	j u k ɨ									
254-1	i ts ɨ ts u									
266-1	x a d e									
267-1	n a g a r ɨ r u r									
268-1	ʔ m i r									
272-1	a m e g									
276-1	a r a u r									
281-1	m u s i									
304-1	ts ɨ b a s i									
305-1	tɕ i tɕ i									
308-1	h a n a									
309-1	k u s a									
310-1	θ u									
311-1	n i r									
14-2		k o r e								
18-2		d a r e								
35-2		h i t o ts u								
36-2		h u t u ts u								
48-2		n a g a kʲ a								
60-2		t o r i								
63-2		s i r a m i								
64-2		k i								
67-2		h a								
68-2		n iː								
71-2		tɕ i								
76-2		h o n e								
83-2		ts u n o								
87-2		h a n e								
95-2		m i m i								
98-2		h a n a								
99-2		k u tɕ i								
-102-2		s i t a								
103-2		ts u m e								
110-2		t iː								
116-2		m u n e								
120-2		n o m u								
132-2		k i k u								
139-2		k o r o s u								
140-2		o j o g u								
156-2		t a r e r u								
168-2		ts u k i								
169-2		h o s i								
170-2		m i z u								
173-2		i s kʲ								
180-2		k u m o								
185-2		h a i								
186-2		m o e r u								
187-2		m i tɕ i								
190-2		a k a i								
193-2		k i r o kʲ								
194-2		s i r o kʲ a								
195-2		k u r o kʲ a								
216-2		m a r u s a								
221-2		n u m								
239-2		i ts u								
252-2		m i ts u								
253-2		j o ts u								
254-2		i ts u ts u								
266-2		k a z e								
267-2		n a g a r e r u								
268-2		u m i								
272-2		a m e g a								
276-2		a r tː u								
281-2		m u s i								
304-2		ts u b a								
305-2		tɕ i kʲ i								
308-2		h a n a								
309-2		k u s a								
310-2		t o								
311-2		n i								
14-3			k o r e							
18-3			d a r e							
35-3			h i t o ts							
36-3			h ui t a ts							
48-3			n a g a							
60-3			t o r i							
63-3			s i r a m							
64-3			k i							
67-3			h a							
68-3			n e							
71-3			tɕ i							
76-3			h o n e							
83-3			ts u n o							
87-3			h a n e							
95-3			m i m i							
98-3			h a n a							
99-3			k ui tɕ i							
-102-3			ɕ i t a							
103-3			ts u m e							
110-3			t e							
116-3			m i n e							
120-3			n o m							
132-3			k i k ui							
139-3			k o r o s ui							
140-3			o j o g							
